integrated_decision_id,approval_package_id,decision_status,section_score,completeness_status,identity_complete,issue_summary_complete,kpi_risk_complete,recommendation_complete,scenario_complete,financial_complete,governance_complete,management_questions_complete,actions_complete,evidence_complete,lineage_complete
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
