integrated_management_brief_id,decision_package_id,representative_recommendation,immediate_action_option,near_term_action_option,preventive_action_option,recommendation_readiness,recommendation_validation_status,recommendation_confirmation_required,recommendation_limitations
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,,,,,0.0,,,
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,,,,,0.0,,,
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,,,,,0.0,,,
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,,,,,0.0,,,
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,,,,,0.0,,,
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,,,,,0.0,,,
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,,,,,0.0,,,
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,,,,,0.0,,,
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,,,,,0.0,,,
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,,,,,0.0,,,
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,,,,,0.0,,,
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,,,,,0.0,,,
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,,,,,0.0,,,
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,,,,,0.0,,,
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,,,,,0.0,,,
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,,,,,0.0,,,
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,,,,,0.0,,,
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,,,,,0.0,,,
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,,,,,0.0,,,
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,,,,,0.0,,,
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,,,,,0.0,,,
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,,,,,0.0,,,
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,,,,,0.0,,,
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,,,,,0.0,,,
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,,,,,0.0,,,
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,,,,,0.0,,,
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,,,,,0.0,,,
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,,,,,0.0,,,
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,,,,,0.0,,,
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,,,,,0.0,,,
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,,,,,0.0,,,
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,,,,,0.0,,,
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,,,,,0.0,,,
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,,,,,0.0,,,
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,,,,,0.0,,,
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,,,,,0.0,,,
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,,,,,0.0,,,
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,,,,,0.0,,,
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,,,,,0.0,,,
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,,,,,0.0,,,
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,,,,,0.0,,,
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,,,,,0.0,,,
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,,,,,0.0,,,
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,,,,,0.0,,,
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,,,,,0.0,,,
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,,,,,0.0,,,
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,,,,,0.0,,,
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,,,,,0.0,,,
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,,,,,0.0,,,
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,,,,,0.0,,,
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,,,,,0.0,,,
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,,,,,0.0,,,
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,,,,,0.0,,,
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,,,,,0.0,,,
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,,,,,0.0,,,
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,,,,,0.0,,,
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,,,,,0.0,,,
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,,,,,0.0,,,
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,,,,,0.0,,,
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,,,,,0.0,,,
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,,,,,0.0,,,
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,,,,,0.0,,,
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,,,,,0.0,,,
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,,,,,0.0,,,
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,,,,,0.0,,,
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,,,,,0.0,,,
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,,,,,0.0,,,
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,,,,,0.0,,,
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,,,,,0.0,,,
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,,,,,0.0,,,
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,,,,,0.0,,,
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,,,,,0.0,,,
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,,,,,0.0,,,
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,,,,,0.0,,,
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,,,,,0.0,,,
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,,,,,0.0,,,
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,,,,,0.0,,,
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,,,,,0.0,,,
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,,,,,0.0,,,
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,,,,,0.0,,,
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,,,,,0.0,,,
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,,,,,0.0,,,
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,,,,,0.0,,,
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,,,,,0.0,,,
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,,,,,0.0,,,
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,,,,,0.0,,,
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,,,,,0.0,,,
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,,,,,0.0,,,
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,,,,,0.0,,,
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,,,,,0.0,,,
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,,,,,0.0,,,
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,,,,,0.0,,,
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,,,,,0.0,,,
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,,,,,0.0,,,
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,,,,,0.0,,,
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,,,,,0.0,,,
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,,,,,0.0,,,
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,,,,,0.0,,,
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,,,,,0.0,,,
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,,,,,0.0,,,
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,,,,,0.0,,,
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,,,,,0.0,,,
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,,,,,0.0,,,
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,,,,,0.0,,,
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,,,,,0.0,,,
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,,,,,0.0,,,
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,,,,,0.0,,,
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,,,,,0.0,,,
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,,,,,0.0,,,
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,,,,,0.0,,,
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,,,,,0.0,,,
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,,,,,0.0,,,
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,,,,,0.0,,,
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,,,,,0.0,,,
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,,,,,0.0,,,
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,,,,,0.0,,,
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,,,,,0.0,,,
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,,,,,0.0,,,
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,,,,,0.0,,,
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,,,,,0.0,,,
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,,,,,0.0,,,
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,,,,,0.0,,,
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,,,,,0.0,,,
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,,,,,0.0,,,
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,,,,,0.0,,,
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,,,,,0.0,,,
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,,,,,0.0,,,
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,,,,,0.0,,,
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,,,,,0.0,,,
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,,,,,0.0,,,
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,,,,,0.0,,,
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,,,,,0.0,,,
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,,,,,0.0,,,
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,,,,,0.0,,,
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,,,,,0.0,,,
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,,,,,0.0,,,
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,,,,,0.0,,,
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,,,,,0.0,,,
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,,,,,0.0,,,
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,,,,,0.0,,,
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,,,,,0.0,,,
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,,,,,0.0,,,
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,,,,,0.0,,,
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,,,,,0.0,,,
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,,,,,0.0,,,
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,,,,,0.0,,,
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,,,,,0.0,,,
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,,,,,0.0,,,
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,,,,,0.0,,,
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,,,,,0.0,,,
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,,,,,0.0,,,
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,,,,,0.0,,,
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,,,,,0.0,,,
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,,,,,0.0,,,
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,,,,,0.0,,,
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,,,,,0.0,,,
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,,,,,0.0,,,
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,,,,,0.0,,,
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,,,,,0.0,,,
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,,,,,0.0,,,
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,,,,,0.0,,,
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,,,,,0.0,,,
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,,,,,0.0,,,
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,,,,,0.0,,,
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,,,,,0.0,,,
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,,,,,0.0,,,
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,,,,,0.0,,,
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,,,,,0.0,,,
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,,,,,0.0,,,
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,,,,,0.0,,,
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,0.0,,,
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,0.0,,,
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,0.0,,,
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,0.0,,,
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,0.0,,,
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,,,,0.0,,,
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,,,,,0.0,,,
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,,,,,0.0,,,
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,,,,,0.0,,,
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,,,,,0.0,,,
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,,,,,0.0,,,
