action_lineage_id,decision_action_routing_id,decision_readiness_id,lineage_type,lineage_description,lineage_status,source_phase,reconciliation_status,governance_note
ALN-1046CE53,DAR-E760C1BD,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5734C333,DAR-5666C2FE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8A046086,DAR-FE4BEED2,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AB6EEE98,DAR-FA48EE25,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-425CCDCA,DAR-A54F1C46,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6AE2BEAF,DAR-E9A79A09,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7117A7ED,DAR-405F62F0,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-520EBADB,DAR-4881A844,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-31D472DD,DAR-E1B65DF8,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-93A9C61C,DAR-7EA8C5F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-445B524E,DAR-A4772225,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-992DEC7A,DAR-F857BB12,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8DCC8FE3,DAR-9C0116DB,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-272C0227,DAR-91E73187,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FF2057DF,DAR-42ECE7B2,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-448E77B9,DAR-AD1F47AE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F3003586,DAR-FE9A11DB,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0EBAEA47,DAR-5CB86B57,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6ECA9DF8,DAR-3945D05F,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AACB6C04,DAR-230E6257,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-19EA62BE,DAR-BDACF543,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AE4FC54D,DAR-2C12C57C,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-91524F9B,DAR-942A5D94,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-02B27F74,DAR-257DA3D5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-087D3EC5,DAR-43AF3329,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-22167878,DAR-AE66E7D4,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FEFB3328,DAR-4F29CA80,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B532080A,DAR-D907246E,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-389C2C66,DAR-B34ED18D,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DD29EE6B,DAR-DB446FFA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C1DCAF5F,DAR-7B683739,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DCA20422,DAR-01BC7F88,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2D7A9295,DAR-261F58D6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B377E881,DAR-B4E4F0EC,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-41966884,DAR-96805EF5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3B1AF9FF,DAR-1C08A3A4,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3797F222,DAR-0ACE79DD,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3CAE01A6,DAR-E34A6E17,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E5CE6083,DAR-62C93CCD,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B8AB5E8C,DAR-4987729E,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-14329385,DAR-2ADFF6B3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6F04DB3F,DAR-26705AC5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4E27BFD4,DAR-0BBE09FC,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4D681502,DAR-2D9B3621,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-420DE30E,DAR-AB4009FA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B091DC21,DAR-3C74B5C5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EB460D0B,DAR-5F51FB89,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DE08CE72,DAR-79771E48,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DB8180DA,DAR-F8B73CA9,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-239E83B9,DAR-E7431B6F,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-88FB5FC0,DAR-22438797,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D480F342,DAR-918FAC8C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1EF70CEE,DAR-221FF377,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D2A863D5,DAR-E605D8D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6E8B26C7,DAR-0ED11F75,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9AC8EDF0,DAR-7748164D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-96305A5D,DAR-64F562FC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FF657464,DAR-B6FBC309,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6C5D2C9F,DAR-49076815,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-77D44264,DAR-D32ECEA5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-73A63770,DAR-4841C122,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A93AC30F,DAR-E8FC8FC4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-32B0E3EF,DAR-5312D8A3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5F3FE22C,DAR-B40F0EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-057721A2,DAR-8679C0B3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-87827004,DAR-CCEFDA12,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F348AB5F,DAR-8277BFFC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EF5CA90A,DAR-B9C2DFDF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6426F41A,DAR-D41A78A2,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E173022A,DAR-D4AF6D63,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-ECFEACB1,DAR-AFC76DD5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0DC3A5BB,DAR-7D935A78,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E0C0D2DC,DAR-085E4166,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-86ACE007,DAR-08BDB08D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0C72BDCC,DAR-750EDF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-964CBC01,DAR-28D2D301,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8C4EBA03,DAR-E04E13D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4B9CFECC,DAR-3F5F7FE6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-040758DD,DAR-4343723C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F5511965,DAR-83E86EF6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-696C322B,DAR-E44AEB29,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B7F6072F,DAR-9BFF5838,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6D50913A,DAR-B5ED7C2C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-307BA647,DAR-A0AB822C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0AC3F3CB,DAR-CAEE9730,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-360ACA88,DAR-BF840961,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-78E24876,DAR-0A64507D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-196A6279,DAR-9B80F7C6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-351A0B45,DAR-23D5D874,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-32B151B7,DAR-6E63C959,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-62EE1BFF,DAR-E9BD62E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4978C586,DAR-ACE02453,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A41AD304,DAR-F501B1EC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-57E7559E,DAR-ABB8588C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A0430432,DAR-3DA7AA0E,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4400B163,DAR-55D93A86,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-42E6534A,DAR-271C04DC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E07227A2,DAR-A679E660,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FB99D8B0,DAR-5F3D529C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D5BCC389,DAR-CE6447FF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7F24FFD2,DAR-C714F76B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6F84475B,DAR-9BF095C5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EA727B52,DAR-0F9CBF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-535B6564,DAR-ABC6B02B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D0B085C5,DAR-FBE8834F,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CEFE7C8E,DAR-669416D0,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-01084E74,DAR-04016886,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B79DD135,DAR-C1718EA0,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C4C19A96,DAR-AA4FB234,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-18E04506,DAR-DD7260E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-77F1DB88,DAR-9ABA22BF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E67C07C4,DAR-3FEB44CC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BE285B8E,DAR-151A4D5B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-11D8B41A,DAR-772B508D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5539EC03,DAR-DAEF5320,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8605C8F7,DAR-88D7219F,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6269F9C8,DAR-EC9FF5B4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C600AF92,DAR-8CE27755,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D71C57EF,DAR-CD119622,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-47EE1F97,DAR-2A10F2BD,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-01D10C53,DAR-709F8738,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-97771AF7,DAR-2D83F753,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9AAB77C7,DAR-CD223EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-35C77E41,DAR-607EF7DD,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8E2FB9DD,DAR-E185A2D3,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2D983386,DAR-EDC9CDBA,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EC85AF86,DAR-A7576593,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4B79DAAE,DAR-83045F60,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8C55E9BF,DAR-2693D786,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1D96083E,DAR-44A1869D,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8A674821,DAR-4E924C75,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A4CDC53F,DAR-C0047D29,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1F634A25,DAR-4A4831A3,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-11ED5F54,DAR-CE116C97,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-36580F44,DAR-A531B511,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-140FE194,DAR-F3DD26A0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0A791550,DAR-E9ADAC44,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F3A63F88,DAR-768884EE,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A2956814,DAR-5462F0CF,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7213E69A,DAR-94C1E348,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0F063F86,DAR-2CA720DF,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-96487949,DAR-45744F6E,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7B36BCB4,DAR-6BEAC2FB,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0AFBA9E5,DAR-2FA00D42,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E811B5FE,DAR-579843BD,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C90AF39B,DAR-CFD7E5D6,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2557EFD8,DAR-A80678B9,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-12BCDB4B,DAR-9D173217,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
