audit_requirement_id,decision_action_routing_id,action_id,action_name,audit_required,audit_event_type,required_actor_role,evidence_attachment_required,reason_required,timestamp_required,approval_reference_required,future_audit_status,governance_note
AUD-16CA72E2,DAR-81BFB53F,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DB8E8EAC,DAR-81BFB53F,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B06F8F5B,DAR-81BFB53F,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0039D5A0,DAR-81BFB53F,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-63D5584A,DAR-81BFB53F,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0AF26F2D,DAR-81BFB53F,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C8C48658,DAR-81BFB53F,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2313D718,DAR-81BFB53F,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-73A62F99,DAR-81BFB53F,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-68FFDB70,DAR-81BFB53F,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0E1B5BF4,DAR-81BFB53F,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E25F0A8C,DAR-81BFB53F,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-CA2C785F,DAR-81BFB53F,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-AE395AD7,DAR-81BFB53F,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6AD26C04,DAR-81BFB53F,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-CFD67F5D,DAR-0D14F1CE,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B9F88734,DAR-0D14F1CE,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-243CF564,DAR-0D14F1CE,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A1C5B410,DAR-0D14F1CE,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-611DEDE8,DAR-0D14F1CE,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-610EFF11,DAR-0D14F1CE,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BFB01778,DAR-0D14F1CE,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5789E456,DAR-0D14F1CE,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-78C33B45,DAR-0D14F1CE,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-CCFEAAFE,DAR-0D14F1CE,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1068878F,DAR-0D14F1CE,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-B58A81E3,DAR-0D14F1CE,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-AD647446,DAR-0D14F1CE,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-83ED5BEB,DAR-0D14F1CE,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1DCBD3A0,DAR-0D14F1CE,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3E08C239,DAR-0D14F1CE,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DDE3513B,DAR-0D14F1CE,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-162B0E5C,DAR-0D14F1CE,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-6A869F3A,DAR-9A82C15C,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B7BFC623,DAR-9A82C15C,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7BB92F45,DAR-9A82C15C,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3C56000F,DAR-9A82C15C,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0A7CC566,DAR-9A82C15C,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FA2CAD81,DAR-9A82C15C,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-632112DF,DAR-9A82C15C,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C81794E4,DAR-9A82C15C,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EEFC5917,DAR-9A82C15C,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B4A6FF04,DAR-9A82C15C,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B594293C,DAR-9A82C15C,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-7CD0ABD5,DAR-9A82C15C,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6F50F40B,DAR-9A82C15C,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-653400DD,DAR-9A82C15C,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BB05C978,DAR-9A82C15C,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-90B544C5,DAR-9A82C15C,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-87C432A4,DAR-9A82C15C,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F0A1F04C,DAR-9A82C15C,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-3CB77155,DAR-B15AE9BF,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2CFAFD15,DAR-B15AE9BF,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F87F6342,DAR-B15AE9BF,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F476750A,DAR-B15AE9BF,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D5857142,DAR-B15AE9BF,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A515AF90,DAR-B15AE9BF,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-45850054,DAR-B15AE9BF,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B94438C6,DAR-B15AE9BF,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EF063DD1,DAR-B15AE9BF,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D3C84764,DAR-B15AE9BF,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E14FF4DD,DAR-B15AE9BF,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-84A20311,DAR-B15AE9BF,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9A36632A,DAR-B15AE9BF,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-828C6155,DAR-B15AE9BF,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-AFA16244,DAR-B15AE9BF,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-90B486C6,DAR-B15AE9BF,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-136E3286,DAR-B15AE9BF,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1ADC362F,DAR-B15AE9BF,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-8D639E00,DAR-23903C67,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-204C0A19,DAR-23903C67,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A408723E,DAR-23903C67,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-AD8F9310,DAR-23903C67,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-77E39E8A,DAR-23903C67,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-22B38D15,DAR-23903C67,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3D328DE5,DAR-23903C67,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F67F6350,DAR-23903C67,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A6F5188C,DAR-23903C67,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EB1B61DB,DAR-23903C67,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1995C372,DAR-23903C67,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-6366044D,DAR-23903C67,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-643F8593,DAR-23903C67,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-61C8B789,DAR-23903C67,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-448C930A,DAR-23903C67,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F3404D16,DAR-23903C67,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D6220A2B,DAR-23903C67,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-066F014F,DAR-23903C67,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-3ADCAA09,DAR-A4CCDD3C,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7C19A390,DAR-A4CCDD3C,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E980CA1C,DAR-A4CCDD3C,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D4E290DC,DAR-A4CCDD3C,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2394197C,DAR-A4CCDD3C,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D602FA86,DAR-A4CCDD3C,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-674C48DA,DAR-A4CCDD3C,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5997F6D8,DAR-A4CCDD3C,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C5335E1A,DAR-A4CCDD3C,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-771F24E9,DAR-A4CCDD3C,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-11B1462C,DAR-A4CCDD3C,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-B7E00C42,DAR-A4CCDD3C,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-CEFC9246,DAR-A4CCDD3C,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C33B6226,DAR-A4CCDD3C,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-87F2DF8A,DAR-A4CCDD3C,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BD41C7BF,DAR-A4CCDD3C,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-8DC20F80,DAR-A4CCDD3C,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7ECFA4D2,DAR-A4CCDD3C,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-903A23C3,DAR-06E98000,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3A283ED0,DAR-06E98000,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0A094006,DAR-06E98000,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2D3BBEA9,DAR-06E98000,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6C213886,DAR-06E98000,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-95EF1B49,DAR-06E98000,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-78A3D6E4,DAR-06E98000,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6BC4F3F2,DAR-06E98000,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-89C94700,DAR-06E98000,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-60346D8D,DAR-06E98000,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7526CD51,DAR-06E98000,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-E837926A,DAR-06E98000,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E2B0AA1E,DAR-06E98000,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6B2963BE,DAR-06E98000,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-37D424D7,DAR-06E98000,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1E3BBFF1,DAR-06E98000,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-841F5D74,DAR-06E98000,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0C274F51,DAR-06E98000,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-6E8ECACC,DAR-3B804E65,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-50477CFC,DAR-3B804E65,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-99B489A4,DAR-3B804E65,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C4065FF6,DAR-3B804E65,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-76250547,DAR-3B804E65,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-30A44098,DAR-3B804E65,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-920B71C0,DAR-3B804E65,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7DB5D40D,DAR-3B804E65,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1A6DDCE0,DAR-3B804E65,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3F569943,DAR-3B804E65,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-37586BEF,DAR-3B804E65,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-D914B997,DAR-3B804E65,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-46D3CF1B,DAR-3B804E65,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D88C7A55,DAR-3B804E65,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3F6FF6B6,DAR-3B804E65,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-4BB75A50,DAR-3B804E65,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0A54AC5E,DAR-3B804E65,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-92CF811D,DAR-3B804E65,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-B7A7C294,DAR-1515F471,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-18AA25AD,DAR-1515F471,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DD6F62D9,DAR-1515F471,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E07AEE27,DAR-1515F471,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C822EAB1,DAR-1515F471,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3F7A46EE,DAR-1515F471,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7F2128A5,DAR-1515F471,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-434F34F2,DAR-1515F471,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BB223BFC,DAR-1515F471,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7289C18B,DAR-1515F471,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3097E7F5,DAR-1515F471,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-81437A94,DAR-1515F471,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EC8B8376,DAR-1515F471,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-364DD412,DAR-1515F471,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9238CD63,DAR-1515F471,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6902AAC7,DAR-1515F471,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F716D7E7,DAR-1515F471,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-8471D7C5,DAR-1515F471,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-B85044B4,DAR-DB98CDBA,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-46074D0A,DAR-DB98CDBA,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E9327204,DAR-DB98CDBA,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2775EED7,DAR-DB98CDBA,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DE840F4A,DAR-DB98CDBA,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BE916FCE,DAR-DB98CDBA,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B67F6879,DAR-DB98CDBA,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B2C44B12,DAR-DB98CDBA,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-121CA295,DAR-DB98CDBA,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-87DBC1F2,DAR-DB98CDBA,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E01ECF87,DAR-DB98CDBA,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-0965B221,DAR-DB98CDBA,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-70072CC5,DAR-DB98CDBA,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D14A87A0,DAR-DB98CDBA,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-49AE09B5,DAR-DB98CDBA,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5FD14DD9,DAR-DB98CDBA,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
