integrated_decision_id,approval_package_id,evidence_available,evidence_types,evidence_count,kpi_evidence,risk_evidence,recommendation_evidence,scenario_evidence,financial_evidence,governance_evidence,evidence_completeness_score,lineage_reference
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,True,Phase 2C-2 Scenario Modelling | Phase 2C-3 Financial Analysis | Phase 2C-2F Package Closure,3,False,False,False,True,True,True,0.6,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,True,Phase 2C-2F Package Closure,1,False,False,False,False,False,True,0.2,Phase 1 → 2A → 2B → 2C-1 → 2C-2 → 2C-3 → 2D-1
