monitoring_id,decision_package_id,approval_package_id,monitoring_required,monitoring_frequency,monitoring_kpi,trigger_condition,escalation_condition,responsible_role,reassessment_condition,next_review_requirement
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220-MON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,True,Monthly,kpi_001,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,True,Monthly,kpi_002,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Monthly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,True,Weekly,kpi_003,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428-MON,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,True,Weekly,kpi_006,KPI threshold breach or trend deterioration,Repeated breach or risk tier increase,Operations Manager,Status change or new evidence,Next review per Weekly schedule
