integrated_decision_id,approval_package_id,lineage_available,lineage_stages,stage_count,raw_data_source,processed_data_source,kpi_source,trend_threshold_source,risk_source,recommendation_source,scenario_source,financial_source,integration_source,lineage_completeness_score
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → financial analysis → integrated decision record,7,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Not Applicable,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.67
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
