decision_action_routing_id,decision_package_id,final_readiness_status,primary_permitted_action,primary_action_id,assigned_flag,selected_flag,governance_note
DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5CB86B57,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-3945D05F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-230E6257,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-BDACF543,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2C12C57C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-942A5D94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-257DA3D5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-43AF3329,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-AE66E7D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Requires Benefit Validation,Validate Benefit Assumptions,,False,False,Primary action reflects readiness status: Requires Benefit Validation
DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-772B508D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-DAEF5320,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-88D7219F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-EC9FF5B4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-8CE27755,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-CD119622,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2A10F2BD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-709F8738,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-2D83F753,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-CD223EA3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-607EF7DD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-E185A2D3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-EDC9CDBA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-A7576593,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-83045F60,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-2693D786,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-44A1869D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-4E924C75,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-C0047D29,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-4A4831A3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-CE116C97,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-A531B511,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-F3DD26A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-E9ADAC44,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-768884EE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-5462F0CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-94C1E348,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-2CA720DF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-45744F6E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-6BEAC2FB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-2FA00D42,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-579843BD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
