decision_history_id,decision_package_id,current_package_version,current_readiness_status,current_primary_action,current_queue,current_approval_status,prior_version,prior_readiness_status,prior_primary_action,prior_queue,prior_approval_status,change_reason,changed_by,changed_timestamp,change_event_id,history_status,governance_note
HST-09DCF374,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D2B0980B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-42C8C3A9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4AC3ABAF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A2566D54,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A0EA66C7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0141AEB9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-60EF9F9B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D598F889,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A7BFA3D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4D242698,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-99EDD5A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AFF87871,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FDFD59BB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-36095C1A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DBAEFE9F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1A6A731D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A3F69075,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-277A518D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4D151F2E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-40888AA2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-35212107,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D4732F79,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F9E53EEB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A17F77AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F4B9F631,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-02D0F81B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6BA0AFB4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1150EEE1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-27DEE2A6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CE130802,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BAAA5914,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-81DC9E63,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AADB49E6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6ECB6FCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-255290B4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A267C165,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CE1C04C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-480D33F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5C9302CB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-357E9C8C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D5046CF9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FE052FCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-18A81B6B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-126C5F38,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6EC0B7F8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CDD14FE1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1A3D89C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DC485BDA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D211C6BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1CCBD362,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3F54F87C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2A2F4592,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CCA7FC50,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EFBC3A95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D334FAA1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-53FB5B27,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FD262BC0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AB659F5A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A6EE80A6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CB7A3374,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A408F5F5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D9E265E8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A98C3108,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-86F2A30A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5E5F99A9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-74B18763,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FBA441B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E823FBDE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F6A70366,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-43926227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-826B6046,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F243B83E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C2258E68,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E4201B87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-62FE96A9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4D501224,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6C5FCE83,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-00DA1EBB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-19BC555E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B985AB6A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,1.0,Requires Benefit Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C1DB8739,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C6A92425,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9094A3D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-ACFF3FCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BE9B6628,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E1C7226D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-745147C8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DA60E626,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2C71344D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-ACF51F78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-39B50BFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-13ED92C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-01C6669D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F03B151C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A622DD8B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A51C2876,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8E8942EB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A691FC7E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EE00CB20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7245D857,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7D48E46F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C6EF5F52,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E5967F0B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-11B785F5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D25EF817,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-387B05FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CE1A0B7B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-88D0815E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-89D417D2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DA171AD3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-70E5F52D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FC04B031,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AE399EAF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-06FD0C18,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FEAB0207,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9752B3B4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-21999A98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EB01BDA7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CECE646D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2918AE09,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4B5C12C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B905B661,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-46D92888,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BF3E6DA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-72578838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E40F47CB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1DC9A044,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CD79A811,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4E7CCC1C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D3FB8E48,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A7E08F45,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B582268A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9AF1E757,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E826A7E2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2656CFD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-092396A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-96C7A4B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
