evidence_completeness_id,decision_evidence_profile_id,decision_package_id,expected_evidence_category_count,available_evidence_category_count,conditional_evidence_category_count,missing_evidence_category_count,critical_missing_evidence_count,evidence_coverage_pct,evidence_completeness_status,management_use_limitation,governance_note
EVC-368C27D6,EVP-3B806415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4555863A,EVP-8A4DA148,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C166E9C1,EVP-F11DBD3B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D126337D,EVP-26BC3F7A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-61480BA2,EVP-7F9A88DF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2D5357A4,EVP-F9B5D6CD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B27A7C19,EVP-E0C9C43A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-94BE21A8,EVP-18AC241F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B2EAECE8,EVP-0BB8FD74,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B75573B9,EVP-06ACAB27,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-960336D7,EVP-2D7864BA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-53A9E0A1,EVP-0852520D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0947D092,EVP-6057FFE6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-659986F1,EVP-30779FDF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D6FD4A7B,EVP-D533DE69,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-661CF01A,EVP-36801515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DAC6C520,EVP-2392318D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-48C75268,EVP-31E4E297,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A0E0BCC4,EVP-5FAAA575,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D2FD9908,EVP-12EE83F5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FCFA9E87,EVP-FA17394F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CA1A1350,EVP-37346068,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DB820052,EVP-E5EBD274,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-11676E55,EVP-258743B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7798B2F1,EVP-B4D8339C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A263D406,EVP-C764A6F9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-65D87216,EVP-B1E20BDA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2A4CB662,EVP-85B40818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D1793E67,EVP-482A4942,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-557A1FB0,EVP-DD0B6444,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-38EDE396,EVP-35729193,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4D2C9E32,EVP-CCE2FA89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5D9D31CC,EVP-D821CCDF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3750AF8C,EVP-D414706F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9B815585,EVP-5A761AEC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-15766E8F,EVP-B9E7F213,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5F1FA0EB,EVP-D9537B33,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-35C6055A,EVP-BE24EA8A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C57E2ED3,EVP-CF819FC6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-69572E74,EVP-AA601961,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B92233E1,EVP-1C58C963,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BA819206,EVP-189A4191,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BCCE736E,EVP-A7AA82DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FAF0DAC6,EVP-34F3CB88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2875297B,EVP-B11E8991,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4E55FCB3,EVP-D06A7980,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-466A5CF1,EVP-4ADFA97D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-224D6F68,EVP-66273DED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-51A5B581,EVP-6B6640D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B471E7FA,EVP-C7CAAB4A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CC50C394,EVP-D9A1F3FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8C311402,EVP-5721FA79,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-74ABAF7C,EVP-C6618C87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A32F1E5A,EVP-EFFBDBA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-275323B6,EVP-C9E0ACEE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0C559005,EVP-A131420D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-684B6A22,EVP-854BEF7C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-24E00947,EVP-43DEF5B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-33FA22B5,EVP-EF88F219,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0F0FB1AB,EVP-FE9C1DA8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7C4D7195,EVP-87335546,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-59CFCD32,EVP-EBE02D8B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-035201AE,EVP-5B971D3E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BA2FB620,EVP-6F693D85,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AF1D24CE,EVP-86904104,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D22442E8,EVP-F5D27E1A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DDE6FB1A,EVP-91222802,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6BDBE371,EVP-F5CE9BCC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-37AAD8E5,EVP-47E655F5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FF3AB1B3,EVP-1165A583,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-64F856E4,EVP-B581FB3B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-64E2863B,EVP-B5DF9000,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D0C46363,EVP-A1874D73,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5647E1DE,EVP-1118C57D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EE0CD3B6,EVP-2923F150,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-71E88B67,EVP-61532C8B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CE89D967,EVP-F24D9634,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5CD69CAC,EVP-53E418AA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9029758E,EVP-80688FEB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1A25A20B,EVP-6C7DB01B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CC0054D6,EVP-1A34500E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A800A917,EVP-0194871D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F34478E1,EVP-B8FE0968,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BC0FDC31,EVP-1257C9E3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DD20C3B7,EVP-A6D72733,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E399CE48,EVP-EFAC1838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3E06356A,EVP-1EBCEBC3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EC771B0B,EVP-D837456F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-56207CAD,EVP-BAC52ABE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6215998E,EVP-F27C1451,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D3D8ED86,EVP-57166225,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9251FD14,EVP-C185D3D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BE49CAEB,EVP-687D1CD0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-457AF917,EVP-89FA47C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7DE8886C,EVP-32F60F68,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FF46370B,EVP-0E4F88B7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7989F6E7,EVP-1D23B515,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-28E05985,EVP-7986E15D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FEFB69B7,EVP-15880374,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F3B17909,EVP-3365D27F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A1AA1C4A,EVP-B41360B7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-16225717,EVP-C41320C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-85B5359D,EVP-98ADB005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C26812FF,EVP-3CED2CC1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D4427E0C,EVP-F613062D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B9109A92,EVP-AF5DF3A7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-32AB8F3A,EVP-7D2E443B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C7AC2848,EVP-CFEA059B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4F8E9442,EVP-54BED5AA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F0DA0F2D,EVP-517580A1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-982A5760,EVP-A1431B39,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5AA178F4,EVP-B32FD7AC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CE653632,EVP-81A24AC2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DE0925F7,EVP-CCEE44BE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DDBCFE38,EVP-583E90A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9A8EDC1D,EVP-68C4DD7C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7E76B10C,EVP-841714B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-11D5B885,EVP-5CA12BB8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D36B2948,EVP-D6D90F9F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-54334C7E,EVP-99459E32,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D38081C5,EVP-83C26C4F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D6025EF9,EVP-556F7E3C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C0B3C737,EVP-E53C513D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FBB166D1,EVP-29F0D522,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-BBEC04FD,EVP-5578B49F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-22F1D7D0,EVP-1D432A42,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-71683B20,EVP-049363C5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CD6C2010,EVP-BBD34CEB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FD4350B1,EVP-049C3421,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-228AFFBE,EVP-0CB44AC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-20A226ED,EVP-D0F5602C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E544079C,EVP-97854814,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2E9D5EEB,EVP-C2C71C2F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CFEED6AD,EVP-2E595FC9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-793185F8,EVP-6D6E9122,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FA520B82,EVP-92180D55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EB7D9A83,EVP-3348A019,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-79E807DD,EVP-19F19333,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EE81BC18,EVP-39274C23,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B04AA875,EVP-7CBC18D1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AB630A83,EVP-0FB1D8C6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EADC7F4C,EVP-4DE56F63,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EF12D3D4,EVP-AB363882,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-70D75509,EVP-D12FD123,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-769A6200,EVP-B300ED4D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D3B93FEB,EVP-CDB2AAB2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5A54BDFA,EVP-509F1C33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D0CC02F6,EVP-EEB43C35,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2655C723,EVP-ABF55190,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
