priority_view_id,decision_package_id,approval_package_id,risk_tier,urgency,breach_status,sustained_movement_flag,management_attention_required,decision_readiness,governance_burden_status,evidence_status,financial_readiness,package_readiness,primary_sort_key,secondary_sort_key,priority_ordering_note
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Not Assessable,,,,True,,Moderate,Complete,Financial Analysis Not Assessable,Not Ready,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230-PV,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Not Assessable,,,,True,,Moderate,Complete,Ready for Financial Comparison,Ready with Conditions,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202-PV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
