integrated_management_brief_id,decision_package_id,decision_lineage_profile_id,lineage_completeness_status,orphaned_lineage_flag,governance_note
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,LNP-3BC3CBCD,Complete,False,Brief lineage cross-reference
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,LNP-B6C97B32,Complete,False,Brief lineage cross-reference
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,LNP-EF3C6B75,Complete,False,Brief lineage cross-reference
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,LNP-945D1F9E,Complete,False,Brief lineage cross-reference
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,LNP-A9C6A5E9,Complete,False,Brief lineage cross-reference
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,LNP-7617CBAA,Complete,False,Brief lineage cross-reference
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,LNP-1047B1F8,Complete,False,Brief lineage cross-reference
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,LNP-DABA34E1,Complete,False,Brief lineage cross-reference
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,LNP-ED3E8F37,Complete,False,Brief lineage cross-reference
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,LNP-9901CF29,Complete,False,Brief lineage cross-reference
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,LNP-77EAECE2,Complete,False,Brief lineage cross-reference
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,LNP-7353FF88,Complete,False,Brief lineage cross-reference
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,LNP-5FFEBC11,Complete,False,Brief lineage cross-reference
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,LNP-B1A537CF,Complete,False,Brief lineage cross-reference
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,LNP-FFCCC4D3,Complete,False,Brief lineage cross-reference
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,LNP-3F453BE8,Complete,False,Brief lineage cross-reference
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,LNP-34FE658F,Complete,False,Brief lineage cross-reference
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,LNP-2EA60AD1,Complete,False,Brief lineage cross-reference
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,LNP-3512348E,Complete,False,Brief lineage cross-reference
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,LNP-0FEBA60A,Complete,False,Brief lineage cross-reference
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,LNP-2DC91517,Complete,False,Brief lineage cross-reference
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,LNP-8D2C6FE9,Complete,False,Brief lineage cross-reference
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,LNP-3751B130,Complete,False,Brief lineage cross-reference
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,LNP-E366F119,Complete,False,Brief lineage cross-reference
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,LNP-80FD6BAB,Complete,False,Brief lineage cross-reference
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,LNP-D5F43A90,Complete,False,Brief lineage cross-reference
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,LNP-051959C3,Complete,False,Brief lineage cross-reference
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,LNP-527A11B3,Complete,False,Brief lineage cross-reference
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,LNP-9F94A231,Complete,False,Brief lineage cross-reference
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,LNP-9DCCDE9D,Complete,False,Brief lineage cross-reference
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,LNP-C73C5924,Complete,False,Brief lineage cross-reference
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,LNP-BE1F936B,Complete,False,Brief lineage cross-reference
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,LNP-30D46F76,Complete,False,Brief lineage cross-reference
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,LNP-337FE129,Complete,False,Brief lineage cross-reference
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,LNP-9076CCE1,Complete,False,Brief lineage cross-reference
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,LNP-1CACF35D,Complete,False,Brief lineage cross-reference
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,LNP-FF0768B0,Complete,False,Brief lineage cross-reference
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,LNP-B8A5C0AD,Complete,False,Brief lineage cross-reference
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,LNP-B88F470B,Complete,False,Brief lineage cross-reference
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,LNP-98DF64F8,Complete,False,Brief lineage cross-reference
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,LNP-131BE1D6,Complete,False,Brief lineage cross-reference
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,LNP-CB00AF2C,Complete,False,Brief lineage cross-reference
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,LNP-E6A29CFE,Complete,False,Brief lineage cross-reference
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,LNP-1CD22A03,Complete,False,Brief lineage cross-reference
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,LNP-66501658,Complete,False,Brief lineage cross-reference
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,LNP-01CEEF1A,Complete,False,Brief lineage cross-reference
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,LNP-AC7E2E76,Complete,False,Brief lineage cross-reference
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,LNP-FA6B2D8D,Complete,False,Brief lineage cross-reference
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,LNP-89D44F6B,Complete,False,Brief lineage cross-reference
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,LNP-BC0F82C6,Complete,False,Brief lineage cross-reference
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,LNP-9DAFE2A4,Complete,False,Brief lineage cross-reference
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,LNP-7EF34101,Complete,False,Brief lineage cross-reference
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,LNP-BE03EE22,Complete,False,Brief lineage cross-reference
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,LNP-A5DD8542,Complete,False,Brief lineage cross-reference
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,LNP-E5245F1F,Complete,False,Brief lineage cross-reference
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,LNP-F359F15E,Complete,False,Brief lineage cross-reference
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,LNP-60D9E10C,Complete,False,Brief lineage cross-reference
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,LNP-6DBD6B7E,Complete,False,Brief lineage cross-reference
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,LNP-1AC0795C,Complete,False,Brief lineage cross-reference
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,LNP-3B7E4D87,Complete,False,Brief lineage cross-reference
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,LNP-3D560594,Complete,False,Brief lineage cross-reference
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,LNP-3D1225F9,Complete,False,Brief lineage cross-reference
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,LNP-C9A52D94,Complete,False,Brief lineage cross-reference
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,LNP-47ABA206,Complete,False,Brief lineage cross-reference
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,LNP-F327C051,Complete,False,Brief lineage cross-reference
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,LNP-8A3C4F2A,Complete,False,Brief lineage cross-reference
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,LNP-6531F742,Complete,False,Brief lineage cross-reference
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,LNP-65CC841C,Complete,False,Brief lineage cross-reference
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,LNP-7D4FAE2E,Complete,False,Brief lineage cross-reference
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,LNP-B411C843,Complete,False,Brief lineage cross-reference
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,LNP-4171B59A,Complete,False,Brief lineage cross-reference
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,LNP-166590AD,Complete,False,Brief lineage cross-reference
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,LNP-BBD6C602,Complete,False,Brief lineage cross-reference
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,LNP-6026C601,Complete,False,Brief lineage cross-reference
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,LNP-94460A0F,Complete,False,Brief lineage cross-reference
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,LNP-30C830F3,Complete,False,Brief lineage cross-reference
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,LNP-50A430C0,Complete,False,Brief lineage cross-reference
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,LNP-C30E2D34,Complete,False,Brief lineage cross-reference
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,LNP-EED5890E,Complete,False,Brief lineage cross-reference
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,LNP-859D483D,Complete,False,Brief lineage cross-reference
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,LNP-08713A7C,Complete,False,Brief lineage cross-reference
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,LNP-1B0A43E2,Complete,False,Brief lineage cross-reference
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,LNP-50CDE15A,Complete,False,Brief lineage cross-reference
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,LNP-54A515C2,Complete,False,Brief lineage cross-reference
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,LNP-4F27B4E1,Complete,False,Brief lineage cross-reference
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,LNP-8CD901DC,Complete,False,Brief lineage cross-reference
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,LNP-C9BDB6F1,Complete,False,Brief lineage cross-reference
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,LNP-9D0AF01B,Complete,False,Brief lineage cross-reference
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,LNP-A5AFC08C,Complete,False,Brief lineage cross-reference
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,LNP-A627EFF6,Complete,False,Brief lineage cross-reference
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,LNP-92B04BF8,Complete,False,Brief lineage cross-reference
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,LNP-F704BCC6,Complete,False,Brief lineage cross-reference
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,LNP-5E3E41F5,Complete,False,Brief lineage cross-reference
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,LNP-68AA6758,Complete,False,Brief lineage cross-reference
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,LNP-A13D7892,Complete,False,Brief lineage cross-reference
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,LNP-1E9FA2C3,Complete,False,Brief lineage cross-reference
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,LNP-823419C5,Complete,False,Brief lineage cross-reference
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,LNP-BADF1EA8,Complete,False,Brief lineage cross-reference
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,LNP-D5CEF756,Complete,False,Brief lineage cross-reference
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,LNP-E8FA3ECB,Complete,False,Brief lineage cross-reference
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,LNP-33B62F77,Complete,False,Brief lineage cross-reference
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,LNP-A0469F17,Complete,False,Brief lineage cross-reference
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,LNP-053C5C99,Complete,False,Brief lineage cross-reference
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,LNP-68A189B4,Complete,False,Brief lineage cross-reference
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,LNP-315E93EA,Complete,False,Brief lineage cross-reference
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,LNP-9D7D160A,Complete,False,Brief lineage cross-reference
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,LNP-D49CE189,Complete,False,Brief lineage cross-reference
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,LNP-995453B3,Complete,False,Brief lineage cross-reference
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,LNP-6364366B,Complete,False,Brief lineage cross-reference
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,LNP-D92A440A,Complete,False,Brief lineage cross-reference
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,LNP-0D932790,Complete,False,Brief lineage cross-reference
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,LNP-289CEBD5,Complete,False,Brief lineage cross-reference
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,LNP-9D61CE2B,Complete,False,Brief lineage cross-reference
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,LNP-5D9D148A,Complete,False,Brief lineage cross-reference
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,LNP-8131BCD4,Complete,False,Brief lineage cross-reference
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,LNP-95BB9121,Complete,False,Brief lineage cross-reference
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,LNP-98FD0168,Complete,False,Brief lineage cross-reference
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,LNP-2C7E5E2A,Complete,False,Brief lineage cross-reference
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,LNP-83D0160C,Complete,False,Brief lineage cross-reference
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,LNP-4345C0F5,Complete,False,Brief lineage cross-reference
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,LNP-6CBF8738,Complete,False,Brief lineage cross-reference
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,LNP-F69A3A98,Complete,False,Brief lineage cross-reference
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,LNP-9C415FF2,Complete,False,Brief lineage cross-reference
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,LNP-00A1F6AB,Complete,False,Brief lineage cross-reference
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,LNP-880667F5,Complete,False,Brief lineage cross-reference
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,LNP-021B9A10,Complete,False,Brief lineage cross-reference
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,LNP-57E67940,Complete,False,Brief lineage cross-reference
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,LNP-31C19C81,Complete,False,Brief lineage cross-reference
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,LNP-09DE393C,Complete,False,Brief lineage cross-reference
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,LNP-EBBD51C9,Complete,False,Brief lineage cross-reference
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,LNP-BE4A928C,Complete,False,Brief lineage cross-reference
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,LNP-CFE6B6ED,Complete,False,Brief lineage cross-reference
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,LNP-96F9A8AC,Complete,False,Brief lineage cross-reference
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,LNP-0E24C3C5,Complete,False,Brief lineage cross-reference
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,LNP-F7E94DCB,Complete,False,Brief lineage cross-reference
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,LNP-16333929,Complete,False,Brief lineage cross-reference
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,LNP-09DD5533,Complete,False,Brief lineage cross-reference
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,LNP-636052B4,Complete,False,Brief lineage cross-reference
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,LNP-10BAAEE6,Complete,False,Brief lineage cross-reference
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,LNP-9606A2FD,Complete,False,Brief lineage cross-reference
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,LNP-E4BFAE87,Complete,False,Brief lineage cross-reference
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,LNP-EBFFB0AD,Complete,False,Brief lineage cross-reference
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,LNP-593B87F4,Complete,False,Brief lineage cross-reference
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,LNP-F7487FC9,Complete,False,Brief lineage cross-reference
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,LNP-5FA0604E,Complete,False,Brief lineage cross-reference
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,LNP-3D4B377C,Complete,False,Brief lineage cross-reference
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,LNP-D2BBCE71,Complete,False,Brief lineage cross-reference
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,LNP-F0A71F54,Complete,False,Brief lineage cross-reference
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,LNP-95952313,Complete,False,Brief lineage cross-reference
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,LNP-6F82D3D4,Complete,False,Brief lineage cross-reference
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,LNP-17026EE6,Complete,False,Brief lineage cross-reference
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,LNP-3923A118,Complete,False,Brief lineage cross-reference
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,LNP-719F6FD0,Complete,False,Brief lineage cross-reference
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,LNP-0C620F1D,Complete,False,Brief lineage cross-reference
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,LNP-5D040CD6,Complete,False,Brief lineage cross-reference
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,LNP-8DF4D73D,Complete,False,Brief lineage cross-reference
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,LNP-4C1C744C,Complete,False,Brief lineage cross-reference
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,LNP-1903A0EE,Complete,False,Brief lineage cross-reference
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,LNP-F210A1CB,Complete,False,Brief lineage cross-reference
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,LNP-4963B7AD,Complete,False,Brief lineage cross-reference
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,LNP-D5EA893E,Complete,False,Brief lineage cross-reference
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,LNP-87C24909,Complete,False,Brief lineage cross-reference
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,LNP-BBFEBC34,Complete,False,Brief lineage cross-reference
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,LNP-E8C89C2B,Complete,False,Brief lineage cross-reference
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,LNP-EE12F3FE,Complete,False,Brief lineage cross-reference
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,LNP-C80E9E08,Complete,False,Brief lineage cross-reference
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,LNP-F1979B04,Complete,False,Brief lineage cross-reference
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,LNP-ECEF6D01,Complete,False,Brief lineage cross-reference
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,LNP-5C403E0C,Complete,False,Brief lineage cross-reference
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,LNP-CB21B322,Complete,False,Brief lineage cross-reference
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,LNP-587A0BEE,Complete,False,Brief lineage cross-reference
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,LNP-C4A1DD28,Complete,False,Brief lineage cross-reference
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,LNP-77598878,Complete,False,Brief lineage cross-reference
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,LNP-C7272B88,Complete,False,Brief lineage cross-reference
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,LNP-032C66C9,Complete,False,Brief lineage cross-reference
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,LNP-1C0A0AFC,Complete,False,Brief lineage cross-reference
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,LNP-390C47C3,Complete,False,Brief lineage cross-reference
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,LNP-5133D35D,Complete,False,Brief lineage cross-reference
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,LNP-78DBC6EB,Complete,False,Brief lineage cross-reference
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,LNP-BE9CF264,Complete,False,Brief lineage cross-reference
