decision_package_id,approval_package_id,integrated_decision_id,episode_id,hospital_id,department_id,dominant_kpi_id,dominant_kpi_name,scenario_family,package_status,department_name,decision_scorecard_id,scorecard_version,scorecard_status,approval_status
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,EP-HOSP-001-DEPT-ICU-kpi_003-20261211,HOSP-001,DEPT-ICU,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,EP-HOSP-001-DEPT-ICU-kpi_003-20261215,HOSP-001,DEPT-ICU,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,EP-HOSP-001-DEPT-ICU-kpi_003-20261219,HOSP-001,DEPT-ICU,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,EP-HOSP-001-DEPT-ICU-kpi_003-20261224,HOSP-001,DEPT-ICU,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,EP-HOSP-001-DEPT-ICU-kpi_006-20260215,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,EP-HOSP-001-DEPT-ICU-kpi_006-20260403,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,EP-HOSP-001-DEPT-ICU-kpi_006-20260411,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,EP-HOSP-001-DEPT-ICU-kpi_006-20260509,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,EP-HOSP-001-DEPT-ICU-kpi_006-20260515,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,EP-HOSP-001-DEPT-ICU-kpi_006-20260603,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,EP-HOSP-001-DEPT-ICU-kpi_006-20260619,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,EP-HOSP-001-DEPT-ICU-kpi_006-20260623,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,EP-HOSP-001-DEPT-ICU-kpi_006-20260628,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,EP-HOSP-001-DEPT-ICU-kpi_006-20260716,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,EP-HOSP-001-DEPT-ICU-kpi_006-20260725,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,EP-HOSP-001-DEPT-ICU-kpi_006-20260730,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,EP-HOSP-001-DEPT-ICU-kpi_006-20260809,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,EP-HOSP-001-DEPT-ICU-kpi_006-20260824,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,EP-HOSP-001-DEPT-ICU-kpi_006-20261126,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,EP-HOSP-001-DEPT-ICU-kpi_006-20261205,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,EP-HOSP-001-DEPT-ICU-kpi_006-20261216,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,EP-HOSP-001-DEPT-ICU-kpi_006-20261220,HOSP-001,DEPT-ICU,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Intensive Care Unit,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,EP-HOSP-001-DEPT-MED-kpi_001-20260116,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,EP-HOSP-001-DEPT-MED-kpi_001-20260208,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,EP-HOSP-001-DEPT-MED-kpi_001-20260330,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,EP-HOSP-001-DEPT-MED-kpi_001-20260408,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,EP-HOSP-001-DEPT-MED-kpi_001-20260421,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,EP-HOSP-001-DEPT-MED-kpi_001-20260502,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,EP-HOSP-001-DEPT-MED-kpi_001-20260605,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,EP-HOSP-001-DEPT-MED-kpi_001-20260616,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,EP-HOSP-001-DEPT-MED-kpi_001-20260717,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,EP-HOSP-001-DEPT-MED-kpi_001-20260723,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,EP-HOSP-001-DEPT-MED-kpi_001-20260728,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,EP-HOSP-001-DEPT-MED-kpi_001-20260916,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,EP-HOSP-001-DEPT-MED-kpi_001-20261008,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,EP-HOSP-001-DEPT-MED-kpi_001-20261102,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,EP-HOSP-001-DEPT-MED-kpi_001-20261107,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,HOSP-001,DEPT-MED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Medical Ward,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,1.0,Active,Pending Management Review
