source_to_decision_trace_id,decision_package_id,trace_summary,source_phase_path,source_record_path,transformation_path,configuration_version_path,evidence_reference_path,lineage_reference_path,trace_status,trace_limitation,governance_note
TRC-2F8F6500,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ICU-kpi_006-20261117_hospital_HOSP-001_dept_DEPT-ICU,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-4174CAE4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ICU-kpi_006-20261126_hospital_HOSP-001_dept_DEPT-ICU,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-40D6606F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ICU-kpi_006-20261205_hospital_HOSP-001_dept_DEPT-ICU,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-41B78B2B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ICU-kpi_006-20261216_hospital_HOSP-001_dept_DEPT-ICU,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-CF08C87E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ICU-kpi_006-20261220_hospital_HOSP-001_dept_DEPT-ICU,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-32A76FFF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260116_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Complete,,Trace does not claim completed management decision
TRC-74D02E50,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260208_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Complete,,Trace does not claim completed management decision
TRC-CD8230FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260330_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Complete,,Trace does not claim completed management decision
TRC-E61D731A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260408_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Partial,Limited by readiness status: Requires Baseline Validation,Trace does not claim completed management decision
TRC-9A4DA4DF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260421_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Partial,Limited by readiness status: Requires Stakeholder Validation,Trace does not claim completed management decision
TRC-44C427FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260502_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Complete,,Trace does not claim completed management decision
TRC-34373F45,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260605_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Partial,Limited by readiness status: Requires Evidence Completion,Trace does not claim completed management decision
TRC-04A2F70B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260616_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Complete,,Trace does not claim completed management decision
TRC-1A9F03CE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260717_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Partial,Limited by readiness status: Requires Benefit Validation,Trace does not claim completed management decision
TRC-A0A979A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260723_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Partial,Limited by readiness status: Requires Stakeholder Validation,Trace does not claim completed management decision
TRC-199C6C76,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260728_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Complete,,Trace does not claim completed management decision
TRC-27993CF3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20260916_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Complete,,Trace does not claim completed management decision
TRC-D1AD6B29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20261008_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Partial,Limited by readiness status: Requires Stakeholder Validation,Trace does not claim completed management decision
TRC-69A95E03,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20261102_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Partial,Limited by readiness status: Requires Baseline Validation,Trace does not claim completed management decision
TRC-41672574,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20261107_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Partial,Limited by readiness status: Requires Additional Scenario Analysis,Trace does not claim completed management decision
TRC-27879337,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20261219_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Complete,,Trace does not claim completed management decision
TRC-BA895738,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_001-20261228_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Complete,,Trace does not claim completed management decision
TRC-C7F1FFAC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260128_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Complete,,Trace does not claim completed management decision
TRC-B9594F33,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260209_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Complete,,Trace does not claim completed management decision
TRC-E10BD296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260222_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Complete,,Trace does not claim completed management decision
TRC-A72D87E6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260322_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Partial,Limited by readiness status: Requires Baseline Validation,Trace does not claim completed management decision
TRC-D1D5519B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260403_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Partial,Limited by readiness status: Requires Baseline Validation,Trace does not claim completed management decision
TRC-43939B4D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260411_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Partial,Limited by readiness status: Requires Stakeholder Validation,Trace does not claim completed management decision
TRC-F502BC72,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260505_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Complete,,Trace does not claim completed management decision
TRC-4F3436AB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260601_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Complete,,Trace does not claim completed management decision
TRC-4495C3D8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-MED-kpi_002-20260608_hospital_HOSP-001_dept_DEPT-MED,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,LNP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Complete,,Trace does not claim completed management decision
