integrated_management_brief_id,decision_package_id,hospital_id,hospital_name,department_id,department_name,risk_tier,readiness_status,management_attention_level,urgency,primary_queue,scenario_summary_availability,financial_readiness,evidence_warning,action_queue_summary
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250323,HOSP-001,,DEPT-ED,Emergency Department,60.96,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250330,HOSP-001,,DEPT-ED,Emergency Department,57.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250412,HOSP-001,,DEPT-ED,Emergency Department,54.91,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250702,HOSP-001,,DEPT-ED,Emergency Department,77.48,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250712,HOSP-001,,DEPT-ED,Emergency Department,74.71,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250731,HOSP-001,,DEPT-ED,Emergency Department,66.5,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250805,HOSP-001,,DEPT-ED,Emergency Department,51.55,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250902,HOSP-001,,DEPT-ED,Emergency Department,52.39,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250909,HOSP-001,,DEPT-ED,Emergency Department,50.14,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250914,HOSP-001,,DEPT-ED,Emergency Department,57.33,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250921,HOSP-001,,DEPT-ED,Emergency Department,56.05,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251004,HOSP-001,,DEPT-ED,Emergency Department,58.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251111,HOSP-001,,DEPT-ED,Emergency Department,50.52,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251118,HOSP-001,,DEPT-ED,Emergency Department,53.71,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251129,HOSP-001,,DEPT-ED,Emergency Department,51.76,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251203,HOSP-001,,DEPT-ED,Emergency Department,56.82,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251210,HOSP-001,,DEPT-ED,Emergency Department,56.92,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251224,HOSP-001,,DEPT-ED,Emergency Department,58.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250106,HOSP-001,,DEPT-ICU,Intensive Care Unit,68.52,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250114,HOSP-001,,DEPT-ICU,Intensive Care Unit,55.33,Requires Evidence Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250211,HOSP-001,,DEPT-ICU,Intensive Care Unit,56.85,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250216,HOSP-001,,DEPT-ICU,Intensive Care Unit,82.23,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250323,HOSP-001,,DEPT-ICU,Intensive Care Unit,80.9,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250407,HOSP-001,,DEPT-ICU,Intensive Care Unit,58.46,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250426,HOSP-001,,DEPT-ICU,Intensive Care Unit,64.49,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250505,HOSP-001,,DEPT-ICU,Intensive Care Unit,94.8,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250513,HOSP-001,,DEPT-ICU,Intensive Care Unit,94.8,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250528,HOSP-001,,DEPT-ICU,Intensive Care Unit,51.83,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250612,HOSP-001,,DEPT-ICU,Intensive Care Unit,42.35,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250707,HOSP-001,,DEPT-ICU,Intensive Care Unit,43.97,Requires Evidence Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250801,HOSP-001,,DEPT-ICU,Intensive Care Unit,77.63,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250830,HOSP-001,,DEPT-ICU,Intensive Care Unit,81.38,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250914,HOSP-001,,DEPT-ICU,Intensive Care Unit,81.97,Requires Budget Data,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250922,HOSP-001,,DEPT-ICU,Intensive Care Unit,78.44,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251105,HOSP-001,,DEPT-ICU,Intensive Care Unit,53.41,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251111,HOSP-001,,DEPT-ICU,Intensive Care Unit,57.71,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251130,HOSP-001,,DEPT-ICU,Intensive Care Unit,59.36,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251227,HOSP-001,,DEPT-ICU,Intensive Care Unit,65.48,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250109,HOSP-001,,DEPT-ICU,Intensive Care Unit,66.71,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250126,HOSP-001,,DEPT-ICU,Intensive Care Unit,64.86,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250219,HOSP-001,,DEPT-ICU,Intensive Care Unit,51.31,Requires Lineage Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250227,HOSP-001,,DEPT-ICU,Intensive Care Unit,61.38,Requires Stakeholder Validation,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250305,HOSP-001,,DEPT-ICU,Intensive Care Unit,53.21,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250315,HOSP-001,,DEPT-ICU,Intensive Care Unit,55.89,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250406,HOSP-001,,DEPT-ICU,Intensive Care Unit,86.53,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250422,HOSP-001,,DEPT-ICU,Intensive Care Unit,61.72,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250429,HOSP-001,,DEPT-ICU,Intensive Care Unit,82.84,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250522,HOSP-001,,DEPT-ICU,Intensive Care Unit,69.88,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250530,HOSP-001,,DEPT-ICU,Intensive Care Unit,58.26,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250615,HOSP-001,,DEPT-ICU,Intensive Care Unit,43.62,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250630,HOSP-001,,DEPT-ICU,Intensive Care Unit,100.0,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250718,HOSP-001,,DEPT-ICU,Intensive Care Unit,69.38,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250818,HOSP-001,,DEPT-ICU,Intensive Care Unit,64.64,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250911,HOSP-001,,DEPT-ICU,Intensive Care Unit,58.93,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251014,HOSP-001,,DEPT-ICU,Intensive Care Unit,67.41,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251019,HOSP-001,,DEPT-ICU,Intensive Care Unit,58.68,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251026,HOSP-001,,DEPT-ICU,Intensive Care Unit,86.53,Requires Additional Scenario Analysis,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251118,HOSP-001,,DEPT-ICU,Intensive Care Unit,66.54,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251129,HOSP-001,,DEPT-ICU,Intensive Care Unit,91.67,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251207,HOSP-001,,DEPT-ICU,Intensive Care Unit,61.23,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251213,HOSP-001,,DEPT-ICU,Intensive Care Unit,60.6,Requires Baseline Validation,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251217,HOSP-001,,DEPT-ICU,Intensive Care Unit,69.31,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251231,HOSP-001,,DEPT-ICU,Intensive Care Unit,53.86,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250107,HOSP-001,,DEPT-ICU,Intensive Care Unit,39.81,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250121,HOSP-001,,DEPT-ICU,Intensive Care Unit,36.08,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250128,HOSP-001,,DEPT-ICU,Intensive Care Unit,36.77,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250202,HOSP-001,,DEPT-ICU,Intensive Care Unit,35.91,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250208,HOSP-001,,DEPT-ICU,Intensive Care Unit,40.26,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250218,HOSP-001,,DEPT-ICU,Intensive Care Unit,40.62,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250307,HOSP-001,,DEPT-ICU,Intensive Care Unit,38.87,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250322,HOSP-001,,DEPT-ICU,Intensive Care Unit,38.87,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250326,HOSP-001,,DEPT-ICU,Intensive Care Unit,44.46,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250415,HOSP-001,,DEPT-ICU,Intensive Care Unit,74.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250428,HOSP-001,,DEPT-ICU,Intensive Care Unit,38.78,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250527,HOSP-001,,DEPT-ICU,Intensive Care Unit,70.28,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250604,HOSP-001,,DEPT-ICU,Intensive Care Unit,79.64,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250620,HOSP-001,,DEPT-ICU,Intensive Care Unit,84.33,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250708,HOSP-001,,DEPT-ICU,Intensive Care Unit,84.33,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250804,HOSP-001,,DEPT-ICU,Intensive Care Unit,37.67,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250821,HOSP-001,,DEPT-ICU,Intensive Care Unit,36.72,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250828,HOSP-001,,DEPT-ICU,Intensive Care Unit,42.47,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250901,HOSP-001,,DEPT-ICU,Intensive Care Unit,36.78,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250912,HOSP-001,,DEPT-ICU,Intensive Care Unit,37.67,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250926,HOSP-001,,DEPT-ICU,Intensive Care Unit,38.15,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251001,HOSP-001,,DEPT-ICU,Intensive Care Unit,36.72,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251007,HOSP-001,,DEPT-ICU,Intensive Care Unit,37.91,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251020,HOSP-001,,DEPT-ICU,Intensive Care Unit,38.87,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251025,HOSP-001,,DEPT-ICU,Intensive Care Unit,41.51,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251101,HOSP-001,,DEPT-ICU,Intensive Care Unit,41.27,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251109,HOSP-001,,DEPT-ICU,Intensive Care Unit,37.39,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251125,HOSP-001,,DEPT-ICU,Intensive Care Unit,37.91,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251202,HOSP-001,,DEPT-ICU,Intensive Care Unit,41.66,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251211,HOSP-001,,DEPT-ICU,Intensive Care Unit,35.3,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251215,HOSP-001,,DEPT-ICU,Intensive Care Unit,39.87,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251219,HOSP-001,,DEPT-ICU,Intensive Care Unit,37.39,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251224,HOSP-001,,DEPT-ICU,Intensive Care Unit,36.8,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250215,HOSP-001,,DEPT-ICU,Intensive Care Unit,63.34,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250403,HOSP-001,,DEPT-ICU,Intensive Care Unit,61.84,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250411,HOSP-001,,DEPT-ICU,Intensive Care Unit,75.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250509,HOSP-001,,DEPT-ICU,Intensive Care Unit,56.25,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250515,HOSP-001,,DEPT-ICU,Intensive Care Unit,52.01,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250603,HOSP-001,,DEPT-ICU,Intensive Care Unit,61.58,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250619,HOSP-001,,DEPT-ICU,Intensive Care Unit,55.4,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250623,HOSP-001,,DEPT-ICU,Intensive Care Unit,83.31,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250628,HOSP-001,,DEPT-ICU,Intensive Care Unit,83.75,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250716,HOSP-001,,DEPT-ICU,Intensive Care Unit,79.94,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250725,HOSP-001,,DEPT-ICU,Intensive Care Unit,93.09,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250730,HOSP-001,,DEPT-ICU,Intensive Care Unit,62.57,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250809,HOSP-001,,DEPT-ICU,Intensive Care Unit,56.08,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250824,HOSP-001,,DEPT-ICU,Intensive Care Unit,60.27,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250903,HOSP-001,,DEPT-ICU,Intensive Care Unit,45.68,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250910,HOSP-001,,DEPT-ICU,Intensive Care Unit,39.05,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
