integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,approval_status,brief_title,executive_headline,current_issue_summary,why_it_matters,representative_recommendation,immediate_action_option,near_term_action_option,preventive_action_option,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,displacement_risk,estimated_scenario_cost,estimated_financial_benefit,estimated_net_financial_impact,lower_financial_estimate,central_financial_estimate,upper_financial_estimate,financial_confidence,affordability_status,main_blocking_condition,top_secondary_conditions,failed_gates,required_resolution,primary_permitted_action,secondary_permitted_actions,escalation_status,monitoring_required,top_management_questions,blocking_question_count,causality_status,provisional_warning,contradiction_warning,evidence_completeness_status,lineage_completeness_status,future_audit_status,display_colour,display_icon,display_priority
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Intensive Care Unit Patient Satisfaction Score Attention,Intensive Care Unit is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,Medical Ward,Staffing Level,,,Conditional Review,Requires Baseline Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Baseline,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,Medical Ward,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,Medical Ward,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,Baseline value: 82.35294117647058,Estimated impact: 11.764705882352942%,Estimated impact: 17.64705882352942%,Estimated impact: 17.64705882352942%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,Medical Ward,Staffing Level,,,Conditional Review,Requires Evidence Completion,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Evidence Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,Medical Ward,Staffing Level,,,Conditional Review,Requires Benefit Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Benefit Assumptions,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,Medical Ward,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,Medical Ward,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,Baseline value: 85.51645658263305,Estimated impact: 12.17585110967464%,Estimated impact: 14.483543417366946%,Estimated impact: 14.483543417366946%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,Medical Ward,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,Medical Ward,Staffing Level,,,Conditional Review,Requires Baseline Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Baseline,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,Medical Ward,Staffing Level,,,Conditional Review,Requires Additional Scenario Analysis,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Additional Scenario,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staffing Level Attention,Medical Ward is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Baseline,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Baseline,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 20.833333333333336,Estimated impact: -9.999999999999991%,Estimated impact: -20.000000000000004%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 25.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Evidence Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Evidence Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Pending Management Review,Integrated Management Brief: Medical Ward Staff Absenteeism Rate Attention,Medical Ward is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Lineage Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
