monitoring_action_id,decision_action_routing_id,decision_package_id,monitoring_required,monitoring_kpi,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,responsible_role,reporting_requirement,current_status,governance_note
MON-12E99352,DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0697BEB1,DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E5BDCEE6,DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-907B2362,DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1E86CED7,DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FB0E4186,DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B018715C,DAR-49AC462B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F42D1C79,DAR-24B44514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-35E20C37,DAR-0CD46927,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-8B8DF000,DAR-01347A85,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-790E47A1,DAR-832A6985,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-8A7D71D9,DAR-61AD89AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-E9424484,DAR-CD63524D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-80FE032E,DAR-14887707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-D46EC8BF,DAR-47B56421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,False,Average Patient Waiting Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-27A5511D,DAR-339F0BBB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FC27AE30,DAR-E1C625E5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,True,Average Patient Waiting Time,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6895ADFD,DAR-65BDDDF7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-92EB7285,DAR-C211BF75,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-ABACED4E,DAR-EFCD8144,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E4DFCE92,DAR-B4576CA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-68E29638,DAR-16F53E03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-15EB3A95,DAR-5F5E8A92,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F578B003,DAR-4E8EAFD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4939E339,DAR-0B4B5A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,True,Patient Complaint Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-685064FC,DAR-43B6DB98,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-90218B46,DAR-66CE9BE2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1ABAB41E,DAR-229F792C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BCF117F7,DAR-253443A3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-738493DE,DAR-E81A008F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F48AEF7F,DAR-38B19406,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1E276E85,DAR-72D49F6A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-640C98C9,DAR-2216A943,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E4B7FC4F,DAR-70D964BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7C838EB3,DAR-874C02AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4416F00E,DAR-ECB93E7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EC965F34,DAR-9E1146B7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EE595021,DAR-C37629BD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8DD3D585,DAR-058EDE83,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-85DEEF22,DAR-16529290,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-ACCD6077,DAR-81BFB53F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6596351A,DAR-0D14F1CE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E19C9D96,DAR-9A82C15C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-57D29976,DAR-B15AE9BF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F864AFDA,DAR-23903C67,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E2916BA8,DAR-A4CCDD3C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3E456493,DAR-06E98000,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-61D94C69,DAR-3B804E65,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-F1F54258,DAR-1515F471,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8F28C593,DAR-DB98CDBA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-373F846A,DAR-E2774DBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DFD961D1,DAR-A5116054,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3B2CC4D9,DAR-BF35B5D8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-78F8BFDF,DAR-59AC99F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-ABB1D8B0,DAR-D4561A14,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-B7934EB4,DAR-464F7DE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-560BD203,DAR-C93AEC4F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0E5B6FFB,DAR-A5CDD6AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-FB2F2C6B,DAR-55B09005,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-3DFACEC3,DAR-FEC108F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A02394A9,DAR-FF5F6430,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-44CAE660,DAR-83301395,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A9B723E7,DAR-8F58D4A6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-22F43009,DAR-CD88FFF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DCC91A69,DAR-45B20F4B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-31A870E8,DAR-1F3A5A77,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-374DC0AC,DAR-49CFA213,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-3D7C44E1,DAR-B79D3655,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F1F4B529,DAR-EB6DB77C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-59744012,DAR-442626F9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-AB83067D,DAR-25A87F40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-659A040B,DAR-0C80B3B9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C77CCB40,DAR-C6A64134,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-009BD74E,DAR-A868B0DA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-15549FCC,DAR-F11DE477,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D295473D,DAR-D9E9EB84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1E381B49,DAR-54818B2B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5206ECAC,DAR-634B8635,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-005D172A,DAR-F0343E73,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-958F065D,DAR-D4B73CC3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-21355FF5,DAR-2CF0B258,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-60AEC1AB,DAR-8578D8D0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-061F98F0,DAR-A8841B38,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-2587EE57,DAR-4B192EFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-AB748409,DAR-3AF15BF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-17D33F8E,DAR-C2B5BAD4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-BE4652F9,DAR-EE7F041C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-B0DD5A8F,DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E1957FCA,DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-6D66E820,DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-4890A7DE,DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-86F8C250,DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2E09EBC9,DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-17CA2F26,DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-88B68024,DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-81F91DE6,DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D9781307,DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BCE9FC8C,DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
