integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,primary_permitted_action,main_blocking_condition,top_management_questions,central_financial_estimate,financial_confidence,evidence_completeness_status,lineage_completeness_status,approval_status
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,,Emergency Department,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,,Intensive Care Unit,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Budget Data,Provide Budget Information,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,,Intensive Care Unit,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,,Intensive Care Unit,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,,Intensive Care Unit,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,,Intensive Care Unit,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,,Intensive Care Unit,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,,Intensive Care Unit,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,,Intensive Care Unit,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Additional Scenario Analysis,Request Additional Scenario,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,,Intensive Care Unit,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,,Intensive Care Unit,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,,Intensive Care Unit,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
