decision_evidence_profile_id,decision_action_routing_id,decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,department_id,final_readiness_status,primary_action_id,primary_queue,approval_status,causality_status,governance_note
EVP-C7CAAB4A,DAR-918FAC8C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,EP-HOSP-001-DEPT-MED-kpi_001-20260208,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-D9A1F3FF,DAR-221FF377,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,EP-HOSP-001-DEPT-MED-kpi_001-20260330,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-5721FA79,DAR-E605D8D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,EP-HOSP-001-DEPT-MED-kpi_001-20260408,HOSP-001,DEPT-MED,Requires Baseline Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-C6618C87,DAR-0ED11F75,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,EP-HOSP-001-DEPT-MED-kpi_001-20260421,HOSP-001,DEPT-MED,Requires Stakeholder Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-EFFBDBA4,DAR-7748164D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,EP-HOSP-001-DEPT-MED-kpi_001-20260502,HOSP-001,DEPT-MED,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-C9E0ACEE,DAR-64F562FC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,EP-HOSP-001-DEPT-MED-kpi_001-20260605,HOSP-001,DEPT-MED,Requires Evidence Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-A131420D,DAR-B6FBC309,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,EP-HOSP-001-DEPT-MED-kpi_001-20260616,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-854BEF7C,DAR-49076815,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,EP-HOSP-001-DEPT-MED-kpi_001-20260717,HOSP-001,DEPT-MED,Requires Benefit Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-43DEF5B3,DAR-D32ECEA5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,EP-HOSP-001-DEPT-MED-kpi_001-20260723,HOSP-001,DEPT-MED,Requires Stakeholder Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-EF88F219,DAR-4841C122,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,EP-HOSP-001-DEPT-MED-kpi_001-20260728,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-FE9C1DA8,DAR-E8FC8FC4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,EP-HOSP-001-DEPT-MED-kpi_001-20260916,HOSP-001,DEPT-MED,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-87335546,DAR-5312D8A3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,EP-HOSP-001-DEPT-MED-kpi_001-20261008,HOSP-001,DEPT-MED,Requires Stakeholder Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-EBE02D8B,DAR-B40F0EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,EP-HOSP-001-DEPT-MED-kpi_001-20261102,HOSP-001,DEPT-MED,Requires Baseline Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-5B971D3E,DAR-8679C0B3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,EP-HOSP-001-DEPT-MED-kpi_001-20261107,HOSP-001,DEPT-MED,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-6F693D85,DAR-CCEFDA12,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-86904104,DAR-8277BFFC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F5D27E1A,DAR-B9C2DFDF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-91222802,DAR-D41A78A2,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,HOSP-001,DEPT-MED,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F5CE9BCC,DAR-D4AF6D63,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-47E655F5,DAR-AFC76DD5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,HOSP-001,DEPT-MED,Requires Baseline Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1165A583,DAR-7D935A78,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,HOSP-001,DEPT-MED,Requires Baseline Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-B581FB3B,DAR-085E4166,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,HOSP-001,DEPT-MED,Requires Stakeholder Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-B5DF9000,DAR-08BDB08D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,HOSP-001,DEPT-MED,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-A1874D73,DAR-750EDF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,HOSP-001,DEPT-MED,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1118C57D,DAR-28D2D301,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-2923F150,DAR-E04E13D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-61532C8B,DAR-3F5F7FE6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,HOSP-001,DEPT-MED,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F24D9634,DAR-4343723C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,HOSP-001,DEPT-MED,Requires Evidence Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-53E418AA,DAR-83E86EF6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,HOSP-001,DEPT-MED,Requires Evidence Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-80688FEB,DAR-E44AEB29,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,HOSP-001,DEPT-MED,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-6C7DB01B,DAR-9BFF5838,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,HOSP-001,DEPT-MED,Requires Lineage Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1A34500E,DAR-B5ED7C2C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,EP-HOSP-001-DEPT-MED-kpi_003-20260405,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-0194871D,DAR-A0AB822C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,EP-HOSP-001-DEPT-MED-kpi_003-20260412,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-B8FE0968,DAR-CAEE9730,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,EP-HOSP-001-DEPT-MED-kpi_003-20260429,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1257C9E3,DAR-BF840961,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,EP-HOSP-001-DEPT-MED-kpi_003-20260506,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-A6D72733,DAR-0A64507D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,EP-HOSP-001-DEPT-MED-kpi_003-20260510,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-EFAC1838,DAR-9B80F7C6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,EP-HOSP-001-DEPT-MED-kpi_003-20260519,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1EBCEBC3,DAR-23D5D874,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,EP-HOSP-001-DEPT-MED-kpi_003-20260527,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-D837456F,DAR-6E63C959,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,EP-HOSP-001-DEPT-MED-kpi_003-20260621,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-BAC52ABE,DAR-E9BD62E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,EP-HOSP-001-DEPT-MED-kpi_003-20260626,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F27C1451,DAR-ACE02453,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,EP-HOSP-001-DEPT-MED-kpi_003-20260704,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-57166225,DAR-F501B1EC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,EP-HOSP-001-DEPT-MED-kpi_003-20260711,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-C185D3D0,DAR-ABB8588C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,EP-HOSP-001-DEPT-MED-kpi_003-20260715,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-687D1CD0,DAR-3DA7AA0E,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,EP-HOSP-001-DEPT-MED-kpi_003-20260722,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-89FA47C5,DAR-55D93A86,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,EP-HOSP-001-DEPT-MED-kpi_003-20260731,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-32F60F68,DAR-271C04DC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,EP-HOSP-001-DEPT-MED-kpi_006-20260224,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-0E4F88B7,DAR-A679E660,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,EP-HOSP-001-DEPT-MED-kpi_006-20260313,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1D23B515,DAR-5F3D529C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,EP-HOSP-001-DEPT-MED-kpi_006-20260410,HOSP-001,DEPT-MED,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
