action_evidence_id,decision_action_routing_id,decision_readiness_id,evidence_type,evidence_description,evidence_status,source_phase,reconciliation_status,governance_note
AEV-3AF4F96B,DAR-E760C1BD,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A80CC8DE,DAR-5666C2FE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-884C8A86,DAR-FE4BEED2,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5F18B6AB,DAR-FA48EE25,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E4039AC2,DAR-A54F1C46,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-80196B49,DAR-E9A79A09,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2F3ACA99,DAR-405F62F0,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E719664D,DAR-4881A844,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CBA9B467,DAR-E1B65DF8,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3A8E92C0,DAR-7EA8C5F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-63FA58E7,DAR-A4772225,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-60A21290,DAR-F857BB12,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3D5728B9,DAR-9C0116DB,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DA62D4E5,DAR-91E73187,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-74999B0D,DAR-42ECE7B2,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0F1A06E3,DAR-AD1F47AE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-87DF28E9,DAR-FE9A11DB,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3C8DF260,DAR-5CB86B57,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0E75A18F,DAR-3945D05F,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F9DCEA3F,DAR-230E6257,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7B8223CD,DAR-BDACF543,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-773F85F9,DAR-2C12C57C,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C805FAAD,DAR-942A5D94,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-188B277C,DAR-257DA3D5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-17611C3C,DAR-43AF3329,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B98E487A,DAR-AE66E7D4,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8ED2809C,DAR-4F29CA80,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0748FEDC,DAR-D907246E,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-303F946C,DAR-B34ED18D,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-04129BD0,DAR-DB446FFA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A81E0ADE,DAR-7B683739,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-76C6517B,DAR-01BC7F88,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D6D87286,DAR-261F58D6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D80E3C04,DAR-B4E4F0EC,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7EAA4F1B,DAR-96805EF5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B8C87F8A,DAR-1C08A3A4,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F348D54C,DAR-0ACE79DD,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-01317369,DAR-E34A6E17,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FB00AAC3,DAR-62C93CCD,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B49C1538,DAR-4987729E,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-047BEE0C,DAR-2ADFF6B3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E0BCB946,DAR-26705AC5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D1791633,DAR-0BBE09FC,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5F056F99,DAR-2D9B3621,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-34262757,DAR-AB4009FA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5CFF97C5,DAR-3C74B5C5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EC377FEB,DAR-5F51FB89,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FFC66E01,DAR-79771E48,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AEDD3DF2,DAR-F8B73CA9,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7D35E389,DAR-E7431B6F,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-07CACF1A,DAR-22438797,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9FAE5159,DAR-918FAC8C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-51B94E6C,DAR-221FF377,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7DB84DE6,DAR-E605D8D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-202FBBF1,DAR-0ED11F75,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F2E97EE7,DAR-7748164D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2BE92A2C,DAR-64F562FC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-17BD2282,DAR-B6FBC309,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BFE94374,DAR-49076815,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F34EC672,DAR-D32ECEA5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-96146C44,DAR-4841C122,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D0DAB1B6,DAR-E8FC8FC4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AB1B7F09,DAR-5312D8A3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AFF33A51,DAR-B40F0EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4E7481F2,DAR-8679C0B3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-420CA7A3,DAR-CCEFDA12,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-38417979,DAR-8277BFFC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-69F393E9,DAR-B9C2DFDF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D9508B53,DAR-D41A78A2,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-64DA4D56,DAR-D4AF6D63,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C03EA40A,DAR-AFC76DD5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A2EF72F9,DAR-7D935A78,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5E9951E8,DAR-085E4166,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5F43196D,DAR-08BDB08D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4D04D258,DAR-750EDF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EA554D4B,DAR-28D2D301,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-38083CAF,DAR-E04E13D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D705B3C7,DAR-3F5F7FE6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-19ABEEFF,DAR-4343723C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-88CF515B,DAR-83E86EF6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CF495E3C,DAR-E44AEB29,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3E70CFAD,DAR-9BFF5838,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F15139E7,DAR-B5ED7C2C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1D9C46A8,DAR-A0AB822C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E8329035,DAR-CAEE9730,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0FA207F6,DAR-BF840961,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7990015E,DAR-0A64507D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C301D818,DAR-9B80F7C6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-06359616,DAR-23D5D874,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1DE778A6,DAR-6E63C959,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-715851FF,DAR-E9BD62E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EC9B66C2,DAR-ACE02453,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C36CAE9E,DAR-F501B1EC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-39F97DE7,DAR-ABB8588C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-30FA125C,DAR-3DA7AA0E,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EF7A7543,DAR-55D93A86,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2CB68F41,DAR-271C04DC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1E4F0A67,DAR-A679E660,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-37BAA3ED,DAR-5F3D529C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9051BF85,DAR-CE6447FF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-380E3F41,DAR-C714F76B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AA39D4B9,DAR-9BF095C5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-61CFCF7B,DAR-0F9CBF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6056FE31,DAR-ABC6B02B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-72648F54,DAR-FBE8834F,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A99D99DB,DAR-669416D0,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D45CD36E,DAR-04016886,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-575FA377,DAR-C1718EA0,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-917B4124,DAR-AA4FB234,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1A8652B2,DAR-DD7260E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1DDB144F,DAR-9ABA22BF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2590F49D,DAR-3FEB44CC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-174F3746,DAR-151A4D5B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-32E686FD,DAR-772B508D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AB140BE1,DAR-DAEF5320,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F6091270,DAR-88D7219F,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7117ED2E,DAR-EC9FF5B4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C886ACA4,DAR-8CE27755,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A69483A8,DAR-CD119622,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-31F033CF,DAR-2A10F2BD,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1FD600E3,DAR-709F8738,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-302BC00C,DAR-2D83F753,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-06D39687,DAR-CD223EA3,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9AF17947,DAR-607EF7DD,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E6072574,DAR-E185A2D3,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EFE2A237,DAR-EDC9CDBA,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-77CDF04A,DAR-A7576593,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-04315580,DAR-83045F60,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CE185441,DAR-2693D786,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-86D63036,DAR-44A1869D,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F4195050,DAR-4E924C75,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3E80798C,DAR-C0047D29,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CA610D4F,DAR-4A4831A3,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-765AB2C3,DAR-CE116C97,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B2C4B2C7,DAR-A531B511,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-62E07668,DAR-F3DD26A0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-704C0955,DAR-E9ADAC44,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-173B1540,DAR-768884EE,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D6FCFD21,DAR-5462F0CF,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7E453DDD,DAR-94C1E348,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7B782B01,DAR-2CA720DF,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F0508C74,DAR-45744F6E,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B39BA571,DAR-6BEAC2FB,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-81EADC2D,DAR-2FA00D42,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FD5C242A,DAR-579843BD,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-821F82D1,DAR-CFD7E5D6,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-11162299,DAR-A80678B9,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7FDEB53A,DAR-9D173217,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
