version_control_id,governed_object_type,governed_object_id,current_version,previous_version,version_status,effective_timestamp,created_by_role,source_manifest,checksum,immutable_flag,superseded_flag,correction_reason,future_update_rule,governance_note
VER-6B7AB014,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1B3B0593,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1DA8ABAF,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-913EA197,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-42C5067D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-09E61E3A,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8795D7E8,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D397B23C,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-38006D6C,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-02CEFB34,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4B459E19,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-CBFD0F5A,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D5909EB8,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8414E114,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0E3C044C,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6F9E905D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4F39AF29,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-E792034A,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2A2A7DE1,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-EED55464,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-CAF62F9E,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F0BD5415,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F123B57E,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3C4492D6,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-412634BA,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BCB78274,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8B1385B2,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B03DA629,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-DB7485FB,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-DAEBD03E,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4A50D25D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-FBC5025B,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-96459D6A,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6EEE94FA,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-966F67C7,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-015EB697,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-20527B0F,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-52CB7A72,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-DD1CDEB3,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-85D1098B,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B3BF6A75,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6BD9A9F5,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-FCB249C2,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1EED4553,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BFAB61E3,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-713C7B49,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F209E21D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2D75D40D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-AD671929,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-245FC72B,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0C83B143,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8E1A84A4,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7BE72D0E,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F13FB5CF,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-C3DDF9FB,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5BE3EC33,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1F3B3A3F,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-CB7119CE,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-24319900,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4AE06BFB,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6E9F0E54,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-52F58893,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2FD303F5,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9F7E4C75,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5E81BAB4,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-634EF87F,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-40072E10,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7F414A2E,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-ED2F7C74,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-58E18046,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-CC109C88,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-48584677,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-83E40643,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7F330856,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-27B0DBAA,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-86D808BA,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8237B721,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-19B52E48,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9D8C5AF4,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9148EC65,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B39D25D2,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A42F3BA9,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F617A8CC,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8608B959,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-439C0E25,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6A618497,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8840BAFC,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4E8C0D18,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7E5BA10D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-47652631,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4AE4E397,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A80CBBDC,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B3C38434,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2933A26B,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4AAE76E1,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-283E847E,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6BEE966F,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BCDF2EF4,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-37BC57E6,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BA44EBC3,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3931C7C2,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1AAB7550,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6444AACF,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-44A9A4D7,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5D036AA7,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4AD2ADE7,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-42FA59CE,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9DD583CF,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A6D0BB33,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1B9BDBF5,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-E6C44EFA,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3C298E3C,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-862CBA1D,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6A534F78,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-E93CE6B6,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-80D2C897,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8FE700C0,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-46842B8A,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-711CF837,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D48960D2,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9008D3A9,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7885781C,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8B1BCFA9,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-03D4A813,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D9521E6F,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9ABA1EA5,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8BF6ABFA,Decision Readiness,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
