integrated_management_brief_id,decision_package_id,decision_evidence_profile_id,evidence_completeness_status,evidence_coverage_pct,critical_missing_evidence_count,governance_note
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,EVP-4ADFA97D,Complete,100.0,0,Brief evidence cross-reference
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,EVP-66273DED,Complete,100.0,0,Brief evidence cross-reference
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,EVP-6B6640D0,Complete,100.0,0,Brief evidence cross-reference
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,EVP-C7CAAB4A,Complete,100.0,0,Brief evidence cross-reference
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,EVP-D9A1F3FF,Complete,100.0,0,Brief evidence cross-reference
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,EVP-5721FA79,Complete,100.0,0,Brief evidence cross-reference
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,EVP-C6618C87,Complete,100.0,0,Brief evidence cross-reference
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,EVP-EFFBDBA4,Complete,100.0,0,Brief evidence cross-reference
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,EVP-C9E0ACEE,Complete,100.0,0,Brief evidence cross-reference
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,EVP-A131420D,Complete,100.0,0,Brief evidence cross-reference
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,EVP-854BEF7C,Complete,100.0,0,Brief evidence cross-reference
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,EVP-43DEF5B3,Complete,100.0,0,Brief evidence cross-reference
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,EVP-EF88F219,Complete,100.0,0,Brief evidence cross-reference
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,EVP-FE9C1DA8,Complete,100.0,0,Brief evidence cross-reference
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,EVP-87335546,Complete,100.0,0,Brief evidence cross-reference
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,EVP-EBE02D8B,Complete,100.0,0,Brief evidence cross-reference
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,EVP-5B971D3E,Complete,100.0,0,Brief evidence cross-reference
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EVP-6F693D85,Complete,100.0,0,Brief evidence cross-reference
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EVP-86904104,Complete,100.0,0,Brief evidence cross-reference
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EVP-F5D27E1A,Complete,100.0,0,Brief evidence cross-reference
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EVP-91222802,Complete,100.0,0,Brief evidence cross-reference
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EVP-F5CE9BCC,Complete,100.0,0,Brief evidence cross-reference
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EVP-47E655F5,Complete,100.0,0,Brief evidence cross-reference
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EVP-1165A583,Complete,100.0,0,Brief evidence cross-reference
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EVP-B581FB3B,Complete,100.0,0,Brief evidence cross-reference
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EVP-B5DF9000,Complete,100.0,0,Brief evidence cross-reference
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EVP-A1874D73,Complete,100.0,0,Brief evidence cross-reference
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EVP-1118C57D,Complete,100.0,0,Brief evidence cross-reference
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EVP-2923F150,Complete,100.0,0,Brief evidence cross-reference
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EVP-61532C8B,Complete,100.0,0,Brief evidence cross-reference
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EVP-F24D9634,Complete,100.0,0,Brief evidence cross-reference
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EVP-53E418AA,Complete,100.0,0,Brief evidence cross-reference
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EVP-80688FEB,Complete,100.0,0,Brief evidence cross-reference
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EVP-6C7DB01B,Complete,100.0,0,Brief evidence cross-reference
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,EVP-1A34500E,Complete,100.0,0,Brief evidence cross-reference
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,EVP-0194871D,Complete,100.0,0,Brief evidence cross-reference
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,EVP-B8FE0968,Complete,100.0,0,Brief evidence cross-reference
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,EVP-1257C9E3,Complete,100.0,0,Brief evidence cross-reference
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,EVP-A6D72733,Complete,100.0,0,Brief evidence cross-reference
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,EVP-EFAC1838,Complete,100.0,0,Brief evidence cross-reference
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,EVP-1EBCEBC3,Complete,100.0,0,Brief evidence cross-reference
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,EVP-D837456F,Complete,100.0,0,Brief evidence cross-reference
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,EVP-BAC52ABE,Complete,100.0,0,Brief evidence cross-reference
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,EVP-F27C1451,Complete,100.0,0,Brief evidence cross-reference
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,EVP-57166225,Complete,100.0,0,Brief evidence cross-reference
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,EVP-C185D3D0,Complete,100.0,0,Brief evidence cross-reference
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,EVP-687D1CD0,Complete,100.0,0,Brief evidence cross-reference
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,EVP-89FA47C5,Complete,100.0,0,Brief evidence cross-reference
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,EVP-32F60F68,Complete,100.0,0,Brief evidence cross-reference
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,EVP-0E4F88B7,Complete,100.0,0,Brief evidence cross-reference
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,EVP-1D23B515,Complete,100.0,0,Brief evidence cross-reference
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,EVP-7986E15D,Complete,100.0,0,Brief evidence cross-reference
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,EVP-15880374,Complete,100.0,0,Brief evidence cross-reference
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,EVP-3365D27F,Complete,100.0,0,Brief evidence cross-reference
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,EVP-B41360B7,Complete,100.0,0,Brief evidence cross-reference
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,EVP-C41320C7,Complete,100.0,0,Brief evidence cross-reference
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,EVP-98ADB005,Complete,100.0,0,Brief evidence cross-reference
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,EVP-3CED2CC1,Complete,100.0,0,Brief evidence cross-reference
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,EVP-F613062D,Complete,100.0,0,Brief evidence cross-reference
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,EVP-AF5DF3A7,Complete,100.0,0,Brief evidence cross-reference
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,EVP-7D2E443B,Complete,100.0,0,Brief evidence cross-reference
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,EVP-CFEA059B,Complete,100.0,0,Brief evidence cross-reference
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,EVP-54BED5AA,Complete,100.0,0,Brief evidence cross-reference
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,EVP-517580A1,Complete,100.0,0,Brief evidence cross-reference
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,EVP-A1431B39,Complete,100.0,0,Brief evidence cross-reference
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,EVP-B32FD7AC,Complete,100.0,0,Brief evidence cross-reference
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,EVP-81A24AC2,Complete,100.0,0,Brief evidence cross-reference
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,EVP-CCEE44BE,Complete,100.0,0,Brief evidence cross-reference
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,EVP-583E90A6,Complete,100.0,0,Brief evidence cross-reference
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,EVP-68C4DD7C,Complete,100.0,0,Brief evidence cross-reference
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,EVP-841714B6,Complete,100.0,0,Brief evidence cross-reference
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,EVP-5CA12BB8,Complete,100.0,0,Brief evidence cross-reference
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,EVP-D6D90F9F,Complete,100.0,0,Brief evidence cross-reference
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,EVP-99459E32,Complete,100.0,0,Brief evidence cross-reference
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,EVP-83C26C4F,Complete,100.0,0,Brief evidence cross-reference
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EVP-556F7E3C,Complete,100.0,0,Brief evidence cross-reference
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EVP-E53C513D,Complete,100.0,0,Brief evidence cross-reference
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EVP-29F0D522,Complete,100.0,0,Brief evidence cross-reference
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EVP-5578B49F,Complete,100.0,0,Brief evidence cross-reference
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EVP-1D432A42,Complete,100.0,0,Brief evidence cross-reference
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EVP-049363C5,Complete,100.0,0,Brief evidence cross-reference
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EVP-BBD34CEB,Complete,100.0,0,Brief evidence cross-reference
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EVP-049C3421,Complete,100.0,0,Brief evidence cross-reference
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EVP-0CB44AC1,Complete,100.0,0,Brief evidence cross-reference
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,EVP-D0F5602C,Complete,100.0,0,Brief evidence cross-reference
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,EVP-97854814,Complete,100.0,0,Brief evidence cross-reference
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,EVP-C2C71C2F,Complete,100.0,0,Brief evidence cross-reference
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,EVP-2E595FC9,Complete,100.0,0,Brief evidence cross-reference
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,EVP-6D6E9122,Complete,100.0,0,Brief evidence cross-reference
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,EVP-92180D55,Complete,100.0,0,Brief evidence cross-reference
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,EVP-3348A019,Complete,100.0,0,Brief evidence cross-reference
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,EVP-19F19333,Complete,100.0,0,Brief evidence cross-reference
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,EVP-39274C23,Complete,100.0,0,Brief evidence cross-reference
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,EVP-7CBC18D1,Complete,100.0,0,Brief evidence cross-reference
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,EVP-0FB1D8C6,Complete,100.0,0,Brief evidence cross-reference
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,EVP-4DE56F63,Complete,100.0,0,Brief evidence cross-reference
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,EVP-AB363882,Complete,100.0,0,Brief evidence cross-reference
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,EVP-D12FD123,Complete,100.0,0,Brief evidence cross-reference
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,EVP-B300ED4D,Complete,100.0,0,Brief evidence cross-reference
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,EVP-CDB2AAB2,Complete,100.0,0,Brief evidence cross-reference
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,EVP-509F1C33,Complete,100.0,0,Brief evidence cross-reference
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,EVP-EEB43C35,Complete,100.0,0,Brief evidence cross-reference
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,EVP-ABF55190,Complete,100.0,0,Brief evidence cross-reference
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,EVP-DA0DEC94,Complete,100.0,0,Brief evidence cross-reference
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,EVP-1A040519,Complete,100.0,0,Brief evidence cross-reference
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,EVP-7DE4B361,Complete,100.0,0,Brief evidence cross-reference
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,EVP-71F6B88F,Complete,100.0,0,Brief evidence cross-reference
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,EVP-04E28EDA,Complete,100.0,0,Brief evidence cross-reference
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,EVP-D5ACF520,Complete,100.0,0,Brief evidence cross-reference
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,EVP-5B9877A2,Complete,100.0,0,Brief evidence cross-reference
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,EVP-363D96D2,Complete,100.0,0,Brief evidence cross-reference
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,EVP-162B6379,Complete,100.0,0,Brief evidence cross-reference
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,EVP-8809B3BF,Complete,100.0,0,Brief evidence cross-reference
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,EVP-90F212D7,Complete,100.0,0,Brief evidence cross-reference
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,EVP-82EE47EA,Complete,100.0,0,Brief evidence cross-reference
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,EVP-D8CA9F88,Complete,100.0,0,Brief evidence cross-reference
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,EVP-D64E9D9C,Complete,100.0,0,Brief evidence cross-reference
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,EVP-77F9EB1B,Complete,100.0,0,Brief evidence cross-reference
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,EVP-20AC0185,Complete,100.0,0,Brief evidence cross-reference
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,EVP-A450B415,Complete,100.0,0,Brief evidence cross-reference
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,EVP-016122EB,Complete,100.0,0,Brief evidence cross-reference
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,EVP-3B1FCCE2,Complete,100.0,0,Brief evidence cross-reference
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,EVP-8831C457,Complete,100.0,0,Brief evidence cross-reference
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,EVP-BBD6C8C8,Complete,100.0,0,Brief evidence cross-reference
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,EVP-56DF0CE6,Complete,100.0,0,Brief evidence cross-reference
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,EVP-3AEC1157,Complete,100.0,0,Brief evidence cross-reference
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,EVP-55ADEC03,Complete,100.0,0,Brief evidence cross-reference
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,EVP-970319ED,Complete,100.0,0,Brief evidence cross-reference
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,EVP-4F6B896E,Complete,100.0,0,Brief evidence cross-reference
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,EVP-49452A8C,Complete,100.0,0,Brief evidence cross-reference
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,EVP-72472871,Complete,100.0,0,Brief evidence cross-reference
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,EVP-815CDAD1,Complete,100.0,0,Brief evidence cross-reference
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,EVP-1A04946F,Complete,100.0,0,Brief evidence cross-reference
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,EVP-FBDC054F,Complete,100.0,0,Brief evidence cross-reference
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,EVP-8CF85C3F,Complete,100.0,0,Brief evidence cross-reference
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,EVP-6118ECC2,Complete,100.0,0,Brief evidence cross-reference
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,EVP-0774A235,Complete,100.0,0,Brief evidence cross-reference
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,EVP-FC54A1E4,Complete,100.0,0,Brief evidence cross-reference
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,EVP-C9649389,Complete,100.0,0,Brief evidence cross-reference
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,EVP-E5036B01,Complete,100.0,0,Brief evidence cross-reference
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,EVP-C443492F,Complete,100.0,0,Brief evidence cross-reference
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,EVP-DC7A0849,Complete,100.0,0,Brief evidence cross-reference
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,EVP-5779185C,Complete,100.0,0,Brief evidence cross-reference
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,EVP-34F94119,Complete,100.0,0,Brief evidence cross-reference
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,EVP-4BD3B4CF,Complete,100.0,0,Brief evidence cross-reference
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,EVP-5B9525B8,Complete,100.0,0,Brief evidence cross-reference
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,EVP-48FD887A,Complete,100.0,0,Brief evidence cross-reference
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,EVP-1C90BFC9,Complete,100.0,0,Brief evidence cross-reference
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,EVP-3AC87AD3,Complete,100.0,0,Brief evidence cross-reference
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,EVP-6627CF99,Complete,100.0,0,Brief evidence cross-reference
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,EVP-6D5D4658,Complete,100.0,0,Brief evidence cross-reference
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,EVP-EFA4DBAF,Complete,100.0,0,Brief evidence cross-reference
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,EVP-EB542F73,Complete,100.0,0,Brief evidence cross-reference
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,EVP-792E0C21,Complete,100.0,0,Brief evidence cross-reference
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EVP-D136CB46,Complete,100.0,0,Brief evidence cross-reference
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EVP-CFA70CB0,Complete,100.0,0,Brief evidence cross-reference
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EVP-B3C89CB6,Complete,100.0,0,Brief evidence cross-reference
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EVP-5BA24393,Complete,100.0,0,Brief evidence cross-reference
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EVP-4428FD88,Complete,100.0,0,Brief evidence cross-reference
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EVP-F5BFAB40,Complete,100.0,0,Brief evidence cross-reference
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EVP-9DFD05A4,Complete,100.0,0,Brief evidence cross-reference
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EVP-249A8FF5,Complete,100.0,0,Brief evidence cross-reference
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EVP-C51A3CB1,Complete,100.0,0,Brief evidence cross-reference
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EVP-2ADA7DDB,Complete,100.0,0,Brief evidence cross-reference
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EVP-89873D8A,Complete,100.0,0,Brief evidence cross-reference
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EVP-5A852A89,Complete,100.0,0,Brief evidence cross-reference
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EVP-A1C1B0DE,Complete,100.0,0,Brief evidence cross-reference
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EVP-DEB5E99F,Complete,100.0,0,Brief evidence cross-reference
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EVP-9F5D2ECC,Complete,100.0,0,Brief evidence cross-reference
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EVP-466A5E93,Complete,100.0,0,Brief evidence cross-reference
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EVP-C99E1488,Complete,100.0,0,Brief evidence cross-reference
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EVP-F7D7A63F,Complete,100.0,0,Brief evidence cross-reference
