lineage_link_id,decision_lineage_profile_id,decision_package_id,lineage_stage_number,lineage_stage_name,source_phase,source_file,source_record_id,parent_record_id,child_record_id,transformation_id,formula_id,configuration_id,version,source_checksum,link_status,orphan_flag,ambiguity_flag,governance_warning
LNL-5E280366,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-8,LNL-9F389E8D,LNL-5E280366,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-A8A70242,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-9,LNL-5E280366,LNL-A8A70242,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-C58888B7,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-10,LNL-A8A70242,LNL-C58888B7,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-C6705A26,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-11,LNL-C58888B7,LNL-C6705A26,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-81492181,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-12,LNL-C6705A26,LNL-81492181,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-30C4C9EC,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-13,LNL-81492181,LNL-30C4C9EC,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-F17541D8,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-14,LNL-30C4C9EC,LNL-F17541D8,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-E5F59881,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-15,LNL-F17541D8,LNL-E5F59881,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-2626C48B,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-16,LNL-E5F59881,LNL-2626C48B,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-60A7B5DE,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-17,LNL-2626C48B,LNL-60A7B5DE,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-D3C8F7DA,LNP-EF3C6B75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-18,LNL-60A7B5DE,LNL-D3C8F7DA,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-82B3BD23,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-1,,LNL-82B3BD23,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-4F3ACBDD,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-2,LNL-82B3BD23,LNL-4F3ACBDD,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-45FE936F,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-3,LNL-4F3ACBDD,LNL-45FE936F,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-91363182,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-4,LNL-45FE936F,LNL-91363182,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-DD87800D,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-5,LNL-91363182,LNL-DD87800D,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-344A208D,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-6,LNL-DD87800D,LNL-344A208D,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-FA8580DE,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-7,LNL-344A208D,LNL-FA8580DE,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-5033D346,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-8,LNL-FA8580DE,LNL-5033D346,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-7D745A6D,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-9,LNL-5033D346,LNL-7D745A6D,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-E1635F58,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-10,LNL-7D745A6D,LNL-E1635F58,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-81F25B1B,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-11,LNL-E1635F58,LNL-81F25B1B,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-5FC1FF4E,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-12,LNL-81F25B1B,LNL-5FC1FF4E,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-CC64FC46,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-13,LNL-5FC1FF4E,LNL-CC64FC46,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-5B85655F,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-14,LNL-CC64FC46,LNL-5B85655F,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-D5779278,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-15,LNL-5B85655F,LNL-D5779278,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-034E62F2,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-16,LNL-D5779278,LNL-034E62F2,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-526508A3,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-17,LNL-034E62F2,LNL-526508A3,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-91A95F2E,LNP-945D1F9E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-18,LNL-526508A3,LNL-91A95F2E,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-70868F3F,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-1,,LNL-70868F3F,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-6413D796,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-2,LNL-70868F3F,LNL-6413D796,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-B4C3AD85,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-3,LNL-6413D796,LNL-B4C3AD85,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-1CB03377,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-4,LNL-B4C3AD85,LNL-1CB03377,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-6B8629AB,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-5,LNL-1CB03377,LNL-6B8629AB,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-EFB554BF,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-6,LNL-6B8629AB,LNL-EFB554BF,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-89B92897,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-7,LNL-EFB554BF,LNL-89B92897,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-A7A89B5A,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-8,LNL-89B92897,LNL-A7A89B5A,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-0E661A01,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-9,LNL-A7A89B5A,LNL-0E661A01,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-287A8939,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-10,LNL-0E661A01,LNL-287A8939,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-C80C411D,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-11,LNL-287A8939,LNL-C80C411D,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-7A6589E6,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-12,LNL-C80C411D,LNL-7A6589E6,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-BA6C6444,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-13,LNL-7A6589E6,LNL-BA6C6444,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-2456F6E2,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-14,LNL-BA6C6444,LNL-2456F6E2,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-042D660E,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-15,LNL-2456F6E2,LNL-042D660E,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-598986CF,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-16,LNL-042D660E,LNL-598986CF,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-1FD16EE5,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-17,LNL-598986CF,LNL-1FD16EE5,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-C0EC0E35,LNP-A9C6A5E9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-18,LNL-1FD16EE5,LNL-C0EC0E35,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-79891DED,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-1,,LNL-79891DED,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-E4AB73A7,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-2,LNL-79891DED,LNL-E4AB73A7,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-219B6C1E,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-3,LNL-E4AB73A7,LNL-219B6C1E,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-B0369897,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-4,LNL-219B6C1E,LNL-B0369897,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-AD36D3F1,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-5,LNL-B0369897,LNL-AD36D3F1,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-D74E2EED,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-6,LNL-AD36D3F1,LNL-D74E2EED,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-0C5CF89C,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-7,LNL-D74E2EED,LNL-0C5CF89C,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-6F2C4E18,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-8,LNL-0C5CF89C,LNL-6F2C4E18,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-A107BE63,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-9,LNL-6F2C4E18,LNL-A107BE63,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-C04F2196,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-10,LNL-A107BE63,LNL-C04F2196,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-F5150A13,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-11,LNL-C04F2196,LNL-F5150A13,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-CDDBB5DB,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-12,LNL-F5150A13,LNL-CDDBB5DB,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-AAF701B0,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-13,LNL-CDDBB5DB,LNL-AAF701B0,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-D8D7FEDB,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-14,LNL-AAF701B0,LNL-D8D7FEDB,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-3842BE13,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-15,LNL-D8D7FEDB,LNL-3842BE13,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-E8110526,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-16,LNL-3842BE13,LNL-E8110526,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-0720F1BD,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-17,LNL-E8110526,LNL-0720F1BD,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-70D42A76,LNP-7617CBAA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-18,LNL-0720F1BD,LNL-70D42A76,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-2BBA31BF,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-1,,LNL-2BBA31BF,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-69535396,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-2,LNL-2BBA31BF,LNL-69535396,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-0CD82022,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-3,LNL-69535396,LNL-0CD82022,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-A5BFD79E,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-4,LNL-0CD82022,LNL-A5BFD79E,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-6F0F3A74,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-5,LNL-A5BFD79E,LNL-6F0F3A74,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-156B90DF,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-6,LNL-6F0F3A74,LNL-156B90DF,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-8E111A3A,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-7,LNL-156B90DF,LNL-8E111A3A,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-E5F081CD,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-8,LNL-8E111A3A,LNL-E5F081CD,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-D009C3A5,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-9,LNL-E5F081CD,LNL-D009C3A5,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-E7C53434,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-10,LNL-D009C3A5,LNL-E7C53434,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-729769C6,LNP-1047B1F8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-11,LNL-E7C53434,LNL-729769C6,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
