integrated_management_brief_id,decision_package_id,final_readiness_status,readiness_explanation,main_blocking_condition,blocking_condition_count,secondary_condition_count,top_secondary_conditions,failed_gates,pass_with_condition_gates,required_resolution,responsible_role
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Not Suitable for Decision Use,,None,2,0,,,,,Operations Manager
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Requires Financial Input,,None,1,0,,,,,Operations Manager
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Requires Benefit Validation,,None,1,0,,,,,Operations Manager
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Requires Benefit Validation,,None,1,0,,,,,Operations Manager
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Requires Financial Input,,None,1,0,,,,,Operations Manager
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Not Suitable for Decision Use,,None,2,0,,,,,Operations Manager
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Only,,None,1,0,,,,,Operations Manager
