decision_package_id,cost_completeness,cost_components,benefit_components,net_financial_impact,lower_estimate,central_estimate,upper_estimate,financial_confidence,missing_input_warning,budget_info,affordability_status,roi_status,payback_status,double_counting_status
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250322,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250326,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250415,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250428,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250527,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250604,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250620,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250708,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250804,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250821,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250828,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250901,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250912,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250926,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251001,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251007,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251020,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251025,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251101,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251109,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251125,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251202,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251211,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251215,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251219,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251224,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250215,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250403,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250411,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250509,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250515,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250603,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250619,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250623,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250628,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250716,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250725,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250730,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250809,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250824,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250903,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250910,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251012,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251022,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251112,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251117,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251126,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251205,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251216,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251220,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250116,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250208,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250330,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250408,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250421,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250502,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250605,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250616,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250717,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250723,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250728,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250916,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251008,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251102,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251107,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251219,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251228,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250128,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250209,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250222,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250322,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250403,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250411,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250505,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250601,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250608,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250617,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250624,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250701,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250709,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250802,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20251111,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250405,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250412,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250429,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250506,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250510,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250519,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250527,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250621,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250626,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250704,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250711,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250715,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250722,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250731,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250224,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250313,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250410,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250418,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250428,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250503,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250522,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250603,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250619,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250629,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250703,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250710,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250719,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250726,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250903,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251001,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251012,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251025,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251120,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251125,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251129,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251212,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251216,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251226,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250107,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250122,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250305,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250314,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250325,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250331,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250405,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250417,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250423,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250428,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250517,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250530,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250616,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250622,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250706,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250815,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250823,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250830,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250929,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251008,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251017,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251029,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251110,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251116,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251128,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251203,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251209,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251214,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251219,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251223,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250118,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250319,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250404,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250414,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250421,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250504,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250704,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250826,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250926,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251009,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251030,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251112,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251121,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251226,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250402,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250410,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250420,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250430,,,,,,,,,Missing cost components,,,,,
