decision_action_routing_id,decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,hospital_name,department_id,department_name,reporting_date,dominant_kpi_id,dominant_kpi_name,scenario_family,final_readiness_status,approval_status,causality_status,operational_escalation_status,primary_queue
DAR-7D935A78,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Requires Baseline Validation,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-085E4166,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Requires Stakeholder Validation,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-08BDB08D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready for Integrated Management Review,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-750EDF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready for Integrated Management Review,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-28D2D301,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-E04E13D3,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-3F5F7FE6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready for Integrated Management Review,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-4343723C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Requires Evidence Completion,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-83E86EF6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Requires Evidence Completion,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-E44AEB29,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-9BFF5838,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,HOSP-001,,DEPT-MED,Medical Ward,,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Requires Lineage Completion,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-B5ED7C2C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,EP-HOSP-001-DEPT-MED-kpi_003-20260405,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-A0AB822C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,EP-HOSP-001-DEPT-MED-kpi_003-20260412,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-CAEE9730,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,EP-HOSP-001-DEPT-MED-kpi_003-20260429,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-BF840961,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,EP-HOSP-001-DEPT-MED-kpi_003-20260506,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-0A64507D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,EP-HOSP-001-DEPT-MED-kpi_003-20260510,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-9B80F7C6,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,EP-HOSP-001-DEPT-MED-kpi_003-20260519,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-23D5D874,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,EP-HOSP-001-DEPT-MED-kpi_003-20260527,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-6E63C959,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,EP-HOSP-001-DEPT-MED-kpi_003-20260621,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-E9BD62E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,EP-HOSP-001-DEPT-MED-kpi_003-20260626,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-ACE02453,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,EP-HOSP-001-DEPT-MED-kpi_003-20260704,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-F501B1EC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,EP-HOSP-001-DEPT-MED-kpi_003-20260711,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-ABB8588C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,EP-HOSP-001-DEPT-MED-kpi_003-20260715,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-3DA7AA0E,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,EP-HOSP-001-DEPT-MED-kpi_003-20260722,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-55D93A86,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,EP-HOSP-001-DEPT-MED-kpi_003-20260731,HOSP-001,,DEPT-MED,Medical Ward,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-271C04DC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,EP-HOSP-001-DEPT-MED-kpi_006-20260224,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-A679E660,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,EP-HOSP-001-DEPT-MED-kpi_006-20260313,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-5F3D529C,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,EP-HOSP-001-DEPT-MED-kpi_006-20260410,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-CE6447FF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,EP-HOSP-001-DEPT-MED-kpi_006-20260418,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-C714F76B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,EP-HOSP-001-DEPT-MED-kpi_006-20260428,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-9BF095C5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,EP-HOSP-001-DEPT-MED-kpi_006-20260503,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-0F9CBF90,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,EP-HOSP-001-DEPT-MED-kpi_006-20260522,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-ABC6B02B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,EP-HOSP-001-DEPT-MED-kpi_006-20260603,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-FBE8834F,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,EP-HOSP-001-DEPT-MED-kpi_006-20260619,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-669416D0,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,EP-HOSP-001-DEPT-MED-kpi_006-20260629,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-04016886,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,EP-HOSP-001-DEPT-MED-kpi_006-20260703,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-C1718EA0,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,EP-HOSP-001-DEPT-MED-kpi_006-20260710,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-AA4FB234,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,EP-HOSP-001-DEPT-MED-kpi_006-20260719,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-DD7260E8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,EP-HOSP-001-DEPT-MED-kpi_006-20260726,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-9ABA22BF,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,EP-HOSP-001-DEPT-MED-kpi_006-20260903,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-3FEB44CC,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,EP-HOSP-001-DEPT-MED-kpi_006-20261001,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-151A4D5B,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,EP-HOSP-001-DEPT-MED-kpi_006-20261012,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-772B508D,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,EP-HOSP-001-DEPT-MED-kpi_006-20261025,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
DAR-DAEF5320,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,EP-HOSP-001-DEPT-MED-kpi_006-20261120,HOSP-001,,DEPT-MED,Medical Ward,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Pending Management Review,Not Confirmed,No Escalation,General Queue
