decision_package_id,representative_recommendation,immediate_option,near_term_option,preventive_option,validation_status,confirmation_required,provisional_warning,stakeholder_validation_required,causality_warning,evidence_link,management_questions
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,,,,,Valid after Minor Revision,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,
