management_action_id,decision_package_id,approval_package_id,action_name,action_allowed,action_reason,prerequisite,blocking_condition,audit_required,action_selected
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Proceed to Limited-Trial Consideration,True,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
