decision_package_id,risk_tier,urgency,dominant_kpi_id,dominant_kpi_name,dominant_breach,contributing_factors,contradiction_warning,operational_escalation,management_attention,affected_department,reporting_date,primary_queue,monitoring_trigger
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250215,63.34,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-02-15 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250403,61.84,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-04-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250411,75.36,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-04-11 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250509,56.25,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-05-09 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250515,52.01,Prompt Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-05-15 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250603,61.58,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-06-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250619,55.4,Prompt Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-06-19 assessed as High priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250623,83.31,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-06-23 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250628,83.75,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-06-28 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250716,79.94,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-07-16 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250725,93.09,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-07-25 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250730,62.57,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-07-30 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250809,56.08,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-08-09 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250824,60.27,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-08-24 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250903,45.68,Prompt Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-09-03 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250910,39.05,Prompt Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-09-10 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251012,60.19,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-10-12 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251022,49.25,Prompt Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-10-22 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251112,59.17,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-11-12 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251117,41.45,Prompt Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-11-17 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251126,52.89,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-11-26 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251205,77.78,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-12-05 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251216,74.54,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-12-16 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251220,64.12,Immediate Review,kpi_006,Patient Satisfaction Score,Department Intensive Care Unit on 2025-12-20 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250116,55.93,Prompt Review,kpi_001,Staffing Level,Department Medical Ward on 2025-01-16 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250208,46.49,Prompt Review,kpi_001,Staffing Level,Department Medical Ward on 2025-02-08 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250330,76.81,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-03-30 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250408,56.19,Prompt Review,kpi_001,Staffing Level,Department Medical Ward on 2025-04-08 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250421,59.35,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-04-21 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250502,60.11,Prompt Review,kpi_001,Staffing Level,Department Medical Ward on 2025-05-02 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250605,79.26,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-06-05 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250616,97.25,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-06-16 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250717,67.53,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-07-17 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250723,84.79,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-07-23 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250728,89.76,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-07-28 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250916,59.93,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-09-16 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251008,64.5,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-10-08 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251102,82.86,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-11-02 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251107,55.99,Prompt Review,kpi_001,Staffing Level,Department Medical Ward on 2025-11-07 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251219,67.7,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-12-19 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251228,75.68,Immediate Review,kpi_001,Staffing Level,Department Medical Ward on 2025-12-28 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250128,57.61,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-01-28 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250209,81.18,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-02-09 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250222,75.53,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-02-22 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250322,63.26,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-03-22 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250403,81.89,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-04-03 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250411,54.33,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-04-11 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250505,73.77,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-05-05 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250601,57.09,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-06-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250608,80.02,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-06-08 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250617,73.77,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-06-17 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250624,70.64,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-06-24 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250701,88.01,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-07-01 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250709,94.36,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-07-09 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250802,75.66,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-08-02 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20251111,54.28,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Medical Ward on 2025-11-11 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Medical Ward,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250405,69.37,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-04-05 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250412,73.44,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-04-12 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
