action_block_id,decision_action_routing_id,action_id,action_name,blocking_condition_id,blocking_reason,blocking_severity,source_phase,source_record_id,resolution_required,responsible_role,current_status
BLK-F9DDE9AF,DAR-9D173217,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-473F561D,DAR-98A3056A,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-13BEC209,DAR-98A3056A,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-2D71E19C,DAR-D637E4D5,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-A3B7CC5F,DAR-4B27E726,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-099A220C,DAR-8786A152,A010,Proceed to Limited-Trial Consideration,ACTBLK-008,Action blocked due to incomplete scenario analysis,Critical,2D-4,,True,,Active
BLK-80B2B9A8,DAR-702A86AC,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-B5164A40,DAR-BE2E413C,A010,Proceed to Limited-Trial Consideration,ACTBLK-006,Action blocked due to missing budget data,Critical,2D-4,,True,,Active
BLK-6F50D726,DAR-B6904B30,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-EEA708DE,DAR-B6904B30,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-12BFC65C,DAR-13302777,A002,Compare Scenario Options,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-29C309ED,DAR-13302777,A010,Proceed to Limited-Trial Consideration,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-DCFEF8C9,DAR-B193B83A,A002,Compare Scenario Options,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-9DFA48AB,DAR-B193B83A,A010,Proceed to Limited-Trial Consideration,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-258E5959,DAR-DD7D5326,A002,Compare Scenario Options,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-8BB62370,DAR-DD7D5326,A010,Proceed to Limited-Trial Consideration,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-617B8D2A,DAR-8E141922,A001,Review Integrated Decision Package,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-D41CD58A,DAR-8E141922,A010,Proceed to Limited-Trial Consideration,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-3F5510C2,DAR-9D8EE118,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-CDDE9626,DAR-BB627492,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-7FEF88F3,DAR-5FA84122,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-005F9D9A,DAR-2F052166,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8BC67CEB,DAR-D3E2D020,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2FC29806,DAR-E92BBF5A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-591745C5,DAR-6F94AF95,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3CEFECC4,DAR-5B29121D,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-43817B0A,DAR-5A9D2A1A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-521C038F,DAR-FA9D5418,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F0AA1C41,DAR-60E864A0,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-B77014AD,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-E9796C8A,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-BEC1C653,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-AD857616,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F8AFF394,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-7F57DD5E,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-7A970A68,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-B69D6E94,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-1EAC5D3B,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-5C93D7F6,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-6B36D6F2,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-7BE80D30,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-848040A6,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8606A5B5,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2615F115,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-16ECF609,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-68565C23,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-C9E0C2CB,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-F5DFFB7D,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,ACTBLK-004,Action blocked due to missing mandatory cost data,Critical,2D-4,,True,,Active
BLK-C6F2326D,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-F483E497,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,ACTBLK-005,Action blocked due to unsupported benefit claims,Critical,2D-4,,True,,Active
BLK-55C18BC3,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-918858AF,DAR-017794B2,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-F26663B6,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-2F74E27B,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-032233FC,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-3EA0B5CD,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-4337E3D1,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-B4A40A9B,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-9F72039B,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,ACTBLK-008,Action blocked due to incomplete scenario analysis,Critical,2D-4,,True,,Active
BLK-6ABDDD50,DAR-6671F7E6,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-BC688356,DAR-F883E475,A010,Proceed to Limited-Trial Consideration,ACTBLK-005,Action blocked due to unsupported benefit claims,Critical,2D-4,,True,,Active
BLK-B7302315,DAR-82FF9346,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-E4A5949F,DAR-72E13BF2,A010,Proceed to Limited-Trial Consideration,ACTBLK-008,Action blocked due to incomplete scenario analysis,Critical,2D-4,,True,,Active
BLK-674969DD,DAR-02BE61BA,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-B3B2BABE,DAR-02BE61BA,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-9E3B089F,DAR-9157CEC0,A010,Proceed to Limited-Trial Consideration,ACTBLK-004,Action blocked due to missing mandatory cost data,Critical,2D-4,,True,,Active
BLK-39A3BC20,DAR-3BC4781E,A010,Proceed to Limited-Trial Consideration,ACTBLK-006,Action blocked due to missing budget data,Critical,2D-4,,True,,Active
BLK-EA967A7E,DAR-1C309785,A001,Review Integrated Decision Package,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-53711CBF,DAR-1C309785,A010,Proceed to Limited-Trial Consideration,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-EA4B0FF0,DAR-573F14E9,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-0AAE0C6F,DAR-573F14E9,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-DBC1EA7F,DAR-105F67D6,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-35E7ED15,DAR-6C009BE9,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-01E0E875,DAR-2F98846C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-28E0B98E,DAR-59C011AE,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8EAD302A,DAR-6D176FA1,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8C188EC3,DAR-6F52AB4D,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-24E26ED8,DAR-ABE54BC8,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A5BEEFDE,DAR-94A8124A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-05FA89A5,DAR-4152488A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-93D61D7F,DAR-E83F332E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-55A4D730,DAR-ABF7005F,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-DECA9666,DAR-F478CDDD,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-CB5CA3C1,DAR-C77E9C9A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-0F4B7C1F,DAR-723BDBA2,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-116D68A8,DAR-7D642AEB,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-869354FF,DAR-6107C21A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-9A3AB4B3,DAR-C17134B2,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-9D9CBD59,DAR-4DB86EB3,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C487171F,DAR-93EE4994,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-4C8F7D59,DAR-ED564EA1,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2B55A0C1,DAR-6AAB93D9,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F61320B7,DAR-E21BF951,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C296D4A6,DAR-F9CD00DB,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-1EC4D000,DAR-94B74FF2,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-BE181396,DAR-882E9987,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-EF3FBEDC,DAR-122243DB,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-D151F2A2,DAR-D4F053B1,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-1602DEE4,DAR-DD5492F2,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-CB5325D3,DAR-73469D08,A010,Proceed to Limited-Trial Consideration,ACTBLK-006,Action blocked due to missing budget data,Critical,2D-4,,True,,Active
BLK-01F84F96,DAR-28169661,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-30617F9E,DAR-DE83967F,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-F9EB5E56,DAR-D8F16A41,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-9827DC39,DAR-C5D71BB2,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-6056DEFD,DAR-821A79B5,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-8A3A06CB,DAR-7039BD26,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-50014EFA,DAR-30907247,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-504F0E19,DAR-7A3D6830,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-3A9FDB59,DAR-7A3D6830,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-9DC6255D,DAR-67B68C07,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-ECE7D0FE,DAR-9739DA27,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-2963FC47,DAR-20656E67,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-FEB6888A,DAR-51F39760,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-368FD48B,DAR-15057934,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-F3A1C1EA,DAR-596246CF,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-EFF34805,DAR-C3F1A180,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-6B9BC195,DAR-B0F9ABE0,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-21518F7A,DAR-65082F7A,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-A7AFDB76,DAR-B3C2E998,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-8CC1CD1F,DAR-0E65789B,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-B44E8DE7,DAR-C07CB25D,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-120C3A73,DAR-02DF1924,A010,Proceed to Limited-Trial Consideration,ACTBLK-008,Action blocked due to incomplete scenario analysis,Critical,2D-4,,True,,Active
BLK-B7F9382E,DAR-77B5EE58,A001,Review Integrated Decision Package,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-E1C3D491,DAR-77B5EE58,A010,Proceed to Limited-Trial Consideration,UNKNOWN,Blocked due to nan,Critical,2D-4,,True,,Active
BLK-6C705B30,DAR-95B8A848,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-2EE8C725,DAR-B2062893,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-38D5BFC2,DAR-33455E2F,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-B119B261,DAR-4F06A506,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-3993778A,DAR-EC563043,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C56E6512,DAR-0B4C4141,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3E567652,DAR-8C219A6E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-9A095A7E,DAR-EC8DC8D1,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-59C94DFF,DAR-DE81E8AC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-75490324,DAR-3D9D2EA3,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-BCE15C24,DAR-22A116C9,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-6F4E45A7,DAR-966E9E6B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FCAA95C9,DAR-4E8C9D82,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F8173876,DAR-179B0B85,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F5236B31,DAR-50187F50,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-75FDBF18,DAR-39C5317E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C1CBFAE8,DAR-2F84955A,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-D3DF1647,DAR-C131D1B3,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-405AD101,DAR-7DE5A642,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-0112BE9C,DAR-28D1CA61,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A93B9F1F,DAR-B74AF76C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-AEDC33F0,DAR-D519F794,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-648428D6,DAR-F5016DBB,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-94204031,DAR-0457E95C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2A5F7D16,DAR-045AE68E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-646FD27C,DAR-222D5C8B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-42515189,DAR-66E36FD3,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-05E23646,DAR-4BC7B26C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-B0C996A3,DAR-8F7677D5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-E5080077,DAR-9B05F649,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3D599C80,DAR-3053D96C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-257AD412,DAR-0AE415AF,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2DBE2036,DAR-323AB6D4,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3FA5788B,DAR-CF1543E6,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FF41996B,DAR-C303CB6D,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3DCA5B3C,DAR-5F93B50B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-B191F178,DAR-21D8F676,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
