integrated_decision_id,approval_package_id,decision_status,decision_status_reason,closure_category
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
