integrated_management_brief_id,decision_package_id,brief_type,final_readiness_status,governance_note
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Benefit Validation Brief,Requires Benefit Validation,Brief type mapped from readiness
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Integrated Management Review Brief,Requires Additional Scenario Analysis,Brief type mapped from readiness
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Integrated Management Review Brief,Requires Budget Data,Brief type mapped from readiness
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Integrated Management Review Brief,Requires Budget Data,Brief type mapped from readiness
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Integrated Management Review Brief,Requires Additional Scenario Analysis,Brief type mapped from readiness
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Integrated Management Review Brief,Requires Budget Data,Brief type mapped from readiness
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Non-Quantitative Review Brief,Non-Quantitative,Brief type mapped from readiness
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Non-Quantitative Review Brief,Non-Quantitative,Brief type mapped from readiness
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Non-Quantitative Review Brief,Non-Quantitative,Brief type mapped from readiness
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Integrated Management Review Brief,Not Suitable for Decision Use,Brief type mapped from readiness
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Financial Input Brief,Requires Financial Input,Brief type mapped from readiness
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Benefit Validation Brief,Requires Benefit Validation,Brief type mapped from readiness
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
