integrated_management_brief_id,decision_package_id,no_preferred_scenario_selected,no_action_selected,no_recommendation_approved,no_budget_approved,no_management_review_fabricated,causality_not_confirmed,approval_status_pending,no_prohibited_wording,governance_passed,prohibited_words_found,governance_note
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,True,True,True,True,True,True,True,True,True,,All governance checks passed
