secondary_condition_id,decision_readiness_id,decision_scorecard_id,decision_package_id,condition_type,condition_category,condition_description,severity,blocking_flag,source_phase,source_record_id,responsible_role,required_action,current_status,visibility_required
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
