decision_package_id,package_version,evidence_completeness,lineage_completeness,source_to_decision_trace,audit_requirements,audit_event_status,actor,timestamp,approval_reference,integrity_status,checksum,source_manifest,retention_classification
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
