integrated_decision_id,approval_package_id,operational_risk_score,recommendation_readiness,scenario_readiness,comparator_consistency,tradeoff_severity,displacement_risk,financial_readiness,cost_completeness,financial_confidence_score,governance_burden,evidence_completeness,lineage_completeness,overall_decision_readiness,scorecard_note
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
