decision_package_id,integrated_management_brief_id,executive_headline,issue_summary,why_it_matters,evidence_summary,recommendation_summary,scenario_summary,financial_summary,readiness,blocking_conditions,secondary_conditions,primary_permitted_action,management_questions,confirmations,monitoring,escalation,governance_and_limitations,audit_status,management_boundary
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250227,IMB-987EBA7F,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Stakeholder Validation,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250305,IMB-7E733E9D,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250315,IMB-995A3411,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250406,IMB-89A7473C,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250422,IMB-CC3BFB9A,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250429,IMB-B1693314,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250522,IMB-701A2435,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.0%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,8,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250530,IMB-9631D9EC,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250615,IMB-E01D65F0,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.0%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250630,IMB-3743E5BD,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Stakeholder Validation,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250718,IMB-D59EBD35,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.0%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250818,IMB-2A56AE2A,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250911,IMB-4648B0C8,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251014,IMB-3DD82F95,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Evidence Completion,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251019,IMB-9231081D,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251026,IMB-265FF0DE,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Additional Scenario Analysis,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,8,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251118,IMB-7DBAF719,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Evidence Completion,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,6,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251129,IMB-97C8FD7E,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Evidence Completion,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251207,IMB-6BC23402,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -19.999999999999996%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251213,IMB-91BBAFF3,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Baseline Validation,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251217,IMB-386CA8B2,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Stakeholder Validation,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251231,IMB-8CEEF171,Intensive Care Unit is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Intensive Care Unit (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250107,IMB-46AD96A2,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-01-07 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,16,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250121,IMB-4340320B,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-01-21 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,4,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250128,IMB-2161486E,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-01-28 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250202,IMB-31EBC1B3,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-02-02 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,4,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250208,IMB-5F9F2590,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-02-08 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,10,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250218,IMB-53CD2B12,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-02-18 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,16,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250307,IMB-2E28683C,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-03-07 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,10,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250322,IMB-9FD9FF1F,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-03-22 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250326,IMB-03ABD945,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-03-26 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,18,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250415,IMB-F26D3264,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-04-15 shows High priority with Immediate Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,12,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250428,IMB-16DD7396,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-04-28 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,4,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250527,IMB-30D8BDE3,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-05-27 shows High priority with Immediate Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250604,IMB-FC03311E,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-06-04 shows High priority with Immediate Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,16,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250620,IMB-A202A375,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-06-20 shows High priority with Immediate Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,20,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250708,IMB-689F2A9A,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-07-08 shows High priority with Immediate Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,28,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250804,IMB-B2DADD32,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-08-04 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250821,IMB-FDA5EAA6,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-08-21 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,4,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250828,IMB-76B0AC15,Intensive Care Unit is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2025-08-28 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
