retention_record_id,object_type,object_id,record_class,retention_status,retention_period_rule,archival_required,deletion_permitted,legal_hold_flag,sensitive_data_flag,access_classification,governance_note
RET-069EAB9D,Audit Event Contract,AEC-3AA1C801,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-52BF51B6,Audit Event Contract,AEC-9E7A1FFC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1469527B,Audit Event Contract,AEC-E9BCDC2E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-61B387B3,Audit Event Contract,AEC-5E9451BE,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-201F29A2,Audit Event Contract,AEC-FE0054D8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-23A529DF,Audit Event Contract,AEC-EAC65731,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-20456036,Audit Event Contract,AEC-9706DE9D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7B3641C1,Audit Event Contract,AEC-D65347B3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-86A76D80,Audit Event Contract,AEC-D7E49FD4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-116312AA,Audit Event Contract,AEC-73EDF685,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-55E9E647,Audit Event Contract,AEC-931549F8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5372F9C0,Audit Event Contract,AEC-AC297E21,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FA5B7B8E,Audit Event Contract,AEC-AF26E258,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-46B3D476,Audit Event Contract,AEC-96DF6A29,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EAC13FC7,Audit Event Contract,AEC-A185C704,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-36ED400D,Audit Event Contract,AEC-CA279A8C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F7AB4C73,Audit Event Contract,AEC-2299105B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F5591AC5,Audit Event Contract,AEC-D80A9820,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-26A2F152,Audit Event Contract,AEC-E2B43AE6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-72A26378,Audit Event Contract,AEC-F045962B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E7D9127E,Audit Event Contract,AEC-30EE4C67,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-ED6BF0E7,Audit Event Contract,AEC-43A52CB2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CA3420FB,Audit Event Contract,AEC-6A346138,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6912CAD0,Audit Event Contract,AEC-4485E42B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DE132471,Audit Event Contract,AEC-570FCDF3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6C100E56,Audit Event Contract,AEC-1E9C744F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DBEFAADA,Audit Event Contract,AEC-1635712B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FCEE2845,Audit Event Contract,AEC-59EEAC00,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-8D029B71,Audit Event Contract,AEC-7E4E7B82,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-39CE846D,Audit Event Contract,AEC-51630796,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D6606215,Audit Event Contract,AEC-5B495225,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-C4106893,Audit Event Contract,AEC-9B21EFC6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-13E3B923,Audit Event Contract,AEC-6B48A4E8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-17604D8E,Audit Event Contract,AEC-8022CCCF,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0D0E70BC,Audit Event Contract,AEC-0BD7A811,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FD2CDB48,Audit Event Contract,AEC-1301C44C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5FE5CE6E,Audit Event Contract,AEC-7A338A83,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E7302165,Audit Event Contract,AEC-76532E84,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-98A728A0,Audit Event Contract,AEC-A897AE22,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EDA709A5,Audit Event Contract,AEC-DF76280D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-AF23C463,Audit Event Contract,AEC-F42C4278,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-59D9AAE0,Audit Event Contract,AEC-6DB147D7,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F27063D6,Audit Event Contract,AEC-0BB1E452,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3AEEEA8B,Audit Event Contract,AEC-EB42F32C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B525C447,Audit Event Contract,AEC-CDB7F291,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5F149B9D,Audit Event Contract,AEC-63A49AF1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6700CAD3,Audit Event Contract,AEC-18DF2D94,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7B0C0D6E,Audit Event Contract,AEC-BCAE5972,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B4C8F11D,Audit Event Contract,AEC-B3551F59,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D673434B,Audit Event Contract,AEC-7B3E5B8A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-52EAABB5,Audit Event Contract,AEC-09185D7E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1A89A972,Audit Event Contract,AEC-B288E7A5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-68DE5414,Audit Event Contract,AEC-59FFE2BC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-75DAC130,Audit Event Contract,AEC-D9AEF2F5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F77F43E4,Audit Event Contract,AEC-48ED55C8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-43920E17,Audit Event Contract,AEC-4FC23046,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D7FB274C,Audit Event Contract,AEC-A5223408,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5426E1B3,Audit Event Contract,AEC-AA28A2BD,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FD029B58,Audit Event Contract,AEC-F1948DF1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2C70A0CB,Audit Event Contract,AEC-DF5D3CC4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6A611A14,Audit Event Contract,AEC-5244B273,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A43D4730,Audit Event Contract,AEC-9AE98C98,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DC420F11,Audit Event Contract,AEC-D0669D0E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1C37AB5A,Audit Event Contract,AEC-2C6F3C72,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7D0C80A1,Audit Event Contract,AEC-176E2E56,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-C38C81C9,Audit Event Contract,AEC-314D1EB3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E964229E,Audit Event Contract,AEC-6A92AE36,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-131AAD98,Audit Event Contract,AEC-6D06017D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2D079A61,Audit Event Contract,AEC-5F8092E2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-9C1E3D73,Audit Event Contract,AEC-0DEBA2ED,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-9B376D5B,Audit Event Contract,AEC-94B2F653,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-9C1B78E9,Audit Event Contract,AEC-1A8C9267,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6BBED2B2,Audit Event Contract,AEC-04962654,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-44F7D51E,Audit Event Contract,AEC-603326E5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7D9A2FF0,Audit Event Contract,AEC-CF416F26,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3E040BCD,Audit Event Contract,AEC-B4E6962D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-214AD7AC,Audit Event Contract,AEC-77F23917,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-441CE60B,Audit Event Contract,AEC-981CF548,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0733E386,Audit Event Contract,AEC-C35B2220,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-49FE124E,Audit Event Contract,AEC-1A446C57,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7E1F5C10,Audit Event Contract,AEC-B9C9F671,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2B7E9072,Audit Event Contract,AEC-CB7EC941,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EA9A5028,Audit Event Contract,AEC-48EA371F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B168E98D,Audit Event Contract,AEC-F2E8A010,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-14A176EE,Audit Event Contract,AEC-655C1254,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F8B9F3BA,Audit Event Contract,AEC-A46DDEAA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-23B9BC4F,Audit Event Contract,AEC-C91B3DAA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DC977534,Audit Event Contract,AEC-D3708507,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FD6E9634,Audit Event Contract,AEC-D527F26A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-672BB554,Audit Event Contract,AEC-17044905,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1704FF27,Audit Event Contract,AEC-2AA3E32D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5D90B556,Audit Event Contract,AEC-78965457,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-938796A0,Audit Event Contract,AEC-7018FA91,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-46406D67,Audit Event Contract,AEC-488AD3DF,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D2B3A1EA,Audit Event Contract,AEC-CA73FB66,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-397C0E5F,Audit Event Contract,AEC-91767F3C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-27B38BE0,Audit Event Contract,AEC-21703622,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-79405738,Audit Event Contract,AEC-A077E430,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DF6294A7,Audit Event Contract,AEC-758302AB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CD0093CB,Audit Event Contract,AEC-02592C52,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-15651B9A,Audit Event Contract,AEC-B0AB692D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B04A322A,Audit Event Contract,AEC-447DB610,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B15B4313,Audit Event Contract,AEC-821BC87D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BAE5AE9B,Audit Event Contract,AEC-0336AE7F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-87F57089,Audit Event Contract,AEC-0CB772C1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EA1AE782,Audit Event Contract,AEC-944190DD,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CAB94779,Audit Event Contract,AEC-34721443,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-75C370CB,Audit Event Contract,AEC-BA55B514,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BA5F2234,Audit Event Contract,AEC-5CE4EB56,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B9240371,Audit Event Contract,AEC-4D7A124C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-83417876,Audit Event Contract,AEC-0212D46A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E0423CB5,Audit Event Contract,AEC-E0DF85B3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0C008B50,Audit Event Contract,AEC-893F11D9,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D3440803,Audit Event Contract,AEC-41A13D95,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-9CA059DA,Audit Event Contract,AEC-FE45254F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A7FC7DCE,Audit Event Contract,AEC-54EBA353,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5B307684,Audit Event Contract,AEC-A8CE1531,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B1E7C483,Audit Event Contract,AEC-152A7860,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E5256450,Audit Event Contract,AEC-7688D646,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7C8208F4,Audit Event Contract,AEC-CC8C05F2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3CBB5456,Audit Event Contract,AEC-700DBA06,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-491AAD1C,Audit Event Contract,AEC-40754491,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B1EC5946,Audit Event Contract,AEC-5F47443B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-ECA7BD52,Audit Event Contract,AEC-38C61D9F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E5582118,Audit Event Contract,AEC-11790C59,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-04A8D705,Audit Event Contract,AEC-5AE6127C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-711AC480,Audit Event Contract,AEC-FCC9D5E0,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DFCD077B,Audit Event Contract,AEC-60C45292,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-95353576,Audit Event Contract,AEC-683165C2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6EF697DF,Audit Event Contract,AEC-E802484E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-08FC0A91,Audit Event Contract,AEC-4952AF1C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-12AD299B,Audit Event Contract,AEC-2B955321,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B7A891B4,Audit Event Contract,AEC-CEBE34F5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DDB8595B,Audit Event Contract,AEC-187E9374,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-531210AF,Audit Event Contract,AEC-E11B0C04,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-339AC411,Audit Event Contract,AEC-839B5E58,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5B4A9E28,Audit Event Contract,AEC-5049229E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-DF722D4D,Audit Event Contract,AEC-5A8C8EEE,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CA841504,Audit Event Contract,AEC-6DDA0147,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7ADEBF45,Audit Event Contract,AEC-E9AA061A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-39DBD51E,Audit Event Contract,AEC-C22C2795,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A50B540D,Audit Event Contract,AEC-53DE1DB3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-431FCC94,Audit Event Contract,AEC-B04BF1FD,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FE3DE452,Audit Event Contract,AEC-3A31FF27,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-C21DB4B7,Audit Event Contract,AEC-966F78E9,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-8A30B28D,Audit Event Contract,AEC-49EDCE87,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BBB9D16D,Audit Event Contract,AEC-529D208B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BF526B6C,Audit Event Contract,AEC-5A4F35BB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-87D0A0CE,Audit Event Contract,AEC-508ACEB9,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F5E75061,Audit Event Contract,AEC-41577DBA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2431D164,Audit Event Contract,AEC-0666DBDD,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6830E5DE,Audit Event Contract,AEC-60513526,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B5F0DE72,Audit Event Contract,AEC-24AB4BAB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D05C2B97,Audit Event Contract,AEC-728B1573,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-97464EB2,Audit Event Contract,AEC-1D155ED6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-AA6C8490,Audit Event Contract,AEC-596F4FEB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F9DA9E6F,Audit Event Contract,AEC-DE39B1DE,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-78DE5514,Audit Event Contract,AEC-4CCC495C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-80358895,Audit Event Contract,AEC-592471DF,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6624B613,Audit Event Contract,AEC-EAAA56E9,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-764E8049,Audit Event Contract,AEC-C07B1613,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-21D57B89,Audit Event Contract,AEC-0DC55605,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-55C02BAC,Audit Event Contract,AEC-750F57AA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3A2E5300,Audit Event Contract,AEC-F58A2E17,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EF09D251,Audit Event Contract,AEC-13EEC54E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1ECA9B9D,Audit Event Contract,AEC-434CF4F7,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B9D7EA6B,Audit Event Contract,AEC-4776FAE1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BC166440,Audit Event Contract,AEC-A151DBD6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E24D8FFC,Audit Event Contract,AEC-DDF03366,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-69404739,Audit Event Contract,AEC-6587229D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-21C3DF2D,Audit Event Contract,AEC-6C01D7EE,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
