decision_package_id,integrated_management_brief_id,scenario_summary_present,scenario_summary_not_applicable,completeness_status
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,IMB-44DD0CDC,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,IMB-0B54726D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,IMB-E2CC0004,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,IMB-D4C067C3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,IMB-C948C074,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,IMB-6CA7D746,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,IMB-02295614,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,IMB-51B22CF8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,IMB-3078D9BC,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,IMB-71F36AC2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,IMB-EB214648,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,IMB-9BAFAE33,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,IMB-3813C2AB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,IMB-8F19C026,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,IMB-5C11DD05,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,IMB-5703ACA2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,IMB-F9D6D32D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,IMB-F98D4764,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,IMB-8136893D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,IMB-97878504,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,IMB-243F9F40,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,IMB-717EBFBB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,IMB-B64E3623,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,IMB-E896C962,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,IMB-7C1CF550,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,IMB-55A74C12,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,IMB-0A9294CB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,IMB-86EFDEA0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,IMB-6725EF95,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,IMB-B891715F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,IMB-D057EAE6,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,IMB-23C00AEC,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,IMB-5A6E4713,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,IMB-B43D0E86,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,IMB-C401C8A4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,IMB-C1223CB4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,IMB-62B3BEC9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,IMB-F98C3B1A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,IMB-BCEAEA0F,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,IMB-29DA0441,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,IMB-2260F12B,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,IMB-51EE0234,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,IMB-F823ED18,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,IMB-FC4A86D5,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,IMB-F7E0CD5B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,IMB-46B596F0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,IMB-B153EAEC,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,IMB-1D017F60,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,IMB-1F247173,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,IMB-7A5A568B,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,IMB-9A7B75E9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,IMB-2207CA95,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,IMB-919D58F4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,IMB-2EC732D3,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,IMB-5A25FB5E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,IMB-C9EC0273,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,IMB-9EE286A6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,IMB-DECBBCBA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,IMB-E052EAC5,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,IMB-A8DD9275,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,IMB-0DAA603C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,IMB-B61916EB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,IMB-C7EB2C4D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,IMB-DEF42196,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,IMB-0F75E8A3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,IMB-19AE68D0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,IMB-49E16A72,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,IMB-14DA5FA1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,IMB-D007BBEA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,IMB-8C7D2658,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,IMB-99B2787D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,IMB-4A9317D1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,IMB-0CCDF8E3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,IMB-E4BECDCF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,IMB-7B2710AE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,IMB-E3BF1A90,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,IMB-A10C4340,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,IMB-8D0EBE98,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,IMB-C270F775,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,IMB-21BAE1F6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,IMB-704E3A6B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,IMB-13971398,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,IMB-D09F9D92,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,IMB-38083043,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,IMB-B72E9A7C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,IMB-39EBEF14,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,IMB-4EBA6A1A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,IMB-1C93F6E5,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,IMB-DF301168,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,IMB-5544B70E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,IMB-EE54FB27,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,IMB-70C4774D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,IMB-EE94CFFD,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,IMB-A97FA1DE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,IMB-6F9B99A9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,IMB-A20EC2B8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,IMB-FD00CEA9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,IMB-AA67F2B5,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,IMB-2334E7D5,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,IMB-3605BFA0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,IMB-B41D525C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,IMB-4C9C05A5,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,IMB-6F627747,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,IMB-7A39B7B9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,IMB-DD152564,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,IMB-5E7EEE28,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,IMB-493ECBEF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,IMB-D37F561B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,IMB-4C3DE157,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,IMB-850E9522,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,IMB-F6CF713B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,IMB-47564E17,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,IMB-9C6F7B27,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,IMB-C01B690C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,IMB-9E4CA3AE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,IMB-E83A65A3,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,IMB-43AE7423,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,IMB-8122725A,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,IMB-24431709,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,IMB-CF644B2D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,IMB-9A563F16,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,IMB-2B7E0C28,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,IMB-25673786,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,IMB-824FD581,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,IMB-FEB0D3F0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,IMB-A99249FB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,IMB-9C7E6060,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,IMB-D24AABFA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,IMB-5F092CDC,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,IMB-821A8D96,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,IMB-300F2670,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,IMB-817F1E61,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,IMB-99CB09FD,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,IMB-6C1FBE0B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,IMB-011F0FD8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,IMB-4DAFB72C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,IMB-C3651C87,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,IMB-7C992E13,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,IMB-DE8CAE57,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,IMB-1EE81D52,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,IMB-4652D90D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,IMB-4E556BA3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,IMB-9019ECDB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,IMB-FCF9325A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,IMB-714D4F4E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,IMB-D4D27EA4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,IMB-1DB119D2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,IMB-88F660B3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,IMB-29DC7418,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,IMB-1F38C247,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,IMB-AC4C0B5E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,IMB-7E93BD04,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,IMB-F3B08CAA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,IMB-693FAE9C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,IMB-53E17EB9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,IMB-0A01F4D7,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,IMB-C4231D7F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,IMB-0FC7F4F6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,IMB-7939189A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,IMB-84A5A846,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,IMB-23A28C2A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,IMB-58ED2471,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,IMB-3F7D5C7E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,IMB-5DCC1A6E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,IMB-FF8C3E75,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,IMB-A01F9AFE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,IMB-9F81A7DA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,IMB-717ECEE5,False,False,Incomplete
