integrated_management_brief_id,decision_package_id,evidence_completeness_status,lineage_completeness_status,audit_traceability_status,integrity_status,current_package_version,source_manifest,audit_requirements_pending,future_audit_status
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
