decision_package_id,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,scenario_assumptions,kpi_impact,tradeoffs,displacement_risk,financial_impact,confidence,validation_warning
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250405,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250412,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250429,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250506,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250510,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250519,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250527,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250621,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250626,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250704,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250711,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250715,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250722,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250731,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250224,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250313,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250410,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250418,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250428,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250503,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250522,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250603,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250619,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250629,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250703,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250710,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250719,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250726,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250903,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251001,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251012,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251025,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251120,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251125,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251129,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251212,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251216,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251226,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250107,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250122,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250305,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250314,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250325,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250331,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250405,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250417,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250423,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250428,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250517,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250530,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250616,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250622,Baseline value: 80.37153322867609,Estimated impact: 18.31267729763969%,Estimated impact: 19.628466771323914%,Estimated impact: 19.628466771323914%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250706,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250815,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250823,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250830,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250929,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251008,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251017,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251029,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251110,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251116,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251128,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251203,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251209,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251214,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251219,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251223,Baseline value: 70.83333333333333,Estimated impact: 19.16666666666667%,Estimated impact: 29.16666666666667%,Estimated impact: 29.16666666666667%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250118,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250319,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250404,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250414,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250421,Baseline value: 37.5,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250504,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250704,Baseline value: 16.666666666666664,Estimated impact: -9.999999999999998%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250826,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250926,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251009,Baseline value: 18.181818181818183,Estimated impact: -9.999999999999991%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251030,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251112,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251121,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20251226,Baseline value: 17.613636363636363,Estimated impact: -10.000000000000002%,Estimated impact: -19.999999999999996%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250402,,,,,No-Action or Baseline Comparator,,,,-134350.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250410,,,,,No-Action or Baseline Comparator,,,,-134350.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250420,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250430,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250505,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250509,Baseline value: 48.41558441558441,Estimated impact: 6.297852474323065%,Estimated impact: 12.077922077922084%,Estimated impact: 20.988095238095244%,No-Action or Baseline Comparator,,,,-134350.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250602,Baseline value: 55.48675934738411,Estimated impact: 6.297852474323061%,Estimated impact: 12.077922077922084%,Estimated impact: 20.98809523809525%,No-Action or Baseline Comparator,,,,-134350.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250619,,,,,No-Action or Baseline Comparator,,,,-134350.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250629,Baseline value: 55.3536873800953,Estimated impact: 6.29785247432306%,Estimated impact: 12.077922077922084%,Estimated impact: 20.98809523809524%,No-Action or Baseline Comparator,,,,-134350.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250709,,,,,No-Action or Baseline Comparator,,,,-134350.0,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250716,Baseline value: 54.93961578400831,Estimated impact: 6.297852474323057%,Estimated impact: 12.07792207792209%,Estimated impact: 20.98809523809523%,No-Action or Baseline Comparator,,,,-134350.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250721,Baseline value: 55.4471983614125,Estimated impact: 6.297852474323065%,Estimated impact: 12.077922077922086%,Estimated impact: 20.98809523809524%,No-Action or Baseline Comparator,,,,-134350.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250518,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250526,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250624,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250728,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250808,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250921,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251002,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251225,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250119,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250129,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250211,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250401,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250415,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250425,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250523,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250601,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250606,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250715,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250719,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250802,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250818,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251020,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251102,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251117,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251204,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251215,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250111,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250115,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250203,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250207,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250212,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250326,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250413,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250421,Baseline value: 76.92307692307693,Estimated impact: 15.384615384615373%,Estimated impact: 23.076923076923062%,Estimated impact: 23.076923076923062%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250502,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250510,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250515,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250521,Baseline value: 75.0,Estimated impact: 16.666666666666657%,Estimated impact: 25.0%,Estimated impact: 25.0%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250623,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250710,Baseline value: 82.84860972360973,Estimated impact: 16.161291266489286%,Estimated impact: 17.151390276390273%,Estimated impact: 17.151390276390273%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250727,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250813,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250915,Baseline value: 72.72727272727273,Estimated impact: 18.181818181818173%,Estimated impact: 27.272727272727263%,Estimated impact: 27.272727272727263%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251024,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251110,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251229,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250103,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250209,Baseline value: 16.666666666666664,Estimated impact: -9.999999999999998%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250221,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250302,Baseline value: 20.555555555555557,Estimated impact: -9.999999999999991%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250328,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250406,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250416,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250424,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250430,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250519,Baseline value: 16.666666666666664,Estimated impact: -9.999999999999998%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250529,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250603,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250613,Baseline value: 16.102564102564102,Estimated impact: -9.999999999999998%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250704,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250708,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250719,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250728,Baseline value: 20.94017094017094,Estimated impact: -9.999999999999998%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250911,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250925,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251010,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251018,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251025,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251104,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251214,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250121,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250202,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250215,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250301,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250306,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250314,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250321,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250401,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250417,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250422,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250427,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250506,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250522,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250604,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250609,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250702,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250805,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250811,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250823,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251003,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251028,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251231,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250127,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250131,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250209,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250301,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
