escalation_id,decision_readiness_id,decision_scorecard_id,decision_package_id,operational_escalation_status,readiness_status,risk_tier,urgency,management_attention_required,escalation_basis,governance_note
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Not Assessable,Requires Baseline Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Not Assessable,Requires Evidence Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Not Assessable,Requires Benefit Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
