decision_package_id,issue_type,issue_description,severity,visibility_rule
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
