decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,hospital_name,department_id,department_name,reporting_date,dominant_kpi_id,dominant_kpi_name,scenario_family,package_status,final_readiness_status,approval_status,causality_status,classification_source,classification_version,precedence_rank,deferral_reason
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,EP-HOSP-001-DEPT-ED-kpi_004-20260508,HOSP-001,,DEPT-ED,Emergency Department,,kpi_004,Average Patient Waiting Time,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,3,Non-Quantitative
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,EP-HOSP-001-DEPT-ED-kpi_005-20260209,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,EP-HOSP-001-DEPT-ED-kpi_005-20260216,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,EP-HOSP-001-DEPT-ED-kpi_005-20260312,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,EP-HOSP-001-DEPT-ED-kpi_005-20260510,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,EP-HOSP-001-DEPT-ED-kpi_005-20260719,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,EP-HOSP-001-DEPT-ED-kpi_005-20260913,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,EP-HOSP-001-DEPT-ED-kpi_005-20260917,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,EP-HOSP-001-DEPT-ED-kpi_005-20261116,HOSP-001,,DEPT-ED,Emergency Department,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,EP-HOSP-001-DEPT-ED-kpi_006-20260128,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,EP-HOSP-001-DEPT-ED-kpi_006-20260309,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,EP-HOSP-001-DEPT-ED-kpi_006-20260318,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,EP-HOSP-001-DEPT-ED-kpi_006-20260323,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,EP-HOSP-001-DEPT-ED-kpi_006-20260330,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,EP-HOSP-001-DEPT-ED-kpi_006-20260412,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,EP-HOSP-001-DEPT-ED-kpi_006-20260702,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,EP-HOSP-001-DEPT-ED-kpi_006-20260712,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,EP-HOSP-001-DEPT-ED-kpi_006-20260731,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,EP-HOSP-001-DEPT-ED-kpi_006-20260805,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,EP-HOSP-001-DEPT-ED-kpi_006-20260902,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,EP-HOSP-001-DEPT-ED-kpi_006-20260909,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,EP-HOSP-001-DEPT-ED-kpi_006-20260914,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,EP-HOSP-001-DEPT-ED-kpi_006-20260921,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,EP-HOSP-001-DEPT-ED-kpi_006-20261004,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,EP-HOSP-001-DEPT-ED-kpi_006-20261111,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,EP-HOSP-001-DEPT-ED-kpi_006-20261118,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,EP-HOSP-001-DEPT-ED-kpi_006-20261129,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,EP-HOSP-001-DEPT-ED-kpi_006-20261203,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,EP-HOSP-001-DEPT-ED-kpi_006-20261210,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,EP-HOSP-001-DEPT-ED-kpi_006-20261224,HOSP-001,,DEPT-ED,Emergency Department,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EP-HOSP-001-DEPT-ICU-kpi_003-20260128,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,EP-HOSP-001-DEPT-ICU-kpi_003-20260218,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,EP-HOSP-001-DEPT-ICU-kpi_003-20260307,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,EP-HOSP-001-DEPT-ICU-kpi_003-20260322,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,EP-HOSP-001-DEPT-ICU-kpi_003-20260326,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,EP-HOSP-001-DEPT-ICU-kpi_003-20260415,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,EP-HOSP-001-DEPT-ICU-kpi_003-20260428,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,EP-HOSP-001-DEPT-ICU-kpi_003-20260527,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
