decision_package_id,integrated_management_brief_id,streamlit_ready,validation_outcome,correction_classification,handover_status
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,IMB-ABBCB808,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,IMB-66982692,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,IMB-5311A3C7,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,IMB-6E77FE59,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,IMB-B06689AF,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,IMB-A20204BB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,IMB-DDBCA74A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,IMB-9B3A037A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,IMB-C72DFD31,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,IMB-C249D542,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,IMB-21A4937C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,IMB-18216C42,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,IMB-1E1235B6,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,IMB-EA925B2A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,IMB-991D1296,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,IMB-7D02BB10,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,IMB-978488DA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,IMB-DF6BD728,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,IMB-8E809419,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,IMB-C1CEA013,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,IMB-D21BCD3C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,IMB-59D32CD8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,IMB-0982DC98,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,IMB-555CD27D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,IMB-420D3178,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,IMB-03CC14C9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,IMB-90B45E10,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,IMB-6014C03B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,IMB-4476FEFB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,IMB-E4F3B3FE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,IMB-8E77B23A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,IMB-4F662426,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,IMB-1A3A1AB4,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,IMB-B44D5BA4,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,IMB-E40C31D9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,IMB-D30D7F8E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,IMB-B7461F23,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,IMB-D6EC3D87,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,IMB-F068CF87,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,IMB-749CCBF6,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,IMB-B928297C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,IMB-E83B43E8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,IMB-D41D43FE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,IMB-522BED9F,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,IMB-3A7BDA20,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,IMB-9B8EFE1F,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,IMB-8B2A1CCD,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,IMB-07E0198D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,IMB-7CB158B8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,IMB-365FADBD,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,IMB-641C9EEA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,IMB-9E410851,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,IMB-AF647C97,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,IMB-5496ED2B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,IMB-520EDF42,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,IMB-A5A04D64,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,IMB-66B1BFBE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,IMB-0464A142,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,IMB-3DD32D40,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,IMB-C5401785,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,IMB-48A31F90,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,IMB-2A0F35D2,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,IMB-E3587609,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,IMB-0AA92D43,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,IMB-373DE03B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,IMB-48377793,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,IMB-71988048,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,IMB-9EAB9324,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,IMB-3B9DA56D,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,IMB-500C91A1,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,IMB-727DC88B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,IMB-233806C3,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,IMB-5D07EFAF,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,IMB-3F5D7851,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,IMB-337E9546,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,IMB-64CB2AB1,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,IMB-7138618A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,IMB-A7DD3EA1,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,IMB-C016253B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,IMB-4660BD77,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,IMB-D455FC38,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,IMB-64F9062C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,IMB-D4D88EDC,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,IMB-0C18AC25,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,IMB-CC8A3007,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,IMB-B018B677,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,IMB-E7B29B64,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,IMB-ECC69A67,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,IMB-C37293B9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,IMB-7F9439AE,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,IMB-E32F4B41,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,IMB-1487EEE7,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,IMB-CC65321E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,IMB-E3B2359A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,IMB-E9C7C886,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,IMB-85A3369E,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,IMB-E87609BE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,IMB-1724B02D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,IMB-64A6A46F,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,IMB-2683013D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,IMB-E2BF4CC1,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,IMB-A2EF60AE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,IMB-8D728E39,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,IMB-054A37CB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,IMB-DD372116,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,IMB-B20F8E28,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,IMB-B5450655,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,IMB-DE6809A8,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,IMB-91017594,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,IMB-C214655F,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,IMB-8131CC19,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,IMB-AD0E56E9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,IMB-DF129B45,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,IMB-E6B2329C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,IMB-AF6DB0C8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,IMB-33091146,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,IMB-0C9280CF,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,IMB-D2015798,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,IMB-9DD66A55,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,IMB-97D665D7,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,IMB-44DD0CDC,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,IMB-0B54726D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,IMB-E2CC0004,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,IMB-D4C067C3,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,IMB-C948C074,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,IMB-6CA7D746,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,IMB-02295614,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,IMB-51B22CF8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,IMB-3078D9BC,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,IMB-71F36AC2,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,IMB-EB214648,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,IMB-9BAFAE33,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,IMB-3813C2AB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,IMB-8F19C026,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,IMB-5C11DD05,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,IMB-5703ACA2,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,IMB-F9D6D32D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,IMB-F98D4764,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,IMB-8136893D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,IMB-97878504,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,IMB-243F9F40,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,IMB-717EBFBB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,IMB-B64E3623,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,IMB-E896C962,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,IMB-7C1CF550,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,IMB-55A74C12,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,IMB-0A9294CB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,IMB-86EFDEA0,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,IMB-6725EF95,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,IMB-B891715F,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,IMB-D057EAE6,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,IMB-23C00AEC,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,IMB-5A6E4713,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,IMB-B43D0E86,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,IMB-C401C8A4,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,IMB-C1223CB4,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,IMB-62B3BEC9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,IMB-F98C3B1A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,IMB-BCEAEA0F,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,IMB-29DA0441,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,IMB-2260F12B,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,IMB-51EE0234,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,IMB-F823ED18,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,IMB-FC4A86D5,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,IMB-F7E0CD5B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,IMB-46B596F0,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,IMB-B153EAEC,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,IMB-1D017F60,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,IMB-1F247173,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,IMB-7A5A568B,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,IMB-9A7B75E9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,IMB-2207CA95,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,IMB-919D58F4,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,IMB-2EC732D3,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,IMB-5A25FB5E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,IMB-C9EC0273,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,IMB-9EE286A6,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,IMB-DECBBCBA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,IMB-E052EAC5,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,IMB-A8DD9275,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
