issue_id,decision_package_id,issue_type,issue_description,severity,resolution_status,governance_note
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
