management_review_id,decision_package_id,reviewer_role,reviewer_id,reviewer_name,review_timestamp,review_status,review_outcome,selected_action_id,selected_scenario_id,management_comment,conditions_imposed,evidence_reviewed_flag,financial_reviewed_flag,governance_reviewed_flag,approval_reference,audit_event_id,governance_note
MRV-DD692D68,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C922A019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7D396AC7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EABB19D9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CE9109A3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-BC826293,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FE51277C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D0BF6B1D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7DAE9ED4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3930769F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B588DB83,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7E18F392,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-94FC08DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EE881B95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-23FC24DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3CFE512C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0DA86D72,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4D8D889F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5B649208,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4576378B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-AC929A74,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8EF91177,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-62576428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9119E4B8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-2A770726,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FAFDBE82,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DE0D8FD1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-995FFDC6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CC33A6D3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-948E3946,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F32CAFDD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-573179ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-ABFF5258,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8CB6D37A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0D3E8928,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-14049C8F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EA553866,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-BE86FC6D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F86C253D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-69A680EF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1DE84617,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9546BB7B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-18E03811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-10C170DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-668F022A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-09CA686F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4DADE2C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FDBC9A81,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7DD66277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-79BD7DD7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B4CB5E01,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-A762B06E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-38805E81,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C5CA90C4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1628F618,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9BD074FA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D0B12C00,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9D60E71D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-2FFBA4DF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B460DD56,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1510834E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D90E5DA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-BD95BD22,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DAA2AB39,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-71668C36,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EC263F95,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1E3235F2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D58D1D89,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6051DE58,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3F713394,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5B4EA431,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D9E0B133,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-2CDB1063,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-A75EDC44,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6FF9078C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6747B7C1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-06C73963,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-97D0280A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C8C5E1DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6F172620,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-227433D7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3C5EC9D5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-991C0D3E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8A300751,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8FE07547,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FDA65870,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-63FD1970,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-88AD9A26,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CAAB5736,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-90D4FEEE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8CC9C1FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9B497548,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FD820214,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9B557E92,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C7E0986E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4DF37E1C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-2FFA56A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F0BB1A6B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FAEFF7A8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-16375997,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-37E0ED13,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3A5BE99E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F1FBA99C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3963752D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FDBB7E3E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-AA089671,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-50A17B95,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-13A3B344,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C974FA4F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9B2E5E91,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-20ADF549,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9B6B01CE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-73C856E3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6A05B111,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8BAAF220,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1B50447C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-33BB9207,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-11085903,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6C7A8473,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F55173A0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-13BAA4BA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-80A1D5DD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-29B9484C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-661C82A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-69C7D1A7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4E3B6147,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4D29F341,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-59DD03CC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B8EE4A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0C8E630D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9EA8676B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-2EB3D99A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-67EAE69A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CEE619FC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-823CC04D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-78416D4D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DC4ABB95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-A2C22FB2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3FB4F5AF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6BBDFB25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1C2CC33F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F2F9F848,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0B9A77AD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-935C2D7D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7FDE57C0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B373B632,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-A7E297B3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4E365A92,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
