priority_view_id,decision_package_id,approval_package_id,hospital,department,dominant_kpi,risk_tier,urgency,package_status,decision_readiness,scenario_readiness,financial_readiness,contradiction_warning,provisional_warning,top_management_question,permitted_next_action,monitoring_required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Unknown,Intensive Care Unit,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Unknown,Medical Ward,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Unknown,Medical Ward,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Unknown,Medical Ward,Bed Occupancy Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Unknown,Medical Ward,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
