management_selection_id,decision_action_routing_id,decision_package_id,eligible_action_id,selected_flag,selected_by,selected_timestamp,management_comment,approval_reference,decision_status,audit_status,governance_note
SEL-C5F02D19,DAR-EE7F041C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AF15740D,DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-82926EF2,DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9F4489F3,DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8415357B,DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A2FB1DE9,DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D98E8F3F,DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7059F35E,DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2DDBC01A,DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AA26BBF3,DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-226BE6BE,DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DE02E521,DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-57EAA0D6,DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-633833F0,DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9D192A38,DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7F3F9404,DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-198375DF,DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-82DB0334,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7AD83C62,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-91513A8C,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-51125E56,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-71AFE0C4,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9CB8BF9D,DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-34A00C0D,DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8D406E0C,DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CD7CAE82,DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-ADC416E1,DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BFBDA4EF,DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8F7F249F,DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F1EC2312,DAR-5CB86B57,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CAA4E952,DAR-3945D05F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A3A5E2E5,DAR-230E6257,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3A11D462,DAR-BDACF543,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-567BF8A7,DAR-2C12C57C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1A727BAF,DAR-942A5D94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-588A6A94,DAR-257DA3D5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-31832139,DAR-43AF3329,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-073EE7A4,DAR-AE66E7D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6EE9A1E5,DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1659CF91,DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-12BEE9B2,DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-38AFA7BF,DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-18932DDB,DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-51803856,DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F1883D20,DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-118A67AC,DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E772B1EC,DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-18D91D46,DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-64973C1E,DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-673ABBF2,DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AC6B6CE8,DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9644D9C9,DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CA6A8728,DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A83F8C59,DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B8B58F53,DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-582841C4,DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-069D2471,DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9F50DDA1,DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B88289EC,DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CF469DF4,DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1A55CA55,DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A65C173D,DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3DA8D13F,DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B903B013,DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5507F422,DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-ED80336A,DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F9B4A496,DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FDEE912C,DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E05FCB78,DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3AF14177,DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CD53BCFC,DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6038DB00,DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D09267F8,DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A438FF2D,DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-EEEB7040,DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1885A84E,DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-28B087B3,DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E28F9E1E,DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B64B31B8,DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E4C865E9,DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A4FB6535,DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-EC698BF0,DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DCA57B5A,DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C0211336,DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-595B4FD9,DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-215AEB5E,DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-960F629B,DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DD90F342,DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7A620E1F,DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DD77F11B,DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CDDC4947,DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A346AE1C,DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6A34B8B0,DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F9C0218D,DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2E5C778E,DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-06097CBA,DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3D9DDDC3,DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7CCC7B87,DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F74294C6,DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B8C00FCB,DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-81AE1572,DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-35383444,DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4FC90EF2,DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1996C1D4,DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FAF4C60D,DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F0FF7AAE,DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B23F31F9,DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7A0A67E7,DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-70491B5A,DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-814AFFCD,DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BB95F94B,DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B641D9AA,DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D224A556,DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8B3F58C5,DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9A084101,DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8713A605,DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-33E7AC03,DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8E33E753,DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C33D04B9,DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-35240431,DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-41EE6294,DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E58455FA,DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A6B2A764,DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-32F17187,DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-146FAF9D,DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CD2AFB86,DAR-772B508D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-553AEE6C,DAR-DAEF5320,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5026CE2A,DAR-88D7219F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CEEDBF73,DAR-EC9FF5B4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-EC446228,DAR-8CE27755,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-50C285CB,DAR-CD119622,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-211F63AB,DAR-2A10F2BD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BA69B400,DAR-709F8738,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FD5167B0,DAR-2D83F753,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-801C2F22,DAR-CD223EA3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F53F71C1,DAR-607EF7DD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FA30010D,DAR-E185A2D3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-08A89DDA,DAR-EDC9CDBA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A30453B4,DAR-A7576593,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A1F485BD,DAR-83045F60,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A24C697A,DAR-2693D786,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B4D7FB5B,DAR-44A1869D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
