queue_assignment_id,decision_readiness_id,decision_scorecard_id,decision_package_id,final_readiness_status,primary_queue,secondary_queue,queue_entry_date,queue_priority,queue_status,governance_note
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087347,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087404,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087464,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087522,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087580,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087636,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087693,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087750,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087809,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087866,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.087924,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.087960,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.087990,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088020,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.088049,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.088080,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.088109,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.088138,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088167,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Requires Benefit Validation,Benefit Validation Queue,,2026-07-29T13:40:33.088197,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.088225,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088256,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.088284,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.088313,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.088343,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Requires Additional Scenario Analysis,Additional Scenario Queue,,2026-07-29T13:40:33.088375,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088407,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088438,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088474,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.088523,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.088736,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.088843,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.088929,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.089006,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.089078,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.089145,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.089293,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.089548,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.089700,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.089813,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.089875,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.089918,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Requires Lineage Completion,Lineage Completion Queue,,2026-07-29T13:40:33.089957,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.089995,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090037,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090071,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090105,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090138,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090171,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090203,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090236,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090271,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090303,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090337,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090371,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090411,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090466,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090520,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090557,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090594,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090627,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090659,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090693,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090724,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.090758,Standard,Active,Exactly one primary queue assigned
