gate_id,gate_name,gate_required,gate_status,gate_result,blocking_flag,failure_reason,source_reference,required_resolution,decision_readiness_id,decision_scorecard_id,decision_package_id
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527
