integrated_management_brief_id,decision_package_id,primary_permitted_action,secondary_permitted_actions,blocked_action_summary,primary_queue,secondary_queues,responsible_role,escalation_required,escalation_status,escalation_reason
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Provide Budget Information,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Request Additional Scenario,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Validate Benefit Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Request Additional Scenario,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
