lineage_record_id,decision_package_id,approval_package_id,lineage_reference_count,lineage_complete,lineage_ids,source_phase_list,audit_traceability_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,1,1.0,Derived from Step 2D-2 lineage register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable
