transition_rule_id,decision_readiness_id,decision_package_id,current_state,eligible_next_state,transition_requirements,transition_not_executed_flag,transition_executed,execution_timestamp,executed_by,governance_note
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220-5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-1,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Requires Baseline Validation,Ready with Conditions,Baseline validation passes,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-9,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Requires Stakeholder Validation,Ready with Conditions,Stakeholder confirmation received,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-7,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Requires Evidence Completion,Ready with Conditions,Required evidence references provided,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-10,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Requires Benefit Validation,Ready with Conditions,Benefit eligibility resolved,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-9,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Requires Stakeholder Validation,Ready with Conditions,Stakeholder confirmation received,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-9,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Requires Stakeholder Validation,Ready with Conditions,Stakeholder confirmation received,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-1,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Requires Baseline Validation,Ready with Conditions,Baseline validation passes,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-11,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Requires Additional Scenario Analysis,Ready with Conditions,Additional modelling completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-1,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Requires Baseline Validation,Ready with Conditions,Baseline validation passes,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-1,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Requires Baseline Validation,Ready with Conditions,Baseline validation passes,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-9,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Requires Stakeholder Validation,Ready with Conditions,Stakeholder confirmation received,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-7,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Requires Evidence Completion,Ready with Conditions,Required evidence references provided,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-7,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Requires Evidence Completion,Ready with Conditions,Required evidence references provided,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-4,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-8,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Requires Lineage Completion,Ready with Conditions,Source-to-decision lineage completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703-5,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
