decision_action_routing_id,decision_package_id,secondary_permitted_action,assigned_flag,selected_flag,governance_note
DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5CB86B57,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5CB86B57,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-3945D05F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-3945D05F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-230E6257,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-230E6257,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-BDACF543,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-BDACF543,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-2C12C57C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-2C12C57C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-942A5D94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-942A5D94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-257DA3D5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-257DA3D5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-43AF3329,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-43AF3329,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-AE66E7D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-AE66E7D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Request Stakeholder Review,False,False,Secondary action for Requires Benefit Validation
DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Defer Decision,False,False,Secondary action for Requires Benefit Validation
DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
