queue_record_id,hospital_id,department_id,queue_date,reporting_date,reporting_month,queue_stage,arrivals_count,served_count,waiting_patient_count,average_wait_minutes,median_wait_minutes,maximum_wait_minutes,summary_source_flag,encounter_derived_flag,valid_queue_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
QUEUE-000000536,HOSP-001,DEPT-ED,2026-06-20,2026-06-20,2026-06,Radiology,124,119,5,55.5,55.0,,,,True,QUEUE-000000536,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000537,HOSP-001,DEPT-ED,2026-06-21,2026-06-21,2026-06,Triage,127,124,3,58.3,62.0,,,,True,QUEUE-000000537,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000538,HOSP-001,DEPT-ED,2026-06-22,2026-06-22,2026-06,Billing,122,119,3,55.7,57.0,,,,True,QUEUE-000000538,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000539,HOSP-001,DEPT-ED,2026-06-23,2026-06-23,2026-06,Billing,123,119,4,55.9,56.0,,,,True,QUEUE-000000539,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000540,HOSP-001,DEPT-ED,2026-06-24,2026-06-24,2026-06,Billing,107,104,3,51.9,50.0,,,,True,QUEUE-000000540,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000541,HOSP-001,DEPT-ED,2026-06-25,2026-06-25,2026-06,Pharmacy,102,102,0,54.5,56.5,,,,True,QUEUE-000000541,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000542,HOSP-001,DEPT-ED,2026-06-26,2026-06-26,2026-06,Consultation,103,99,4,56.6,60.0,,,,True,QUEUE-000000542,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000543,HOSP-001,DEPT-ED,2026-06-27,2026-06-27,2026-06,Registration,121,121,0,54.1,57.0,,,,True,QUEUE-000000543,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000544,HOSP-001,DEPT-ED,2026-06-28,2026-06-28,2026-06,Pharmacy,107,104,3,53.9,56.5,,,,True,QUEUE-000000544,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000545,HOSP-001,DEPT-ED,2026-06-29,2026-06-29,2026-06,Billing,135,132,3,54.8,55.0,,,,True,QUEUE-000000545,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000546,HOSP-001,DEPT-ED,2026-06-30,2026-06-30,2026-06,Registration,113,110,3,54.1,55.0,,,,True,QUEUE-000000546,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000547,HOSP-001,DEPT-ED,2026-07-01,2026-07-01,2026-07,Billing,145,142,3,53.3,56.0,,,,True,QUEUE-000000547,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000548,HOSP-001,DEPT-ED,2026-07-02,2026-07-02,2026-07,Consultation,128,126,2,53.9,53.5,,,,True,QUEUE-000000548,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000549,HOSP-001,DEPT-ED,2026-07-03,2026-07-03,2026-07,Billing,105,100,5,52.9,49.0,,,,True,QUEUE-000000549,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000550,HOSP-001,DEPT-ED,2026-07-04,2026-07-04,2026-07,Consultation,121,120,1,53.9,55.5,,,,True,QUEUE-000000550,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000551,HOSP-001,DEPT-ED,2026-07-05,2026-07-05,2026-07,Consultation,120,117,3,53.5,59.0,,,,True,QUEUE-000000551,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000552,HOSP-001,DEPT-ED,2026-07-06,2026-07-06,2026-07,Billing,127,121,6,53.1,52.0,,,,True,QUEUE-000000552,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000553,HOSP-001,DEPT-ED,2026-07-07,2026-07-07,2026-07,Triage,103,100,3,58.7,59.0,,,,True,QUEUE-000000553,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000554,HOSP-001,DEPT-ED,2026-07-08,2026-07-08,2026-07,Consultation,147,141,6,56.6,56.0,,,,True,QUEUE-000000554,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000555,HOSP-001,DEPT-ED,2026-07-09,2026-07-09,2026-07,Triage,119,116,3,55.9,54.0,,,,True,QUEUE-000000555,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000556,HOSP-001,DEPT-ED,2026-07-10,2026-07-10,2026-07,Pharmacy,99,95,4,58.0,58.0,,,,True,QUEUE-000000556,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000557,HOSP-001,DEPT-ED,2026-07-11,2026-07-11,2026-07,Triage,106,103,3,53.6,52.0,,,,True,QUEUE-000000557,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000558,HOSP-001,DEPT-ED,2026-07-12,2026-07-12,2026-07,Triage,116,115,1,52.0,55.0,,,,True,QUEUE-000000558,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000559,HOSP-001,DEPT-ED,2026-07-13,2026-07-13,2026-07,Consultation,114,106,8,55.8,54.5,,,,True,QUEUE-000000559,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000560,HOSP-001,DEPT-ED,2026-07-14,2026-07-14,2026-07,Pharmacy,126,124,2,56.2,55.5,,,,True,QUEUE-000000560,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000561,HOSP-001,DEPT-ED,2026-07-15,2026-07-15,2026-07,Triage,126,120,6,53.0,56.0,,,,True,QUEUE-000000561,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000562,HOSP-001,DEPT-ED,2026-07-16,2026-07-16,2026-07,Triage,110,103,7,51.1,54.0,,,,True,QUEUE-000000562,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000563,HOSP-001,DEPT-ED,2026-07-17,2026-07-17,2026-07,Billing,127,124,3,53.8,56.0,,,,True,QUEUE-000000563,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000564,HOSP-001,DEPT-ED,2026-07-18,2026-07-18,2026-07,Pharmacy,103,101,2,56.5,61.0,,,,True,QUEUE-000000564,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000565,HOSP-001,DEPT-ED,2026-07-19,2026-07-19,2026-07,Billing,122,118,4,49.4,50.5,,,,True,QUEUE-000000565,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000566,HOSP-001,DEPT-ED,2026-07-20,2026-07-20,2026-07,Pharmacy,122,116,6,58.1,61.0,,,,True,QUEUE-000000566,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000567,HOSP-001,DEPT-ED,2026-07-21,2026-07-21,2026-07,Registration,109,103,6,54.7,55.0,,,,True,QUEUE-000000567,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000568,HOSP-001,DEPT-ED,2026-07-22,2026-07-22,2026-07,Registration,122,121,1,55.6,57.0,,,,True,QUEUE-000000568,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000569,HOSP-001,DEPT-ED,2026-07-23,2026-07-23,2026-07,Consultation,111,108,3,51.5,48.5,,,,True,QUEUE-000000569,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000570,HOSP-001,DEPT-ED,2026-07-24,2026-07-24,2026-07,Triage,105,104,1,54.3,54.5,,,,True,QUEUE-000000570,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000571,HOSP-001,DEPT-ED,2026-07-25,2026-07-25,2026-07,Radiology,93,89,4,55.6,53.0,,,,True,QUEUE-000000571,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000572,HOSP-001,DEPT-ED,2026-07-26,2026-07-26,2026-07,Triage,125,121,4,55.8,56.0,,,,True,QUEUE-000000572,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000573,HOSP-001,DEPT-ED,2026-07-27,2026-07-27,2026-07,Pharmacy,129,127,2,51.4,54.0,,,,True,QUEUE-000000573,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000574,HOSP-001,DEPT-ED,2026-07-28,2026-07-28,2026-07,Billing,162,154,8,57.8,60.0,,,,True,QUEUE-000000574,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000575,HOSP-001,DEPT-ED,2026-07-29,2026-07-29,2026-07,Consultation,110,106,4,53.2,52.5,,,,True,QUEUE-000000575,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000576,HOSP-001,DEPT-ED,2026-07-30,2026-07-30,2026-07,Billing,134,133,1,55.8,59.0,,,,True,QUEUE-000000576,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000577,HOSP-001,DEPT-ED,2026-07-31,2026-07-31,2026-07,Registration,117,114,3,53.6,57.0,,,,True,QUEUE-000000577,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000578,HOSP-001,DEPT-ED,2026-08-01,2026-08-01,2026-08,Triage,124,119,5,38.4,38.0,,,,True,QUEUE-000000578,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000579,HOSP-001,DEPT-ED,2026-08-02,2026-08-02,2026-08,Triage,117,111,6,41.8,43.0,,,,True,QUEUE-000000579,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000580,HOSP-001,DEPT-ED,2026-08-03,2026-08-03,2026-08,Radiology,90,89,1,39.7,42.0,,,,True,QUEUE-000000580,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000581,HOSP-001,DEPT-ED,2026-08-04,2026-08-04,2026-08,Consultation,138,132,6,41.6,44.0,,,,True,QUEUE-000000581,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000582,HOSP-001,DEPT-ED,2026-08-05,2026-08-05,2026-08,Radiology,120,112,8,41.8,43.5,,,,True,QUEUE-000000582,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000583,HOSP-001,DEPT-ED,2026-08-06,2026-08-06,2026-08,Billing,112,108,4,38.7,39.5,,,,True,QUEUE-000000583,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000584,HOSP-001,DEPT-ED,2026-08-07,2026-08-07,2026-08,Billing,128,124,4,40.0,41.5,,,,True,QUEUE-000000584,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000585,HOSP-001,DEPT-ED,2026-08-08,2026-08-08,2026-08,Consultation,103,101,2,39.0,42.0,,,,True,QUEUE-000000585,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000586,HOSP-001,DEPT-ED,2026-08-09,2026-08-09,2026-08,Radiology,96,95,1,37.3,37.0,,,,True,QUEUE-000000586,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000587,HOSP-001,DEPT-ED,2026-08-10,2026-08-10,2026-08,Billing,106,103,3,40.8,39.0,,,,True,QUEUE-000000587,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000588,HOSP-001,DEPT-ED,2026-08-11,2026-08-11,2026-08,Triage,103,100,3,38.3,40.0,,,,True,QUEUE-000000588,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000589,HOSP-001,DEPT-ED,2026-08-12,2026-08-12,2026-08,Pharmacy,117,115,2,40.0,40.0,,,,True,QUEUE-000000589,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000590,HOSP-001,DEPT-ED,2026-08-13,2026-08-13,2026-08,Radiology,99,97,2,35.9,38.0,,,,True,QUEUE-000000590,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000591,HOSP-001,DEPT-ED,2026-08-14,2026-08-14,2026-08,Billing,111,107,4,37.9,38.0,,,,True,QUEUE-000000591,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000592,HOSP-001,DEPT-ED,2026-08-15,2026-08-15,2026-08,Billing,99,96,3,40.1,41.5,,,,True,QUEUE-000000592,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000593,HOSP-001,DEPT-ED,2026-08-16,2026-08-16,2026-08,Radiology,132,127,5,39.4,39.0,,,,True,QUEUE-000000593,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000594,HOSP-001,DEPT-ED,2026-08-17,2026-08-17,2026-08,Radiology,110,107,3,38.1,37.0,,,,True,QUEUE-000000594,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000595,HOSP-001,DEPT-ED,2026-08-18,2026-08-18,2026-08,Billing,137,129,8,40.0,42.0,,,,True,QUEUE-000000595,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000596,HOSP-001,DEPT-ED,2026-08-19,2026-08-19,2026-08,Pharmacy,98,97,1,42.1,44.0,,,,True,QUEUE-000000596,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000597,HOSP-001,DEPT-ED,2026-08-20,2026-08-20,2026-08,Billing,131,126,5,40.5,39.0,,,,True,QUEUE-000000597,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000598,HOSP-001,DEPT-ED,2026-08-21,2026-08-21,2026-08,Radiology,120,116,4,40.4,40.0,,,,True,QUEUE-000000598,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000599,HOSP-001,DEPT-ED,2026-08-22,2026-08-22,2026-08,Billing,124,123,1,41.9,44.0,,,,True,QUEUE-000000599,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000600,HOSP-001,DEPT-ED,2026-08-23,2026-08-23,2026-08,Billing,130,128,2,41.7,43.0,,,,True,QUEUE-000000600,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000601,HOSP-001,DEPT-ED,2026-08-24,2026-08-24,2026-08,Billing,124,123,1,40.2,43.0,,,,True,QUEUE-000000601,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000602,HOSP-001,DEPT-ED,2026-08-25,2026-08-25,2026-08,Triage,98,95,3,35.9,37.0,,,,True,QUEUE-000000602,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000603,HOSP-001,DEPT-ED,2026-08-26,2026-08-26,2026-08,Radiology,99,96,3,42.3,44.0,,,,True,QUEUE-000000603,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000604,HOSP-001,DEPT-ED,2026-08-27,2026-08-27,2026-08,Radiology,96,91,5,39.2,36.0,,,,True,QUEUE-000000604,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000605,HOSP-001,DEPT-ED,2026-08-28,2026-08-28,2026-08,Billing,123,117,6,42.6,45.0,,,,True,QUEUE-000000605,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000606,HOSP-001,DEPT-ED,2026-08-29,2026-08-29,2026-08,Registration,100,98,2,43.0,42.0,,,,True,QUEUE-000000606,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000607,HOSP-001,DEPT-ED,2026-08-30,2026-08-30,2026-08,Radiology,106,104,2,38.3,40.0,,,,True,QUEUE-000000607,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000608,HOSP-001,DEPT-ED,2026-08-31,2026-08-31,2026-08,Pharmacy,103,98,5,38.0,38.0,,,,True,QUEUE-000000608,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000609,HOSP-001,DEPT-ED,2026-09-01,2026-09-01,2026-09,Registration,109,105,4,42.5,45.0,,,,True,QUEUE-000000609,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000610,HOSP-001,DEPT-ED,2026-09-02,2026-09-02,2026-09,Triage,92,90,2,41.3,45.0,,,,True,QUEUE-000000610,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000611,HOSP-001,DEPT-ED,2026-09-03,2026-09-03,2026-09,Triage,122,120,2,42.7,44.5,,,,True,QUEUE-000000611,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000612,HOSP-001,DEPT-ED,2026-09-04,2026-09-04,2026-09,Consultation,128,124,4,39.1,40.0,,,,True,QUEUE-000000612,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000613,HOSP-001,DEPT-ED,2026-09-05,2026-09-05,2026-09,Registration,136,130,6,38.0,38.0,,,,True,QUEUE-000000613,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000614,HOSP-001,DEPT-ED,2026-09-06,2026-09-06,2026-09,Radiology,86,86,0,35.5,34.0,,,,True,QUEUE-000000614,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000615,HOSP-001,DEPT-ED,2026-09-07,2026-09-07,2026-09,Consultation,112,110,2,40.4,41.5,,,,True,QUEUE-000000615,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000616,HOSP-001,DEPT-ED,2026-09-08,2026-09-08,2026-09,Registration,131,128,3,41.4,42.5,,,,True,QUEUE-000000616,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000617,HOSP-001,DEPT-ED,2026-09-09,2026-09-09,2026-09,Pharmacy,125,118,7,41.3,43.0,,,,True,QUEUE-000000617,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000618,HOSP-001,DEPT-ED,2026-09-10,2026-09-10,2026-09,Registration,98,95,3,40.6,43.0,,,,True,QUEUE-000000618,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000619,HOSP-001,DEPT-ED,2026-09-11,2026-09-11,2026-09,Radiology,93,92,1,37.6,35.0,,,,True,QUEUE-000000619,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000620,HOSP-001,DEPT-ED,2026-09-12,2026-09-12,2026-09,Pharmacy,106,102,4,41.2,40.5,,,,True,QUEUE-000000620,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000621,HOSP-001,DEPT-ED,2026-09-13,2026-09-13,2026-09,Pharmacy,108,106,2,40.0,39.0,,,,True,QUEUE-000000621,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000622,HOSP-001,DEPT-ED,2026-09-14,2026-09-14,2026-09,Billing,96,89,7,37.5,38.0,,,,True,QUEUE-000000622,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000623,HOSP-001,DEPT-ED,2026-09-15,2026-09-15,2026-09,Consultation,98,95,3,40.7,42.0,,,,True,QUEUE-000000623,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000624,HOSP-001,DEPT-ED,2026-09-16,2026-09-16,2026-09,Pharmacy,99,96,3,40.7,43.0,,,,True,QUEUE-000000624,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000625,HOSP-001,DEPT-ED,2026-09-17,2026-09-17,2026-09,Radiology,99,97,2,42.6,43.0,,,,True,QUEUE-000000625,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000626,HOSP-001,DEPT-ED,2026-09-18,2026-09-18,2026-09,Triage,113,108,5,42.2,41.5,,,,True,QUEUE-000000626,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000627,HOSP-001,DEPT-ED,2026-09-19,2026-09-19,2026-09,Triage,134,133,1,40.4,41.0,,,,True,QUEUE-000000627,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000628,HOSP-001,DEPT-ED,2026-09-20,2026-09-20,2026-09,Billing,114,110,4,39.7,42.5,,,,True,QUEUE-000000628,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000629,HOSP-001,DEPT-ED,2026-09-21,2026-09-21,2026-09,Radiology,103,103,0,43.9,45.0,,,,True,QUEUE-000000629,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000630,HOSP-001,DEPT-ED,2026-09-22,2026-09-22,2026-09,Pharmacy,95,94,1,39.6,39.5,,,,True,QUEUE-000000630,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000631,HOSP-001,DEPT-ED,2026-09-23,2026-09-23,2026-09,Radiology,98,96,2,41.1,43.5,,,,True,QUEUE-000000631,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000632,HOSP-001,DEPT-ED,2026-09-24,2026-09-24,2026-09,Radiology,116,110,6,41.4,43.0,,,,True,QUEUE-000000632,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000633,HOSP-001,DEPT-ED,2026-09-25,2026-09-25,2026-09,Billing,111,106,5,40.5,40.0,,,,True,QUEUE-000000633,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000634,HOSP-001,DEPT-ED,2026-09-26,2026-09-26,2026-09,Consultation,108,107,1,39.9,42.0,,,,True,QUEUE-000000634,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000635,HOSP-001,DEPT-ED,2026-09-27,2026-09-27,2026-09,Registration,110,107,3,44.1,46.0,,,,True,QUEUE-000000635,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000636,HOSP-001,DEPT-ED,2026-09-28,2026-09-28,2026-09,Consultation,107,106,1,39.7,42.0,,,,True,QUEUE-000000636,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
