patient_flow_daily_id,hospital_id,department_id,reporting_date,reporting_month,encounter_count,completed_encounter_count,cancelled_encounter_count,left_before_service_count,official_wait_eligible_encounter_count,total_arrival_to_consultation_minutes,queue_arrivals_count,queue_served_count,queue_waiting_patient_count,queue_average_wait_minutes,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,planned_service_session_count,cancelled_service_session_count,reduced_service_session_count,extended_service_session_count,processing_run_id,validation_run_id,transformation_version,processed_datetime
PFD-HOSP-001-DEPT-ICU-20260513,HOSP-001,DEPT-ICU,2026-05-13,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,21.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260514,HOSP-001,DEPT-MED,2026-05-14,2026-05,0,0,0,0,0,,,,,,120.0,118.0,116.0,124.0,4.0,2.0,8.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260514,HOSP-001,DEPT-SURG,2026-05-14,2026-05,0,0,0,0,0,,,,,,100.0,90.0,89.0,81.0,11.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260514,HOSP-001,DEPT-ICU,2026-05-14,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,20.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260515,HOSP-001,DEPT-MED,2026-05-15,2026-05,0,0,0,0,0,,,,,,120.0,114.0,105.0,107.0,15.0,0.0,2.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260515,HOSP-001,DEPT-SURG,2026-05-15,2026-05,0,0,0,0,0,,,,,,100.0,94.0,88.0,88.0,12.0,3.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260515,HOSP-001,DEPT-ICU,2026-05-15,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,19.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260516,HOSP-001,DEPT-MED,2026-05-16,2026-05,0,0,0,0,0,,,,,,120.0,119.0,118.0,112.0,2.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260516,HOSP-001,DEPT-SURG,2026-05-16,2026-05,0,0,0,0,0,,,,,,100.0,90.0,84.0,89.0,16.0,2.0,5.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260516,HOSP-001,DEPT-ICU,2026-05-16,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,21.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260517,HOSP-001,DEPT-MED,2026-05-17,2026-05,0,0,0,0,0,,,,,,120.0,108.0,106.0,103.0,14.0,3.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260517,HOSP-001,DEPT-SURG,2026-05-17,2026-05,0,0,0,0,0,,,,,,100.0,90.0,84.0,87.0,16.0,0.0,3.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260517,HOSP-001,DEPT-ICU,2026-05-17,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,19.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260518,HOSP-001,DEPT-MED,2026-05-18,2026-05,0,0,0,0,0,,,,,,120.0,115.0,107.0,111.0,13.0,4.0,4.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260518,HOSP-001,DEPT-SURG,2026-05-18,2026-05,0,0,0,0,0,,,,,,100.0,99.0,96.0,88.0,4.0,4.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260518,HOSP-001,DEPT-ICU,2026-05-18,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,22.0,3.0,0.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260519,HOSP-001,DEPT-MED,2026-05-19,2026-05,0,0,0,0,0,,,,,,120.0,109.0,106.0,114.0,14.0,1.0,8.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260519,HOSP-001,DEPT-SURG,2026-05-19,2026-05,0,0,0,0,0,,,,,,100.0,97.0,96.0,87.0,4.0,2.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260519,HOSP-001,DEPT-ICU,2026-05-19,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,19.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260520,HOSP-001,DEPT-MED,2026-05-20,2026-05,0,0,0,0,0,,,,,,120.0,109.0,103.0,111.0,17.0,2.0,8.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260520,HOSP-001,DEPT-SURG,2026-05-20,2026-05,0,0,0,0,0,,,,,,100.0,90.0,88.0,84.0,12.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260520,HOSP-001,DEPT-ICU,2026-05-20,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,22.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260521,HOSP-001,DEPT-MED,2026-05-21,2026-05,0,0,0,0,0,,,,,,120.0,113.0,108.0,113.0,12.0,2.0,5.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260521,HOSP-001,DEPT-SURG,2026-05-21,2026-05,0,0,0,0,0,,,,,,100.0,91.0,87.0,90.0,13.0,2.0,3.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260521,HOSP-001,DEPT-ICU,2026-05-21,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,20.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260522,HOSP-001,DEPT-MED,2026-05-22,2026-05,0,0,0,0,0,,,,,,120.0,112.0,104.0,103.0,16.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260522,HOSP-001,DEPT-SURG,2026-05-22,2026-05,0,0,0,0,0,,,,,,100.0,98.0,90.0,92.0,10.0,1.0,2.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260522,HOSP-001,DEPT-ICU,2026-05-22,2026-05,0,0,0,0,0,,,,,,24.0,22.0,20.0,17.0,4.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260523,HOSP-001,DEPT-MED,2026-05-23,2026-05,0,0,0,0,0,,,,,,120.0,118.0,117.0,115.0,3.0,5.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260523,HOSP-001,DEPT-SURG,2026-05-23,2026-05,0,0,0,0,0,,,,,,100.0,97.0,93.0,94.0,7.0,2.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260523,HOSP-001,DEPT-ICU,2026-05-23,2026-05,0,0,0,0,0,,,,,,24.0,21.0,20.0,18.0,4.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260524,HOSP-001,DEPT-MED,2026-05-24,2026-05,0,0,0,0,0,,,,,,120.0,115.0,112.0,105.0,8.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260524,HOSP-001,DEPT-SURG,2026-05-24,2026-05,0,0,0,0,0,,,,,,100.0,96.0,91.0,85.0,9.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260524,HOSP-001,DEPT-ICU,2026-05-24,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,20.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260525,HOSP-001,DEPT-MED,2026-05-25,2026-05,0,0,0,0,0,,,,,,120.0,111.0,110.0,109.0,10.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260525,HOSP-001,DEPT-SURG,2026-05-25,2026-05,0,0,0,0,0,,,,,,100.0,93.0,88.0,82.0,12.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260525,HOSP-001,DEPT-ICU,2026-05-25,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,21.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260526,HOSP-001,DEPT-MED,2026-05-26,2026-05,0,0,0,0,0,,,,,,120.0,114.0,111.0,103.0,9.0,5.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260526,HOSP-001,DEPT-SURG,2026-05-26,2026-05,0,0,0,0,0,,,,,,100.0,95.0,92.0,99.0,8.0,2.0,7.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260526,HOSP-001,DEPT-ICU,2026-05-26,2026-05,0,0,0,0,0,,,,,,24.0,23.0,22.0,21.0,2.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260527,HOSP-001,DEPT-MED,2026-05-27,2026-05,0,0,0,0,0,,,,,,120.0,119.0,109.0,115.0,11.0,3.0,6.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260527,HOSP-001,DEPT-SURG,2026-05-27,2026-05,0,0,0,0,0,,,,,,100.0,93.0,88.0,91.0,12.0,4.0,3.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260527,HOSP-001,DEPT-ICU,2026-05-27,2026-05,0,0,0,0,0,,,,,,24.0,23.0,21.0,22.0,3.0,0.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260528,HOSP-001,DEPT-MED,2026-05-28,2026-05,0,0,0,0,0,,,,,,120.0,115.0,112.0,119.0,8.0,5.0,7.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260528,HOSP-001,DEPT-SURG,2026-05-28,2026-05,0,0,0,0,0,,,,,,100.0,99.0,96.0,100.0,4.0,1.0,4.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260528,HOSP-001,DEPT-ICU,2026-05-28,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,20.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260529,HOSP-001,DEPT-MED,2026-05-29,2026-05,0,0,0,0,0,,,,,,120.0,112.0,110.0,111.0,10.0,3.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260529,HOSP-001,DEPT-SURG,2026-05-29,2026-05,0,0,0,0,0,,,,,,100.0,91.0,88.0,84.0,12.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260529,HOSP-001,DEPT-ICU,2026-05-29,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,18.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260530,HOSP-001,DEPT-MED,2026-05-30,2026-05,0,0,0,0,0,,,,,,120.0,117.0,112.0,112.0,8.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260530,HOSP-001,DEPT-SURG,2026-05-30,2026-05,0,0,0,0,0,,,,,,100.0,90.0,83.0,87.0,17.0,2.0,4.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260530,HOSP-001,DEPT-ICU,2026-05-30,2026-05,0,0,0,0,0,,,,,,24.0,21.0,19.0,17.0,5.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260531,HOSP-001,DEPT-MED,2026-05-31,2026-05,0,0,0,0,0,,,,,,120.0,119.0,115.0,121.0,5.0,1.0,6.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260531,HOSP-001,DEPT-SURG,2026-05-31,2026-05,0,0,0,0,0,,,,,,100.0,90.0,85.0,74.0,15.0,3.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260531,HOSP-001,DEPT-ICU,2026-05-31,2026-05,0,0,0,0,0,,,,,,24.0,22.0,21.0,20.0,3.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260601,HOSP-001,DEPT-MED,2026-06-01,2026-06,0,0,0,0,0,,,,,,120.0,119.0,114.0,107.0,6.0,2.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260601,HOSP-001,DEPT-SURG,2026-06-01,2026-06,0,0,0,0,0,,,,,,100.0,93.0,90.0,89.0,10.0,2.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260601,HOSP-001,DEPT-ICU,2026-06-01,2026-06,0,0,0,0,0,,,,,,24.0,22.0,21.0,21.0,3.0,0.0,0.0,False,2,1,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260602,HOSP-001,DEPT-MED,2026-06-02,2026-06,0,0,0,0,0,,,,,,120.0,113.0,110.0,128.0,10.0,4.0,18.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260602,HOSP-001,DEPT-SURG,2026-06-02,2026-06,0,0,0,0,0,,,,,,100.0,95.0,87.0,88.0,13.0,3.0,1.0,True,3,0,1,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260602,HOSP-001,DEPT-ICU,2026-06-02,2026-06,0,0,0,0,0,,,,,,24.0,21.0,20.0,19.0,4.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260603,HOSP-001,DEPT-MED,2026-06-03,2026-06,0,0,0,0,0,,,,,,120.0,114.0,109.0,110.0,11.0,2.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260603,HOSP-001,DEPT-SURG,2026-06-03,2026-06,0,0,0,0,0,,,,,,100.0,96.0,91.0,99.0,9.0,1.0,8.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260603,HOSP-001,DEPT-ICU,2026-06-03,2026-06,0,0,0,0,0,,,,,,24.0,21.0,19.0,18.0,5.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260604,HOSP-001,DEPT-MED,2026-06-04,2026-06,0,0,0,0,0,,,,,,120.0,110.0,106.0,114.0,14.0,3.0,8.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260604,HOSP-001,DEPT-SURG,2026-06-04,2026-06,0,0,0,0,0,,,,,,100.0,94.0,86.0,101.0,14.0,2.0,15.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260604,HOSP-001,DEPT-ICU,2026-06-04,2026-06,0,0,0,0,0,,,,,,24.0,22.0,20.0,23.0,4.0,0.0,3.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260605,HOSP-001,DEPT-MED,2026-06-05,2026-06,0,0,0,0,0,,,,,,120.0,109.0,104.0,105.0,16.0,0.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260605,HOSP-001,DEPT-SURG,2026-06-05,2026-06,0,0,0,0,0,,,,,,100.0,90.0,86.0,84.0,14.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260605,HOSP-001,DEPT-ICU,2026-06-05,2026-06,0,0,0,0,0,,,,,,24.0,23.0,22.0,20.0,2.0,0.0,0.0,False,3,0,1,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260606,HOSP-001,DEPT-MED,2026-06-06,2026-06,0,0,0,0,0,,,,,,120.0,119.0,112.0,127.0,8.0,5.0,15.0,True,2,1,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260606,HOSP-001,DEPT-SURG,2026-06-06,2026-06,0,0,0,0,0,,,,,,100.0,90.0,86.0,83.0,14.0,0.0,0.0,False,3,0,1,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260606,HOSP-001,DEPT-ICU,2026-06-06,2026-06,0,0,0,0,0,,,,,,24.0,23.0,21.0,23.0,3.0,0.0,2.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260607,HOSP-001,DEPT-MED,2026-06-07,2026-06,0,0,0,0,0,,,,,,120.0,110.0,106.0,106.0,14.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260607,HOSP-001,DEPT-SURG,2026-06-07,2026-06,0,0,0,0,0,,,,,,100.0,90.0,89.0,96.0,11.0,0.0,7.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260607,HOSP-001,DEPT-ICU,2026-06-07,2026-06,0,0,0,0,0,,,,,,24.0,23.0,21.0,22.0,3.0,0.0,1.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260608,HOSP-001,DEPT-MED,2026-06-08,2026-06,0,0,0,0,0,,,,,,120.0,108.0,105.0,102.0,15.0,3.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260608,HOSP-001,DEPT-SURG,2026-06-08,2026-06,0,0,0,0,0,,,,,,100.0,91.0,85.0,97.0,15.0,2.0,12.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260608,HOSP-001,DEPT-ICU,2026-06-08,2026-06,0,0,0,0,0,,,,,,24.0,22.0,20.0,20.0,4.0,0.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260609,HOSP-001,DEPT-MED,2026-06-09,2026-06,0,0,0,0,0,,,,,,120.0,108.0,105.0,110.0,15.0,4.0,5.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260609,HOSP-001,DEPT-SURG,2026-06-09,2026-06,0,0,0,0,0,,,,,,100.0,96.0,88.0,86.0,12.0,1.0,0.0,False,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ICU-20260609,HOSP-001,DEPT-ICU,2026-06-09,2026-06,0,0,0,0,0,,,,,,24.0,22.0,21.0,24.0,3.0,0.0,3.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-MED-20260610,HOSP-001,DEPT-MED,2026-06-10,2026-06,0,0,0,0,0,,,,,,120.0,111.0,103.0,106.0,17.0,2.0,3.0,True,3,0,1,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-SURG-20260610,HOSP-001,DEPT-SURG,2026-06-10,2026-06,0,0,0,0,0,,,,,,100.0,96.0,93.0,109.0,7.0,3.0,16.0,True,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
