bed_capacity_record_id,hospital_id,department_id,reporting_date,reporting_month,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,overcapacity_exception_flag,overcapacity_reason,valid_bed_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
BED-000000540,HOSP-001,DEPT-ICU,2026-06-29,2026-06,24,23,22,24,2,1,2,True,True,Occupied exceeds operational capacity,True,BED-000000540,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000541,HOSP-001,DEPT-MED,2026-06-30,2026-06,120,113,107,102,13,1,0,False,False,,True,BED-000000541,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000542,HOSP-001,DEPT-SURG,2026-06-30,2026-06,100,95,94,103,6,0,9,True,True,Occupied exceeds operational capacity,True,BED-000000542,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000543,HOSP-001,DEPT-ICU,2026-06-30,2026-06,24,21,20,22,4,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000543,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000544,HOSP-001,DEPT-MED,2026-07-01,2026-07,120,108,106,101,14,5,0,False,False,,True,BED-000000544,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000545,HOSP-001,DEPT-SURG,2026-07-01,2026-07,100,99,95,91,5,0,0,False,False,,True,BED-000000545,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000546,HOSP-001,DEPT-ICU,2026-07-01,2026-07,24,22,21,23,3,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000546,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000547,HOSP-001,DEPT-MED,2026-07-02,2026-07,120,113,108,104,12,0,0,False,False,,True,BED-000000547,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000548,HOSP-001,DEPT-SURG,2026-07-02,2026-07,100,97,93,97,7,3,4,True,True,Occupied exceeds operational capacity,True,BED-000000548,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000549,HOSP-001,DEPT-ICU,2026-07-02,2026-07,24,22,21,21,3,0,0,False,False,,True,BED-000000549,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000550,HOSP-001,DEPT-MED,2026-07-03,2026-07,120,111,105,108,15,3,3,True,True,Occupied exceeds operational capacity,True,BED-000000550,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000551,HOSP-001,DEPT-SURG,2026-07-03,2026-07,100,93,88,94,12,3,6,True,True,Occupied exceeds operational capacity,True,BED-000000551,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000552,HOSP-001,DEPT-ICU,2026-07-03,2026-07,24,23,22,23,2,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000552,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000553,HOSP-001,DEPT-MED,2026-07-04,2026-07,120,114,107,126,13,2,19,True,True,Occupied exceeds operational capacity,True,BED-000000553,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000554,HOSP-001,DEPT-SURG,2026-07-04,2026-07,100,95,94,108,6,2,14,True,True,Occupied exceeds operational capacity,True,BED-000000554,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000555,HOSP-001,DEPT-ICU,2026-07-04,2026-07,24,22,20,20,4,0,0,False,False,,True,BED-000000555,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000556,HOSP-001,DEPT-MED,2026-07-05,2026-07,120,117,113,125,7,2,12,True,True,Occupied exceeds operational capacity,True,BED-000000556,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000557,HOSP-001,DEPT-SURG,2026-07-05,2026-07,100,96,93,87,7,4,0,False,False,,True,BED-000000557,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000558,HOSP-001,DEPT-ICU,2026-07-05,2026-07,24,22,20,20,4,0,0,False,False,,True,BED-000000558,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000559,HOSP-001,DEPT-MED,2026-07-06,2026-07,120,111,105,103,15,0,0,False,False,,True,BED-000000559,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000560,HOSP-001,DEPT-SURG,2026-07-06,2026-07,100,92,87,85,13,1,0,False,False,,True,BED-000000560,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000561,HOSP-001,DEPT-ICU,2026-07-06,2026-07,24,23,21,21,3,0,0,False,False,,True,BED-000000561,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000562,HOSP-001,DEPT-MED,2026-07-07,2026-07,120,109,100,114,20,1,14,True,True,Occupied exceeds operational capacity,True,BED-000000562,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000563,HOSP-001,DEPT-SURG,2026-07-07,2026-07,100,95,92,98,8,0,6,True,True,Occupied exceeds operational capacity,True,BED-000000563,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000564,HOSP-001,DEPT-ICU,2026-07-07,2026-07,24,23,21,21,3,0,0,False,False,,True,BED-000000564,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000565,HOSP-001,DEPT-MED,2026-07-08,2026-07,120,112,105,103,15,4,0,False,False,,True,BED-000000565,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000566,HOSP-001,DEPT-SURG,2026-07-08,2026-07,100,99,98,103,2,0,5,True,True,Occupied exceeds operational capacity,True,BED-000000566,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000567,HOSP-001,DEPT-ICU,2026-07-08,2026-07,24,22,21,22,3,1,1,True,True,Occupied exceeds operational capacity,True,BED-000000567,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000568,HOSP-001,DEPT-MED,2026-07-09,2026-07,120,117,109,127,11,0,18,True,True,Occupied exceeds operational capacity,True,BED-000000568,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000569,HOSP-001,DEPT-SURG,2026-07-09,2026-07,100,90,85,87,15,2,2,True,True,Occupied exceeds operational capacity,True,BED-000000569,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000570,HOSP-001,DEPT-ICU,2026-07-09,2026-07,24,22,21,23,3,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000570,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000571,HOSP-001,DEPT-MED,2026-07-10,2026-07,120,112,107,102,13,1,0,False,False,,True,BED-000000571,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000572,HOSP-001,DEPT-SURG,2026-07-10,2026-07,100,91,84,80,16,2,0,False,False,,True,BED-000000572,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000573,HOSP-001,DEPT-ICU,2026-07-10,2026-07,24,22,21,19,3,0,0,False,False,,True,BED-000000573,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000574,HOSP-001,DEPT-MED,2026-07-11,2026-07,120,108,103,121,17,1,18,True,True,Occupied exceeds operational capacity,True,BED-000000574,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000575,HOSP-001,DEPT-SURG,2026-07-11,2026-07,100,95,91,93,9,3,2,True,True,Occupied exceeds operational capacity,True,BED-000000575,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000576,HOSP-001,DEPT-ICU,2026-07-11,2026-07,24,21,20,22,4,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000576,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000577,HOSP-001,DEPT-MED,2026-07-12,2026-07,120,117,114,129,6,5,15,True,True,Occupied exceeds operational capacity,True,BED-000000577,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000578,HOSP-001,DEPT-SURG,2026-07-12,2026-07,100,95,93,89,7,3,0,False,False,,True,BED-000000578,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000579,HOSP-001,DEPT-ICU,2026-07-12,2026-07,24,21,19,22,5,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000579,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000580,HOSP-001,DEPT-MED,2026-07-13,2026-07,120,112,109,111,11,1,2,True,True,Occupied exceeds operational capacity,True,BED-000000580,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000581,HOSP-001,DEPT-SURG,2026-07-13,2026-07,100,97,95,98,5,2,3,True,True,Occupied exceeds operational capacity,True,BED-000000581,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000582,HOSP-001,DEPT-ICU,2026-07-13,2026-07,24,23,22,21,2,0,0,False,False,,True,BED-000000582,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000583,HOSP-001,DEPT-MED,2026-07-14,2026-07,120,112,106,102,14,5,0,False,False,,True,BED-000000583,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000584,HOSP-001,DEPT-SURG,2026-07-14,2026-07,100,92,88,97,12,0,9,True,True,Occupied exceeds operational capacity,True,BED-000000584,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000585,HOSP-001,DEPT-ICU,2026-07-14,2026-07,24,21,19,21,5,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000585,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000586,HOSP-001,DEPT-MED,2026-07-15,2026-07,120,109,102,112,18,2,10,True,True,Occupied exceeds operational capacity,True,BED-000000586,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000587,HOSP-001,DEPT-SURG,2026-07-15,2026-07,100,93,90,93,10,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000587,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000588,HOSP-001,DEPT-ICU,2026-07-15,2026-07,24,23,22,23,2,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000588,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000589,HOSP-001,DEPT-MED,2026-07-16,2026-07,120,110,104,113,16,0,9,True,True,Occupied exceeds operational capacity,True,BED-000000589,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000590,HOSP-001,DEPT-SURG,2026-07-16,2026-07,100,92,89,100,11,0,11,True,True,Occupied exceeds operational capacity,True,BED-000000590,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000591,HOSP-001,DEPT-ICU,2026-07-16,2026-07,24,22,21,23,3,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000591,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000592,HOSP-001,DEPT-MED,2026-07-17,2026-07,120,111,110,114,10,0,4,True,True,Occupied exceeds operational capacity,True,BED-000000592,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000593,HOSP-001,DEPT-SURG,2026-07-17,2026-07,100,93,89,99,11,2,10,True,True,Occupied exceeds operational capacity,True,BED-000000593,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000594,HOSP-001,DEPT-ICU,2026-07-17,2026-07,24,23,21,23,3,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000594,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000595,HOSP-001,DEPT-MED,2026-07-18,2026-07,120,117,109,118,11,3,9,True,True,Occupied exceeds operational capacity,True,BED-000000595,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000596,HOSP-001,DEPT-SURG,2026-07-18,2026-07,100,97,95,106,5,4,11,True,True,Occupied exceeds operational capacity,True,BED-000000596,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000597,HOSP-001,DEPT-ICU,2026-07-18,2026-07,24,23,22,20,2,1,0,False,False,,True,BED-000000597,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000598,HOSP-001,DEPT-MED,2026-07-19,2026-07,120,118,115,110,5,2,0,False,False,,True,BED-000000598,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000599,HOSP-001,DEPT-SURG,2026-07-19,2026-07,100,98,92,99,8,2,7,True,True,Occupied exceeds operational capacity,True,BED-000000599,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000600,HOSP-001,DEPT-ICU,2026-07-19,2026-07,24,22,20,22,4,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000600,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000601,HOSP-001,DEPT-MED,2026-07-20,2026-07,120,119,118,123,2,2,5,True,True,Occupied exceeds operational capacity,True,BED-000000601,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000602,HOSP-001,DEPT-SURG,2026-07-20,2026-07,100,96,93,92,7,2,0,False,False,,True,BED-000000602,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000603,HOSP-001,DEPT-ICU,2026-07-20,2026-07,24,22,21,24,3,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000603,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000604,HOSP-001,DEPT-MED,2026-07-21,2026-07,120,108,104,106,16,4,2,True,True,Occupied exceeds operational capacity,True,BED-000000604,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000605,HOSP-001,DEPT-SURG,2026-07-21,2026-07,100,99,98,111,2,3,13,True,True,Occupied exceeds operational capacity,True,BED-000000605,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000606,HOSP-001,DEPT-ICU,2026-07-21,2026-07,24,23,22,21,2,0,0,False,False,,True,BED-000000606,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000607,HOSP-001,DEPT-MED,2026-07-22,2026-07,120,111,104,121,16,0,17,True,True,Occupied exceeds operational capacity,True,BED-000000607,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000608,HOSP-001,DEPT-SURG,2026-07-22,2026-07,100,96,92,98,8,4,6,True,True,Occupied exceeds operational capacity,True,BED-000000608,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000609,HOSP-001,DEPT-ICU,2026-07-22,2026-07,24,22,20,20,4,0,0,False,False,,True,BED-000000609,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000610,HOSP-001,DEPT-MED,2026-07-23,2026-07,120,118,117,134,3,3,17,True,True,Occupied exceeds operational capacity,True,BED-000000610,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000611,HOSP-001,DEPT-SURG,2026-07-23,2026-07,100,91,89,98,11,0,9,True,True,Occupied exceeds operational capacity,True,BED-000000611,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000612,HOSP-001,DEPT-ICU,2026-07-23,2026-07,24,22,21,22,3,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000612,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000613,HOSP-001,DEPT-MED,2026-07-24,2026-07,120,108,102,96,18,2,0,False,False,,True,BED-000000613,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000614,HOSP-001,DEPT-SURG,2026-07-24,2026-07,100,90,89,85,11,0,0,False,False,,True,BED-000000614,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000615,HOSP-001,DEPT-ICU,2026-07-24,2026-07,24,22,21,24,3,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000615,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000616,HOSP-001,DEPT-MED,2026-07-25,2026-07,120,109,104,116,16,3,12,True,True,Occupied exceeds operational capacity,True,BED-000000616,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000617,HOSP-001,DEPT-SURG,2026-07-25,2026-07,100,91,90,103,10,3,13,True,True,Occupied exceeds operational capacity,True,BED-000000617,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000618,HOSP-001,DEPT-ICU,2026-07-25,2026-07,24,22,20,21,4,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000618,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000619,HOSP-001,DEPT-MED,2026-07-26,2026-07,120,110,108,106,12,0,0,False,False,,True,BED-000000619,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000620,HOSP-001,DEPT-SURG,2026-07-26,2026-07,100,95,91,87,9,2,0,False,False,,True,BED-000000620,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000621,HOSP-001,DEPT-ICU,2026-07-26,2026-07,24,22,20,23,4,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000621,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000622,HOSP-001,DEPT-MED,2026-07-27,2026-07,120,113,107,126,13,1,19,True,True,Occupied exceeds operational capacity,True,BED-000000622,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000623,HOSP-001,DEPT-SURG,2026-07-27,2026-07,100,90,87,91,13,1,4,True,True,Occupied exceeds operational capacity,True,BED-000000623,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000624,HOSP-001,DEPT-ICU,2026-07-27,2026-07,24,22,20,20,4,0,0,False,False,,True,BED-000000624,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000625,HOSP-001,DEPT-MED,2026-07-28,2026-07,120,116,112,128,8,3,16,True,True,Occupied exceeds operational capacity,True,BED-000000625,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000626,HOSP-001,DEPT-SURG,2026-07-28,2026-07,100,99,94,91,6,4,0,False,False,,True,BED-000000626,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000627,HOSP-001,DEPT-ICU,2026-07-28,2026-07,24,22,21,23,3,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000627,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000628,HOSP-001,DEPT-MED,2026-07-29,2026-07,120,118,111,108,9,3,0,False,False,,True,BED-000000628,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000629,HOSP-001,DEPT-SURG,2026-07-29,2026-07,100,90,83,86,17,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000629,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000630,HOSP-001,DEPT-ICU,2026-07-29,2026-07,24,23,21,24,3,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000630,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000631,HOSP-001,DEPT-MED,2026-07-30,2026-07,120,113,111,114,9,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000631,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000632,HOSP-001,DEPT-SURG,2026-07-30,2026-07,100,94,86,100,14,1,14,True,True,Occupied exceeds operational capacity,True,BED-000000632,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000633,HOSP-001,DEPT-ICU,2026-07-30,2026-07,24,22,21,20,3,0,0,False,False,,True,BED-000000633,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000634,HOSP-001,DEPT-MED,2026-07-31,2026-07,120,110,102,109,18,3,7,True,True,Occupied exceeds operational capacity,True,BED-000000634,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000635,HOSP-001,DEPT-SURG,2026-07-31,2026-07,100,95,91,92,9,2,1,True,True,Occupied exceeds operational capacity,True,BED-000000635,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000636,HOSP-001,DEPT-ICU,2026-07-31,2026-07,24,22,21,20,3,0,0,False,False,,True,BED-000000636,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000637,HOSP-001,DEPT-MED,2026-08-01,2026-08,120,113,110,112,10,4,2,True,True,Occupied exceeds operational capacity,True,BED-000000637,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000638,HOSP-001,DEPT-SURG,2026-08-01,2026-08,100,97,90,91,10,1,1,True,True,Occupied exceeds operational capacity,True,BED-000000638,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000639,HOSP-001,DEPT-ICU,2026-08-01,2026-08,24,23,22,18,2,0,0,False,False,,True,BED-000000639,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000640,HOSP-001,DEPT-MED,2026-08-02,2026-08,120,110,109,90,11,3,0,False,False,,True,BED-000000640,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000641,HOSP-001,DEPT-SURG,2026-08-02,2026-08,100,90,84,71,16,3,0,False,False,,True,BED-000000641,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000642,HOSP-001,DEPT-ICU,2026-08-02,2026-08,24,21,20,18,4,0,0,False,False,,True,BED-000000642,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000643,HOSP-001,DEPT-MED,2026-08-03,2026-08,120,111,104,98,16,3,0,False,False,,True,BED-000000643,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000644,HOSP-001,DEPT-SURG,2026-08-03,2026-08,100,94,93,88,7,0,0,False,False,,True,BED-000000644,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000645,HOSP-001,DEPT-ICU,2026-08-03,2026-08,24,22,21,20,3,0,0,False,False,,True,BED-000000645,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000646,HOSP-001,DEPT-MED,2026-08-04,2026-08,120,116,113,97,7,3,0,False,False,,True,BED-000000646,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
