lineage_id,processing_run_id,output_dataset,output_record_id,source_dataset,source_record_id,source_file,source_row_number,transformation_name,transformation_version,lineage_datetime
LIN-E4799A722FA1,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260406,processed_patient_complaints,COMP-00000267,patient_complaints.csv,267,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.155996
LIN-E6DF1495ACEB,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260406,processed_patient_complaints,COMP-00000270,patient_complaints.csv,270,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.156034
LIN-DF641F167EBC,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260406,processed_patient_surveys,SURV-00001329,patient_surveys.csv,1329,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.158890
LIN-AE530423D8C5,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260406,processed_patient_surveys,SURV-00001342,patient_surveys.csv,1342,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.158931
LIN-6ADB80FFC93B,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260406,processed_patient_complaints,COMP-00000268,patient_complaints.csv,268,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.161818
LIN-2AF98CA2A97C,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260406,processed_patient_complaints,COMP-00000269,patient_complaints.csv,269,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.166999
LIN-CAB0DAD3BCB7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260406,processed_patient_surveys,SURV-00001325,patient_surveys.csv,1325,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.169815
LIN-ECD549D09002,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260406,processed_patient_surveys,SURV-00001336,patient_surveys.csv,1336,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.169854
LIN-219F40ACDED2,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260406,processed_patient_surveys,SURV-00001337,patient_surveys.csv,1337,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.169882
LIN-C815BD6FF0A7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260406,processed_patient_complaints,COMP-00000271,patient_complaints.csv,271,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.172154
LIN-DBB8C938AB41,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260406,processed_patient_surveys,SURV-00001332,patient_surveys.csv,1332,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.174855
LIN-463F67E3C6DE,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260406,processed_patient_surveys,SURV-00001338,patient_surveys.csv,1338,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.174893
LIN-148D8F7D5992,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260406,processed_patient_surveys,SURV-00001340,patient_surveys.csv,1340,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.174920
LIN-C44E44D01AE5,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260407,processed_patient_complaints,COMP-00000272,patient_complaints.csv,272,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.178066
LIN-FE1804DABE66,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260407,processed_patient_complaints,COMP-00000273,patient_complaints.csv,273,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.183619
LIN-785F800F0029,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260407,processed_patient_complaints,COMP-00000275,patient_complaints.csv,275,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.183661
LIN-4049803D1FCD,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260407,processed_patient_complaints,COMP-00000274,patient_complaints.csv,274,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.188458
LIN-A0EC566C517B,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260407,processed_patient_surveys,SURV-00001350,patient_surveys.csv,1350,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.191216
LIN-B2B2F75596F9,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-MED-20260408,processed_patient_complaints,COMP-00000276,patient_complaints.csv,276,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.194184
LIN-439935E136D5,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-MED-20260408,processed_patient_complaints,COMP-00000278,patient_complaints.csv,278,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.194232
LIN-2280F10512BE,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-MED-20260408,processed_patient_surveys,SURV-00001357,patient_surveys.csv,1357,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.197229
LIN-4A380DF42CD7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260408,processed_patient_complaints,COMP-00000277,patient_complaints.csv,277,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.199552
LIN-124662B52BED,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260408,processed_patient_surveys,SURV-00001358,patient_surveys.csv,1358,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.202168
LIN-8FC3754224FB,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260408,processed_patient_surveys,SURV-00001362,patient_surveys.csv,1362,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.202206
LIN-A6ED4A55A196,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260408,processed_patient_surveys,SURV-00001368,patient_surveys.csv,1368,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.202232
LIN-D1C9CE2BFCE2,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260408,processed_patient_surveys,SURV-00001370,patient_surveys.csv,1370,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.202256
LIN-240A79A4F41F,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260408,processed_patient_complaints,COMP-00000279,patient_complaints.csv,279,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.204301
LIN-8424C7E8D3B0,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260408,processed_patient_surveys,SURV-00001367,patient_surveys.csv,1367,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.206776
LIN-52ED819AC2F0,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260408,processed_patient_surveys,SURV-00001371,patient_surveys.csv,1371,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.206811
LIN-BD0651BF1E7A,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260408,processed_patient_complaints,COMP-00000280,patient_complaints.csv,280,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.208969
LIN-354DE4CB2DFD,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260408,processed_patient_surveys,SURV-00001360,patient_surveys.csv,1360,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.212451
LIN-8B287491576F,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260409,processed_patient_complaints,COMP-00000281,patient_complaints.csv,281,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.214972
LIN-57293FABF063,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260409,processed_patient_complaints,COMP-00000284,patient_complaints.csv,284,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.215010
LIN-867B0D51820F,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260409,processed_patient_complaints,COMP-00000285,patient_complaints.csv,285,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.215039
LIN-5EB9F3FC1057,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260409,processed_patient_surveys,SURV-00001385,patient_surveys.csv,1385,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.217766
LIN-2829128890FE,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260409,processed_patient_surveys,SURV-00001388,patient_surveys.csv,1388,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.217801
LIN-5E6F701FE629,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260409,processed_patient_complaints,COMP-00000282,patient_complaints.csv,282,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.219914
LIN-1FC0A1E8FC00,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260409,processed_patient_surveys,SURV-00001375,patient_surveys.csv,1375,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.222528
LIN-AFD630A535DF,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260409,processed_patient_surveys,SURV-00001377,patient_surveys.csv,1377,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.222562
LIN-9D3096E98FDD,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260409,processed_patient_surveys,SURV-00001379,patient_surveys.csv,1379,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.222586
LIN-AEC496B59CCD,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260409,processed_patient_complaints,COMP-00000283,patient_complaints.csv,283,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.224600
LIN-5940CC2AEA3B,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260409,processed_patient_surveys,SURV-00001373,patient_surveys.csv,1373,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.228263
LIN-E00829C5463D,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260409,processed_patient_surveys,SURV-00001381,patient_surveys.csv,1381,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.228309
LIN-F60F4E77BAA4,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260410,processed_patient_complaints,COMP-00000286,patient_complaints.csv,286,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.230917
LIN-70E24C864B39,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260410,processed_patient_complaints,COMP-00000287,patient_complaints.csv,287,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.235679
LIN-D5C0646C4424,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260410,processed_patient_complaints,COMP-00000290,patient_complaints.csv,290,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.235715
LIN-D68FECEA1018,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260410,processed_patient_surveys,SURV-00001392,patient_surveys.csv,1392,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.238248
LIN-17BC4300C72F,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260410,processed_patient_surveys,SURV-00001394,patient_surveys.csv,1394,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.238283
LIN-60FFA85E540A,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260410,processed_patient_surveys,SURV-00001397,patient_surveys.csv,1397,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.238307
LIN-EA1A432D2269,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260410,processed_patient_complaints,COMP-00000288,patient_complaints.csv,288,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.240365
LIN-994E144133FF,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260410,processed_patient_surveys,SURV-00001391,patient_surveys.csv,1391,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.244679
LIN-DBF44C8357AA,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260410,processed_patient_complaints,COMP-00000289,patient_complaints.csv,289,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.247561
LIN-5F3D3CADF4B5,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-MED-20260410,processed_patient_complaints,COMP-00000291,patient_complaints.csv,291,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.253001
LIN-8AD7B605DF12,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-MED-20260410,processed_patient_surveys,SURV-00001389,patient_surveys.csv,1389,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.256385
LIN-8C1066AA133A,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-MED-20260410,processed_patient_surveys,SURV-00001395,patient_surveys.csv,1395,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.256434
LIN-D2FF5DC25D4D,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260411,processed_patient_complaints,COMP-00000292,patient_complaints.csv,292,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.259323
LIN-9C5A0D9C1387,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260411,processed_patient_surveys,SURV-00001400,patient_surveys.csv,1400,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.263284
LIN-0FE767753764,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260411,processed_patient_surveys,SURV-00001404,patient_surveys.csv,1404,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.263333
LIN-4A7DC34B44F1,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260411,processed_patient_surveys,SURV-00001413,patient_surveys.csv,1413,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.263362
LIN-C0161847CB00,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260411,processed_patient_surveys,SURV-00001414,patient_surveys.csv,1414,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.263388
LIN-74E80253CE99,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260411,processed_patient_complaints,COMP-00000293,patient_complaints.csv,293,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.266301
LIN-4629BB0030B7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260411,processed_patient_surveys,SURV-00001402,patient_surveys.csv,1402,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.269443
LIN-142C071C5FF0,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260411,processed_patient_surveys,SURV-00001407,patient_surveys.csv,1407,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.269486
LIN-5083735EF977,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260411,processed_patient_surveys,SURV-00001416,patient_surveys.csv,1416,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.269511
LIN-65B626E91201,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260412,processed_patient_complaints,COMP-00000294,patient_complaints.csv,294,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.272284
LIN-7DC358132823,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260412,processed_patient_complaints,COMP-00000297,patient_complaints.csv,297,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.272325
LIN-483A7EB37C19,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260412,processed_patient_surveys,SURV-00001430,patient_surveys.csv,1430,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.278987
LIN-040471349255,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260412,processed_patient_surveys,SURV-00001432,patient_surveys.csv,1432,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.279122
LIN-D565C0FC9368,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260412,processed_patient_complaints,COMP-00000295,patient_complaints.csv,295,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.285505
LIN-8CDC8A51C808,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260412,processed_patient_complaints,COMP-00000298,patient_complaints.csv,298,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.285555
LIN-ECA3563ADFB3,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ICU-20260412,processed_patient_surveys,SURV-00001427,patient_surveys.csv,1427,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.289056
LIN-BDD5E8F41CC7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260412,processed_patient_complaints,COMP-00000296,patient_complaints.csv,296,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.291958
LIN-789996F3F46D,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260412,processed_patient_surveys,SURV-00001423,patient_surveys.csv,1423,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.300818
LIN-F6AD1CA9DB6E,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260412,processed_patient_complaints,COMP-00000299,patient_complaints.csv,299,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.304283
LIN-D771F38FCDA4,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260412,processed_patient_surveys,SURV-00001418,patient_surveys.csv,1418,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.307850
LIN-5154D83D7548,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260412,processed_patient_surveys,SURV-00001424,patient_surveys.csv,1424,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.307897
LIN-19881D35AAD3,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260412,processed_patient_surveys,SURV-00001428,patient_surveys.csv,1428,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.307927
LIN-C0CF33C0A20B,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260412,processed_patient_surveys,SURV-00001429,patient_surveys.csv,1429,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.307954
LIN-EC453B3E442C,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260413,processed_patient_complaints,COMP-00000300,patient_complaints.csv,300,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.315224
LIN-59E391128DB7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260413,processed_patient_surveys,SURV-00001442,patient_surveys.csv,1442,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.319659
LIN-9B5510618CCA,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260413,processed_patient_surveys,SURV-00001443,patient_surveys.csv,1443,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.319713
LIN-90535AB06A4C,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260413,processed_patient_surveys,SURV-00001447,patient_surveys.csv,1447,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.319745
LIN-B01B50E8662D,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260413,processed_patient_surveys,SURV-00001448,patient_surveys.csv,1448,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.319772
LIN-37AE501E64B4,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260413,processed_patient_complaints,COMP-00000301,patient_complaints.csv,301,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.323722
LIN-5BB54BCD9B45,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260413,processed_patient_complaints,COMP-00000303,patient_complaints.csv,303,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.323780
LIN-403A696A13E6,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260413,processed_patient_surveys,SURV-00001434,patient_surveys.csv,1434,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.330921
LIN-315C3D7554FB,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ED-20260413,processed_patient_surveys,SURV-00001438,patient_surveys.csv,1438,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.330973
LIN-23D8C3F85F1B,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260413,processed_patient_complaints,COMP-00000302,patient_complaints.csv,302,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.333826
LIN-E662DDA9EEDA,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260413,processed_patient_surveys,SURV-00001435,patient_surveys.csv,1435,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.337364
LIN-A30852F97663,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260413,processed_patient_surveys,SURV-00001440,patient_surveys.csv,1440,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.337411
LIN-A01E8E6B6861,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260413,processed_patient_complaints,COMP-00000304,patient_complaints.csv,304,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.340200
LIN-E7D1612505B2,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260414,processed_patient_complaints,COMP-00000305,patient_complaints.csv,305,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.349687
LIN-48F80B74ED53,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260414,processed_patient_complaints,COMP-00000307,patient_complaints.csv,307,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.349734
LIN-0F6DEE2847EF,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260414,processed_patient_surveys,SURV-00001460,patient_surveys.csv,1460,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.352905
LIN-89CD3DA1F233,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-DIAG-20260414,processed_patient_surveys,SURV-00001464,patient_surveys.csv,1464,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.352949
LIN-4044FEFA7706,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260414,processed_patient_complaints,COMP-00000306,patient_complaints.csv,306,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.355727
LIN-F703F4C87F4F,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260414,processed_patient_surveys,SURV-00001452,patient_surveys.csv,1452,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.359972
LIN-84185839CBAA,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260414,processed_patient_surveys,SURV-00001459,patient_surveys.csv,1459,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.360119
LIN-243AC6A58AD7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-PEX-20260414,processed_patient_surveys,SURV-00001462,patient_surveys.csv,1462,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.360215
LIN-BD381E5063B7,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260414,processed_patient_complaints,COMP-00000308,patient_complaints.csv,308,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.364184
LIN-0E26C2E504DB,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-SURG-20260414,processed_patient_surveys,SURV-00001453,patient_surveys.csv,1453,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.367329
LIN-D556C700962E,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260414,processed_patient_complaints,COMP-00000309,patient_complaints.csv,309,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.370025
LIN-01DA58FC6F89,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260414,processed_patient_surveys,SURV-00001454,patient_surveys.csv,1454,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.373359
LIN-1DE3CC87D7B9,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260414,processed_patient_surveys,SURV-00001458,patient_surveys.csv,1458,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.373403
LIN-5478313345E4,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-OPC-20260414,processed_patient_surveys,SURV-00001461,patient_surveys.csv,1461,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.373431
LIN-03CDD315296F,PROC-PEX-8337749CCBE7,processed_patient_experience_daily,PEX-HOSP-001-DEPT-ADM-20260415,processed_patient_complaints,COMP-00000310,patient_complaints.csv,310,patient_experience_daily_build,2D-4.0,2026-07-26T22:04:50.376958
