schedule_id,hospital_id,department_id,service_date,planned_start_time,planned_end_time,planned_hours,planned_capacity,schedule_status,shift_code,source_system,created_at
SCH-00003725,HOSP-001,DEPT-OPC,2026-06-05,15:00:00,23:00:00,8.0,0,Cancelled,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003726,HOSP-001,DEPT-OPC,2026-06-05,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003727,HOSP-001,DEPT-MED,2026-06-05,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003728,HOSP-001,DEPT-MED,2026-06-05,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003729,HOSP-001,DEPT-MED,2026-06-05,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003730,HOSP-001,DEPT-SURG,2026-06-05,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003731,HOSP-001,DEPT-SURG,2026-06-05,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003732,HOSP-001,DEPT-SURG,2026-06-05,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003733,HOSP-001,DEPT-ICU,2026-06-05,07:00:00,15:00:00,8.0,12,Reduced,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003734,HOSP-001,DEPT-ICU,2026-06-05,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003735,HOSP-001,DEPT-ICU,2026-06-05,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003736,HOSP-001,DEPT-DIAG,2026-06-05,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003737,HOSP-001,DEPT-DIAG,2026-06-05,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003738,HOSP-001,DEPT-DIAG,2026-06-05,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003739,HOSP-001,DEPT-PEX,2026-06-05,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003740,HOSP-001,DEPT-PEX,2026-06-05,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003741,HOSP-001,DEPT-PEX,2026-06-05,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003742,HOSP-001,DEPT-ADM,2026-06-05,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003743,HOSP-001,DEPT-ADM,2026-06-05,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003744,HOSP-001,DEPT-ADM,2026-06-05,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003745,HOSP-001,DEPT-ED,2026-06-06,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003746,HOSP-001,DEPT-ED,2026-06-06,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003747,HOSP-001,DEPT-ED,2026-06-06,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003748,HOSP-001,DEPT-OPC,2026-06-06,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003749,HOSP-001,DEPT-OPC,2026-06-06,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003750,HOSP-001,DEPT-OPC,2026-06-06,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003751,HOSP-001,DEPT-MED,2026-06-06,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003752,HOSP-001,DEPT-MED,2026-06-06,15:00:00,23:00:00,8.0,0,Cancelled,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003753,HOSP-001,DEPT-MED,2026-06-06,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003754,HOSP-001,DEPT-SURG,2026-06-06,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003755,HOSP-001,DEPT-SURG,2026-06-06,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003756,HOSP-001,DEPT-SURG,2026-06-06,23:00:00,07:00:00,8.0,50,Reduced,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003757,HOSP-001,DEPT-ICU,2026-06-06,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003758,HOSP-001,DEPT-ICU,2026-06-06,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003759,HOSP-001,DEPT-ICU,2026-06-06,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003760,HOSP-001,DEPT-DIAG,2026-06-06,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003761,HOSP-001,DEPT-DIAG,2026-06-06,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003762,HOSP-001,DEPT-DIAG,2026-06-06,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003763,HOSP-001,DEPT-PEX,2026-06-06,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003764,HOSP-001,DEPT-PEX,2026-06-06,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003765,HOSP-001,DEPT-PEX,2026-06-06,23:00:00,07:00:00,8.0,0,Cancelled,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003766,HOSP-001,DEPT-ADM,2026-06-06,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003767,HOSP-001,DEPT-ADM,2026-06-06,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003768,HOSP-001,DEPT-ADM,2026-06-06,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003769,HOSP-001,DEPT-ED,2026-06-07,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003770,HOSP-001,DEPT-ED,2026-06-07,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003771,HOSP-001,DEPT-ED,2026-06-07,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003772,HOSP-001,DEPT-OPC,2026-06-07,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003773,HOSP-001,DEPT-OPC,2026-06-07,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003774,HOSP-001,DEPT-OPC,2026-06-07,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003775,HOSP-001,DEPT-MED,2026-06-07,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003776,HOSP-001,DEPT-MED,2026-06-07,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003777,HOSP-001,DEPT-MED,2026-06-07,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003778,HOSP-001,DEPT-SURG,2026-06-07,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003779,HOSP-001,DEPT-SURG,2026-06-07,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003780,HOSP-001,DEPT-SURG,2026-06-07,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003781,HOSP-001,DEPT-ICU,2026-06-07,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003782,HOSP-001,DEPT-ICU,2026-06-07,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003783,HOSP-001,DEPT-ICU,2026-06-07,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003784,HOSP-001,DEPT-DIAG,2026-06-07,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003785,HOSP-001,DEPT-DIAG,2026-06-07,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003786,HOSP-001,DEPT-DIAG,2026-06-07,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003787,HOSP-001,DEPT-PEX,2026-06-07,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003788,HOSP-001,DEPT-PEX,2026-06-07,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003789,HOSP-001,DEPT-PEX,2026-06-07,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003790,HOSP-001,DEPT-ADM,2026-06-07,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003791,HOSP-001,DEPT-ADM,2026-06-07,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003792,HOSP-001,DEPT-ADM,2026-06-07,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003793,HOSP-001,DEPT-ED,2026-06-08,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003794,HOSP-001,DEPT-ED,2026-06-08,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003795,HOSP-001,DEPT-ED,2026-06-08,23:00:00,07:00:00,8.0,0,Cancelled,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003796,HOSP-001,DEPT-OPC,2026-06-08,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003797,HOSP-001,DEPT-OPC,2026-06-08,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003798,HOSP-001,DEPT-OPC,2026-06-08,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003799,HOSP-001,DEPT-MED,2026-06-08,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003800,HOSP-001,DEPT-MED,2026-06-08,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003801,HOSP-001,DEPT-MED,2026-06-08,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003802,HOSP-001,DEPT-SURG,2026-06-08,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003803,HOSP-001,DEPT-SURG,2026-06-08,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003804,HOSP-001,DEPT-SURG,2026-06-08,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003805,HOSP-001,DEPT-ICU,2026-06-08,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003806,HOSP-001,DEPT-ICU,2026-06-08,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003807,HOSP-001,DEPT-ICU,2026-06-08,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003808,HOSP-001,DEPT-DIAG,2026-06-08,07:00:00,15:00:00,8.0,30,Reduced,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003809,HOSP-001,DEPT-DIAG,2026-06-08,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003810,HOSP-001,DEPT-DIAG,2026-06-08,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003811,HOSP-001,DEPT-PEX,2026-06-08,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003812,HOSP-001,DEPT-PEX,2026-06-08,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003813,HOSP-001,DEPT-PEX,2026-06-08,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003814,HOSP-001,DEPT-ADM,2026-06-08,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003815,HOSP-001,DEPT-ADM,2026-06-08,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003816,HOSP-001,DEPT-ADM,2026-06-08,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003817,HOSP-001,DEPT-ED,2026-06-09,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003818,HOSP-001,DEPT-ED,2026-06-09,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003819,HOSP-001,DEPT-ED,2026-06-09,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003820,HOSP-001,DEPT-OPC,2026-06-09,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003821,HOSP-001,DEPT-OPC,2026-06-09,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003822,HOSP-001,DEPT-OPC,2026-06-09,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003823,HOSP-001,DEPT-MED,2026-06-09,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003824,HOSP-001,DEPT-MED,2026-06-09,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003825,HOSP-001,DEPT-MED,2026-06-09,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003826,HOSP-001,DEPT-SURG,2026-06-09,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003827,HOSP-001,DEPT-SURG,2026-06-09,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003828,HOSP-001,DEPT-SURG,2026-06-09,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003829,HOSP-001,DEPT-ICU,2026-06-09,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003830,HOSP-001,DEPT-ICU,2026-06-09,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003831,HOSP-001,DEPT-ICU,2026-06-09,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003832,HOSP-001,DEPT-DIAG,2026-06-09,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003833,HOSP-001,DEPT-DIAG,2026-06-09,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003834,HOSP-001,DEPT-DIAG,2026-06-09,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003835,HOSP-001,DEPT-PEX,2026-06-09,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003836,HOSP-001,DEPT-PEX,2026-06-09,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003837,HOSP-001,DEPT-PEX,2026-06-09,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003838,HOSP-001,DEPT-ADM,2026-06-09,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003839,HOSP-001,DEPT-ADM,2026-06-09,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003840,HOSP-001,DEPT-ADM,2026-06-09,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003841,HOSP-001,DEPT-ED,2026-06-10,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003842,HOSP-001,DEPT-ED,2026-06-10,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003843,HOSP-001,DEPT-ED,2026-06-10,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003844,HOSP-001,DEPT-OPC,2026-06-10,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003845,HOSP-001,DEPT-OPC,2026-06-10,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003846,HOSP-001,DEPT-OPC,2026-06-10,23:00:00,07:00:00,8.0,60,Reduced,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003847,HOSP-001,DEPT-MED,2026-06-10,07:00:00,15:00:00,8.0,60,Reduced,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003848,HOSP-001,DEPT-MED,2026-06-10,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003849,HOSP-001,DEPT-MED,2026-06-10,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003850,HOSP-001,DEPT-SURG,2026-06-10,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003851,HOSP-001,DEPT-SURG,2026-06-10,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003852,HOSP-001,DEPT-SURG,2026-06-10,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003853,HOSP-001,DEPT-ICU,2026-06-10,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003854,HOSP-001,DEPT-ICU,2026-06-10,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003855,HOSP-001,DEPT-ICU,2026-06-10,23:00:00,07:00:00,8.0,12,Reduced,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003856,HOSP-001,DEPT-DIAG,2026-06-10,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003857,HOSP-001,DEPT-DIAG,2026-06-10,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003858,HOSP-001,DEPT-DIAG,2026-06-10,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003859,HOSP-001,DEPT-PEX,2026-06-10,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003860,HOSP-001,DEPT-PEX,2026-06-10,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003861,HOSP-001,DEPT-PEX,2026-06-10,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003862,HOSP-001,DEPT-ADM,2026-06-10,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003863,HOSP-001,DEPT-ADM,2026-06-10,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003864,HOSP-001,DEPT-ADM,2026-06-10,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003865,HOSP-001,DEPT-ED,2026-06-11,07:00:00,15:00:00,8.0,0,Cancelled,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003866,HOSP-001,DEPT-ED,2026-06-11,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003867,HOSP-001,DEPT-ED,2026-06-11,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003868,HOSP-001,DEPT-OPC,2026-06-11,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003869,HOSP-001,DEPT-OPC,2026-06-11,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003870,HOSP-001,DEPT-OPC,2026-06-11,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003871,HOSP-001,DEPT-MED,2026-06-11,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003872,HOSP-001,DEPT-MED,2026-06-11,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003873,HOSP-001,DEPT-MED,2026-06-11,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003874,HOSP-001,DEPT-SURG,2026-06-11,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003875,HOSP-001,DEPT-SURG,2026-06-11,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003876,HOSP-001,DEPT-SURG,2026-06-11,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003877,HOSP-001,DEPT-ICU,2026-06-11,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003878,HOSP-001,DEPT-ICU,2026-06-11,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003879,HOSP-001,DEPT-ICU,2026-06-11,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003880,HOSP-001,DEPT-DIAG,2026-06-11,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003881,HOSP-001,DEPT-DIAG,2026-06-11,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003882,HOSP-001,DEPT-DIAG,2026-06-11,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003883,HOSP-001,DEPT-PEX,2026-06-11,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003884,HOSP-001,DEPT-PEX,2026-06-11,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003885,HOSP-001,DEPT-PEX,2026-06-11,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003886,HOSP-001,DEPT-ADM,2026-06-11,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003887,HOSP-001,DEPT-ADM,2026-06-11,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003888,HOSP-001,DEPT-ADM,2026-06-11,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003889,HOSP-001,DEPT-ED,2026-06-12,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003890,HOSP-001,DEPT-ED,2026-06-12,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003891,HOSP-001,DEPT-ED,2026-06-12,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003892,HOSP-001,DEPT-OPC,2026-06-12,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00003893,HOSP-001,DEPT-OPC,2026-06-12,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
