analytical_record_id,hospital_id,department_id,reporting_date,reporting_month,reporting_year,kpi_id,kpi_name,domain,numerator_value,denominator_value,kpi_value,unit,calculation_status,readiness_status,threshold_status,threshold_version,threshold_approval_status,threshold_is_provisional,configuration_version,data_confidence_level,confidence_rule_version,source_dataset,source_record_id,calculation_run_id,calculated_at
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260709,HOSP-001,DEPT-ICU,2026-07-09,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260709,PEX-KPI-DCF120177644,2026-07-27T14:43:38.855255
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260709,HOSP-001,DEPT-ICU,2026-07-09,,,kpi_006,Patient Satisfaction Score,Patient Experience,14.0,4.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260709,PEX-KPI-DCF120177644,2026-07-27T14:43:38.857570
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260710,HOSP-001,DEPT-ICU,2026-07-10,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260710,PEX-KPI-DCF120177644,2026-07-27T14:43:38.862496
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260710,HOSP-001,DEPT-ICU,2026-07-10,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260710,PEX-KPI-DCF120177644,2026-07-27T14:43:38.864656
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260711,HOSP-001,DEPT-ICU,2026-07-11,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260711,PEX-KPI-DCF120177644,2026-07-27T14:43:38.871036
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260711,HOSP-001,DEPT-ICU,2026-07-11,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260711,PEX-KPI-DCF120177644,2026-07-27T14:43:38.873210
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260712,HOSP-001,DEPT-ICU,2026-07-12,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260712,PEX-KPI-DCF120177644,2026-07-27T14:43:38.877803
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260712,HOSP-001,DEPT-ICU,2026-07-12,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260712,PEX-KPI-DCF120177644,2026-07-27T14:43:38.879941
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260713,HOSP-001,DEPT-ICU,2026-07-13,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260713,PEX-KPI-DCF120177644,2026-07-27T14:43:38.885663
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260713,HOSP-001,DEPT-ICU,2026-07-13,,,kpi_006,Patient Satisfaction Score,Patient Experience,,0.0,,Score (1-5 scale),Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260713,PEX-KPI-DCF120177644,2026-07-27T14:43:38.887876
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260714,HOSP-001,DEPT-ICU,2026-07-14,,,kpi_005,Patient Complaint Rate,Patient Experience,,,,Complaints per 1000 encounters,Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260714,PEX-KPI-DCF120177644,2026-07-27T14:43:38.890273
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260714,HOSP-001,DEPT-ICU,2026-07-14,,,kpi_006,Patient Satisfaction Score,Patient Experience,,,,Score (1-5 scale),Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260714,PEX-KPI-DCF120177644,2026-07-27T14:43:38.892390
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260715,HOSP-001,DEPT-ICU,2026-07-15,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260715,PEX-KPI-DCF120177644,2026-07-27T14:43:38.895058
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260715,HOSP-001,DEPT-ICU,2026-07-15,,,kpi_006,Patient Satisfaction Score,Patient Experience,17.0,5.0,3.4,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260715,PEX-KPI-DCF120177644,2026-07-27T14:43:38.897237
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260716,HOSP-001,DEPT-ICU,2026-07-16,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260716,PEX-KPI-DCF120177644,2026-07-27T14:43:38.903755
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260716,HOSP-001,DEPT-ICU,2026-07-16,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260716,PEX-KPI-DCF120177644,2026-07-27T14:43:38.905955
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260717,HOSP-001,DEPT-ICU,2026-07-17,,,kpi_005,Patient Complaint Rate,Patient Experience,,,,Complaints per 1000 encounters,Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260717,PEX-KPI-DCF120177644,2026-07-27T14:43:38.910701
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260717,HOSP-001,DEPT-ICU,2026-07-17,,,kpi_006,Patient Satisfaction Score,Patient Experience,,,,Score (1-5 scale),Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260717,PEX-KPI-DCF120177644,2026-07-27T14:43:38.912879
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260718,HOSP-001,DEPT-ICU,2026-07-18,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260718,PEX-KPI-DCF120177644,2026-07-27T14:43:38.915350
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260718,HOSP-001,DEPT-ICU,2026-07-18,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260718,PEX-KPI-DCF120177644,2026-07-27T14:43:38.919148
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260719,HOSP-001,DEPT-ICU,2026-07-19,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260719,PEX-KPI-DCF120177644,2026-07-27T14:43:38.923816
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260719,HOSP-001,DEPT-ICU,2026-07-19,,,kpi_006,Patient Satisfaction Score,Patient Experience,14.0,4.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260719,PEX-KPI-DCF120177644,2026-07-27T14:43:38.925909
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260720,HOSP-001,DEPT-ICU,2026-07-20,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260720,PEX-KPI-DCF120177644,2026-07-27T14:43:38.930262
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260720,HOSP-001,DEPT-ICU,2026-07-20,,,kpi_006,Patient Satisfaction Score,Patient Experience,,0.0,,Score (1-5 scale),Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260720,PEX-KPI-DCF120177644,2026-07-27T14:43:38.933658
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260721,HOSP-001,DEPT-ICU,2026-07-21,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260721,PEX-KPI-DCF120177644,2026-07-27T14:43:38.937115
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260721,HOSP-001,DEPT-ICU,2026-07-21,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260721,PEX-KPI-DCF120177644,2026-07-27T14:43:38.939275
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260722,HOSP-001,DEPT-ICU,2026-07-22,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260722,PEX-KPI-DCF120177644,2026-07-27T14:43:38.943297
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260722,HOSP-001,DEPT-ICU,2026-07-22,,,kpi_006,Patient Satisfaction Score,Patient Experience,10.0,3.0,3.3333333333333335,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260722,PEX-KPI-DCF120177644,2026-07-27T14:43:38.945224
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260723,HOSP-001,DEPT-ICU,2026-07-23,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260723,PEX-KPI-DCF120177644,2026-07-27T14:43:38.951249
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260723,HOSP-001,DEPT-ICU,2026-07-23,,,kpi_006,Patient Satisfaction Score,Patient Experience,5.0,2.0,2.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260723,PEX-KPI-DCF120177644,2026-07-27T14:43:38.956240
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260724,HOSP-001,DEPT-ICU,2026-07-24,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260724,PEX-KPI-DCF120177644,2026-07-27T14:43:38.964576
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260724,HOSP-001,DEPT-ICU,2026-07-24,,,kpi_006,Patient Satisfaction Score,Patient Experience,5.0,2.0,2.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260724,PEX-KPI-DCF120177644,2026-07-27T14:43:38.970077
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260725,HOSP-001,DEPT-ICU,2026-07-25,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260725,PEX-KPI-DCF120177644,2026-07-27T14:43:38.976561
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260725,HOSP-001,DEPT-ICU,2026-07-25,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260725,PEX-KPI-DCF120177644,2026-07-27T14:43:38.979196
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260726,HOSP-001,DEPT-ICU,2026-07-26,,,kpi_005,Patient Complaint Rate,Patient Experience,,,,Complaints per 1000 encounters,Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260726,PEX-KPI-DCF120177644,2026-07-27T14:43:38.986741
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260726,HOSP-001,DEPT-ICU,2026-07-26,,,kpi_006,Patient Satisfaction Score,Patient Experience,,,,Score (1-5 scale),Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260726,PEX-KPI-DCF120177644,2026-07-27T14:43:38.989774
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260727,HOSP-001,DEPT-ICU,2026-07-27,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260727,PEX-KPI-DCF120177644,2026-07-27T14:43:38.993371
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260727,HOSP-001,DEPT-ICU,2026-07-27,,,kpi_006,Patient Satisfaction Score,Patient Experience,9.0,3.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260727,PEX-KPI-DCF120177644,2026-07-27T14:43:38.997350
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260728,HOSP-001,DEPT-ICU,2026-07-28,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260728,PEX-KPI-DCF120177644,2026-07-27T14:43:39.008598
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260728,HOSP-001,DEPT-ICU,2026-07-28,,,kpi_006,Patient Satisfaction Score,Patient Experience,4.0,1.0,4.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260728,PEX-KPI-DCF120177644,2026-07-27T14:43:39.012793
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260729,HOSP-001,DEPT-ICU,2026-07-29,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260729,PEX-KPI-DCF120177644,2026-07-27T14:43:39.021225
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260729,HOSP-001,DEPT-ICU,2026-07-29,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260729,PEX-KPI-DCF120177644,2026-07-27T14:43:39.024559
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260730,HOSP-001,DEPT-ICU,2026-07-30,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260730,PEX-KPI-DCF120177644,2026-07-27T14:43:39.030371
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260730,HOSP-001,DEPT-ICU,2026-07-30,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260730,PEX-KPI-DCF120177644,2026-07-27T14:43:39.035134
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260731,HOSP-001,DEPT-ICU,2026-07-31,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260731,PEX-KPI-DCF120177644,2026-07-27T14:43:39.039548
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260731,HOSP-001,DEPT-ICU,2026-07-31,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260731,PEX-KPI-DCF120177644,2026-07-27T14:43:39.041441
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260801,HOSP-001,DEPT-ICU,2026-08-01,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260801,PEX-KPI-DCF120177644,2026-07-27T14:43:39.045367
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260801,HOSP-001,DEPT-ICU,2026-08-01,,,kpi_006,Patient Satisfaction Score,Patient Experience,14.0,4.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260801,PEX-KPI-DCF120177644,2026-07-27T14:43:39.047266
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260802,HOSP-001,DEPT-ICU,2026-08-02,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260802,PEX-KPI-DCF120177644,2026-07-27T14:43:39.053505
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260802,HOSP-001,DEPT-ICU,2026-08-02,,,kpi_006,Patient Satisfaction Score,Patient Experience,14.0,4.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260802,PEX-KPI-DCF120177644,2026-07-27T14:43:39.055618
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260803,HOSP-001,DEPT-ICU,2026-08-03,,,kpi_005,Patient Complaint Rate,Patient Experience,,,,Complaints per 1000 encounters,Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260803,PEX-KPI-DCF120177644,2026-07-27T14:43:39.059879
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260803,HOSP-001,DEPT-ICU,2026-08-03,,,kpi_006,Patient Satisfaction Score,Patient Experience,,,,Score (1-5 scale),Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260803,PEX-KPI-DCF120177644,2026-07-27T14:43:39.062088
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260804,HOSP-001,DEPT-ICU,2026-08-04,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260804,PEX-KPI-DCF120177644,2026-07-27T14:43:39.064811
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260804,HOSP-001,DEPT-ICU,2026-08-04,,,kpi_006,Patient Satisfaction Score,Patient Experience,7.0,2.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260804,PEX-KPI-DCF120177644,2026-07-27T14:43:39.070247
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260805,HOSP-001,DEPT-ICU,2026-08-05,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260805,PEX-KPI-DCF120177644,2026-07-27T14:43:39.078590
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260805,HOSP-001,DEPT-ICU,2026-08-05,,,kpi_006,Patient Satisfaction Score,Patient Experience,,0.0,,Score (1-5 scale),Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260805,PEX-KPI-DCF120177644,2026-07-27T14:43:39.082210
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260806,HOSP-001,DEPT-ICU,2026-08-06,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260806,PEX-KPI-DCF120177644,2026-07-27T14:43:39.088203
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260806,HOSP-001,DEPT-ICU,2026-08-06,,,kpi_006,Patient Satisfaction Score,Patient Experience,15.0,4.0,3.75,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260806,PEX-KPI-DCF120177644,2026-07-27T14:43:39.092257
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260807,HOSP-001,DEPT-ICU,2026-08-07,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260807,PEX-KPI-DCF120177644,2026-07-27T14:43:39.102868
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260807,HOSP-001,DEPT-ICU,2026-08-07,,,kpi_006,Patient Satisfaction Score,Patient Experience,4.0,1.0,4.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260807,PEX-KPI-DCF120177644,2026-07-27T14:43:39.106749
AKPI-kpi_005-HOSP-001-DEPT-ICU-20260808,HOSP-001,DEPT-ICU,2026-08-08,,,kpi_005,Patient Complaint Rate,Patient Experience,,0.0,,Complaints per 1000 encounters,Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260808,PEX-KPI-DCF120177644,2026-07-27T14:43:39.113727
AKPI-kpi_006-HOSP-001-DEPT-ICU-20260808,HOSP-001,DEPT-ICU,2026-08-08,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260808,PEX-KPI-DCF120177644,2026-07-27T14:43:39.117887
