department_risk_record_id,hospital_id,department_id,reporting_date,assessable_kpi_count,unavailable_kpi_count,green_kpi_count,amber_kpi_count,red_kpi_count,critical_kpi_count,low_utilisation_count,watch_condition_count,repeated_breach_count,deteriorating_kpi_count,provisional_kpi_count,maximum_kpi_risk_score,average_assessable_kpi_risk_score,concurrent_risk_flag,concurrent_kpi_count,concurrent_kpi_list,concurrence_score,concurrence_rule_id,escalation_score,department_risk_score_raw,department_risk_score_normalized,department_priority_tier,urgency_level,dominant_kpi_id,dominant_kpi_name,dominant_kpi_score,dominant_driver_reason,dominant_driver_is_provisional,secondary_driver_1,secondary_driver_2,contributing_kpi_count,contributing_kpi_list,confidence_level,contains_provisional_kpi,provisional_risk_flag,provisional_risk_contribution,provisional_contribution_materiality,governance_warning,evidence_pack_id,data_availability_status,department_data_availability_rate,minimum_assessable_kpi_requirement,engine_run_id,processed_at,kpi_id,threshold_state,threshold_is_provisional,dominant_threshold_is_provisional,dominant_breach_type_governed,dominant_driver_governance_warning,dominant_driver_reason_governed
DRS-442BE3DC1AAE,HOSP-001,DEPT-OPC,2026-06-23,5,1,2,2,1,0,0,5,0,4,2,93.4783,49.30654,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,8.0,60.657197,83.1323,Critical,Immediate Review,kpi_004,Average Patient Waiting Time,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_006,5,kpi_004; kpi_001; kpi_006; kpi_002; kpi_005,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-83902A89B623,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-572AD3964C0E,HOSP-001,DEPT-DIAG,2026-06-23,5,1,4,0,1,0,0,5,0,4,2,93.4783,33.03696,True,3,kpi_001; kpi_002; kpi_004,10.0,Workforce Pressure; Staffing-Flow Pressure,8.0,54.276323,74.3871,High,Immediate Review,kpi_004,Average Patient Waiting Time,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_002,3,kpi_004; kpi_001; kpi_002,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-DCC6996FAB4A,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-4B3BFB8A1169,HOSP-001,DEPT-SURG,2026-06-23,3,3,1,1,0,1,0,2,0,1,2,81.7826,49.72463333333334,False,2,kpi_002; kpi_003,0.0,,7.0,52.41956,71.8424,High,Immediate Review,kpi_003,Bed Occupancy Rate,81.7826,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_002,kpi_001,2,kpi_003; kpi_002,Moderate,True,True,81.7826,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-12CAE77390A7,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
DRS-D190C509E99B,HOSP-001,DEPT-ADM,2026-06-23,3,3,2,0,1,0,0,3,0,2,2,76.087,36.95653333333333,False,2,kpi_001; kpi_006,0.0,,4.0,45.72611,62.6688,High,Immediate Review,kpi_006,Patient Satisfaction Score,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_002,2,kpi_006; kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-2DFAA6E6D926,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-F290941F7AFF,HOSP-001,DEPT-ED,2026-06-23,3,3,2,0,1,0,0,2,0,2,2,76.087,35.50723333333334,False,2,kpi_002; kpi_004,0.0,,4.0,45.291320000000006,62.0729,High,Immediate Review,kpi_004,Average Patient Waiting Time,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_002,kpi_001,2,kpi_004; kpi_002,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-076B5C7CB2DF,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-F2A47884DC86,HOSP-001,DEPT-MED,2026-06-23,4,2,3,1,0,0,0,4,0,3,2,46.4674,27.3777,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,6.0,30.47364,41.7649,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,46.4674,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,True,kpi_001,kpi_006,4,kpi_003; kpi_001; kpi_006; kpi_002,Moderate,True,True,46.4674,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-0BA5E773CB8A,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Upper Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Upper Amber; breach=Provisional Breach
DRS-A473284E9E82,HOSP-001,DEPT-ADM,2026-06-24,3,3,1,1,1,0,0,3,0,3,2,93.4783,57.97103333333334,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,60.80654500000001,83.337,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_006,3,kpi_002; kpi_001; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-A8B1F0936453,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-61743E5E2105,HOSP-001,DEPT-SURG,2026-06-24,3,3,1,0,2,0,0,2,0,1,2,93.4783,57.55073333333333,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,2.0,60.280455,82.6159,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_003,2,kpi_002; kpi_001,Moderate,True,False,7.4348,Minor,Department contains provisional threshold KPIs,DEP-EP-E213576DB9A8,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-D7FCCEF76B98,HOSP-001,DEPT-OPC,2026-06-24,5,1,2,1,2,0,0,5,0,4,2,79.9239,49.46304,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,8.0,54.604667,74.8371,High,Immediate Review,kpi_005,Patient Complaint Rate,79.9239,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,True,kpi_004,kpi_006,5,kpi_005; kpi_004; kpi_006; kpi_001; kpi_002,Moderate,True,True,79.9239,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-5765BBA7E0C6,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_005,Red,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Red; breach=Provisional Breach
DRS-0E65A13EEC77,HOSP-001,DEPT-ICU,2026-06-24,4,2,2,1,0,1,0,4,1,3,2,81.7826,48.16305,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,14.0,53.401085,73.1876,High,Immediate Review,kpi_003,Bed Occupancy Rate,81.7826,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_006,kpi_002,4,kpi_003; kpi_006; kpi_002; kpi_001,Moderate,True,True,81.7826,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-6DF9E048DB10,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
DRS-4BB743E0094A,HOSP-001,DEPT-DIAG,2026-06-24,5,1,4,0,1,0,0,5,0,4,2,93.4783,29.55872,True,3,kpi_001; kpi_002; kpi_004,10.0,Workforce Pressure; Staffing-Flow Pressure,8.0,53.232851,72.957,High,Immediate Review,kpi_004,Average Patient Waiting Time,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_002,3,kpi_004; kpi_001; kpi_002,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-FD705AE374C7,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-173A5573FD54,HOSP-001,DEPT-MED,2026-06-24,4,2,1,2,1,0,0,4,0,3,2,76.087,53.17395,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,51.541335,70.6387,High,Immediate Review,kpi_002,Staff Absenteeism Rate,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_006,3,kpi_002; kpi_001; kpi_006,Moderate,True,False,14.8696,Minor,Department contains provisional threshold KPIs,DEP-EP-49AD3B0EB4BC,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-107880057F7A,HOSP-001,DEPT-ED,2026-06-24,5,1,2,2,1,0,0,5,0,4,2,71.7391,48.43696,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,8.0,50.613683,69.3674,High,Immediate Review,kpi_001,Staffing Level,71.7391,threshold=Red; breach=Provisional Breach; watch=High,False,kpi_004,kpi_006,5,kpi_001; kpi_004; kpi_006; kpi_002; kpi_005,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-2FB37D0339B6,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-E983557028D2,HOSP-001,DEPT-PEX,2026-06-24,3,3,2,1,0,0,0,3,0,2,2,43.4783,27.53623333333333,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,4.0,28.976105,39.7125,Elevated,Review Soon,kpi_006,Patient Satisfaction Score,43.4783,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_002,kpi_001,3,kpi_006; kpi_002; kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-C053287D1BB0,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-4196FC989CBB,HOSP-001,DEPT-ED,2026-06-25,5,1,2,0,3,0,0,5,0,3,2,93.4783,56.26304,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,6.0,62.544147,85.7184,Critical,Immediate Review,kpi_004,Average Patient Waiting Time,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_002,5,kpi_004; kpi_001; kpi_002; kpi_006; kpi_005,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-7A1E0F1941E4,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-48650C26444C,HOSP-001,DEPT-DIAG,2026-06-25,4,2,2,0,2,0,0,4,0,4,2,93.4783,55.30705,True,4,kpi_001; kpi_002; kpi_004; kpi_005,15.0,Workforce Pressure; Flow-Complaint Pressure; Staffing-Flow Pressure,8.0,61.70735,84.5715,Critical,Immediate Review,kpi_004,Average Patient Waiting Time,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_005,kpi_001,4,kpi_004; kpi_005; kpi_001; kpi_002,Moderate,True,True,79.9239,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-82C1BAFFCDA3,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-4230D9559618,HOSP-001,DEPT-ICU,2026-06-25,4,2,3,0,0,1,0,4,1,3,2,85.5,38.7663,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,14.0,52.25489,71.6167,High,Immediate Review,kpi_003,Bed Occupancy Rate,85.5,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_002,kpi_006,4,kpi_003; kpi_002; kpi_006; kpi_001,Moderate,True,True,85.5,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-2A2DFBC40225,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
DRS-BB6D513DA3AC,HOSP-001,DEPT-PEX,2026-06-25,3,3,1,0,2,0,0,3,0,2,2,76.087,52.89856666666668,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,51.25872,70.2514,High,Immediate Review,kpi_001,Staffing Level,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_002,kpi_006,2,kpi_001; kpi_002,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-E6830CFA63F2,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-964F85714BBF,HOSP-001,DEPT-OPC,2026-06-25,5,1,2,1,2,0,0,5,0,4,2,76.087,47.3848,True,3,kpi_001; kpi_002; kpi_004,10.0,Workforce Pressure; Staffing-Flow Pressure,8.0,50.75459,69.5605,High,Immediate Review,kpi_001,Staffing Level,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_004,kpi_002,3,kpi_001; kpi_004; kpi_002,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-E300DF3C0B1D,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-E2DDBA234467,HOSP-001,DEPT-ADM,2026-06-25,3,3,3,0,0,0,0,3,0,3,2,23.913,21.014466666666667,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,18.415190000000003,25.2385,Monitor,Review Soon,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_006,3,kpi_001; kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-ADF9707C9140,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-66B7601B96E1,HOSP-001,DEPT-SURG,2026-06-25,4,2,4,0,0,0,0,4,0,3,2,23.913,18.5489,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,17.67552,24.2248,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_006,kpi_002,3,kpi_001; kpi_006; kpi_002,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-F5E3E0D2E355,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-C05DF7813BEB,HOSP-001,DEPT-MED,2026-06-25,4,2,4,0,0,0,0,3,0,3,2,23.913,16.375,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,17.02335,23.3309,Monitor,Routine Monitoring,kpi_002,Staff Absenteeism Rate,23.913,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_006,3,kpi_002; kpi_001; kpi_006,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-994579F3765D,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-096F41CDEC1C,HOSP-001,DEPT-DIAG,2026-06-26,5,1,1,3,1,0,0,5,0,4,2,93.4783,57.23914,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,8.0,63.03697699999999,86.3938,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_004,kpi_005,5,kpi_002; kpi_004; kpi_005; kpi_006; kpi_001,Moderate,True,True,55.7609,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-3E14A56C4567,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-CFB79D78C69E,HOSP-001,DEPT-ED,2026-06-26,3,3,1,0,2,0,0,3,0,2,2,93.4783,65.94206666666668,False,2,kpi_002; kpi_004,0.0,,4.0,62.247855,85.3123,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_004,kpi_001,2,kpi_002; kpi_004,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-166076A206B8,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-03D5A4618592,HOSP-001,DEPT-MED,2026-06-26,4,2,0,2,1,1,0,4,0,2,2,85.5,70.831525,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,9.0,61.3744575,84.1153,Critical,Immediate Review,kpi_003,Bed Occupancy Rate,85.5,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_006,kpi_001,4,kpi_003; kpi_006; kpi_001; kpi_002,Moderate,True,True,85.5,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-031324F8FA80,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
DRS-53D3C42EE8CD,HOSP-001,DEPT-ICU,2026-06-26,4,2,1,1,1,1,0,4,1,2,2,85.5,58.875,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,12.0,58.087500000000006,79.6104,Critical,Immediate Review,kpi_003,Bed Occupancy Rate,85.5,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_002,kpi_001,4,kpi_003; kpi_002; kpi_001; kpi_006,Moderate,True,True,85.5,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-1336A9A58A97,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
DRS-40C4F3D4DEB4,HOSP-001,DEPT-OPC,2026-06-26,5,1,3,1,1,0,0,5,0,4,2,79.9239,39.8978,True,4,kpi_001; kpi_002; kpi_004; kpi_005,15.0,Workforce Pressure; Flow-Complaint Pressure; Staffing-Flow Pressure,8.0,50.985095,69.8764,High,Immediate Review,kpi_005,Patient Complaint Rate,79.9239,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,True,kpi_004,kpi_001,4,kpi_005; kpi_004; kpi_001; kpi_002,Moderate,True,True,79.9239,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-BA7B49653437,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_005,Red,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Red; breach=Provisional Breach
DRS-5CBE38A78CA1,HOSP-001,DEPT-SURG,2026-06-26,4,2,3,1,0,0,0,4,0,3,2,60.8696,27.78805,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,37.077735,50.816,Elevated,Prompt Review,kpi_002,Staff Absenteeism Rate,60.8696,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_006,3,kpi_002; kpi_001; kpi_006,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-388B344173C8,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-2DE37156356D,HOSP-001,DEPT-ADM,2026-06-26,3,3,3,0,0,0,0,3,0,3,2,23.913,23.913,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,19.284750000000003,26.4303,Monitor,Review Soon,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_006,3,kpi_001; kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-73F56FC3D495,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-836B517B2EBD,HOSP-001,DEPT-PEX,2026-06-26,3,3,3,0,0,0,0,3,0,2,2,15.2174,12.318833333333332,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,11.69348,16.0262,Monitor,Routine Monitoring,kpi_001,Staffing Level,15.2174,watch=Low; trend=deteriorating,False,kpi_002,kpi_006,2,kpi_001; kpi_002,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-7BD0E8F2196B,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-2C562667F1B6,HOSP-001,DEPT-OPC,2026-06-27,5,1,2,0,3,0,0,5,0,4,2,93.4783,62.35004,True,4,kpi_001; kpi_002; kpi_004; kpi_005,15.0,Workforce Pressure; Flow-Complaint Pressure; Staffing-Flow Pressure,8.0,63.820247,87.4673,Critical,Immediate Review,kpi_001,Staffing Level,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_002,kpi_004,4,kpi_001; kpi_002; kpi_004; kpi_005,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-213E941C59D4,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-FA121D3F0F48,HOSP-001,DEPT-DIAG,2026-06-27,5,1,3,0,2,0,0,5,0,5,2,93.4783,49.30654,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,10.0,60.857197,83.4064,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_004,kpi_001,5,kpi_002; kpi_004; kpi_001; kpi_005; kpi_006,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-C2F0B512F979,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-185B95C63E5F,HOSP-001,DEPT-ED,2026-06-27,5,1,4,0,1,0,0,5,0,5,2,93.4783,37.1326,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,10.0,57.205015,78.401,Critical,Immediate Review,kpi_004,Average Patient Waiting Time,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_002,5,kpi_004; kpi_001; kpi_002; kpi_006; kpi_005,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-04AAB37096E6,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-AB97C8340878,HOSP-001,DEPT-ICU,2026-06-27,4,2,2,1,0,1,0,4,1,3,2,85.5,50.17935,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,14.0,55.678805,76.3093,Critical,Immediate Review,kpi_003,Bed Occupancy Rate,85.5,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_006,kpi_002,4,kpi_003; kpi_006; kpi_002; kpi_001,Moderate,True,True,85.5,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-B2CEF63E612C,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
