evidence_record_id,relationship_record_id,evidence_type,source_reference,records_used,calculation_method,result_summary,engine_run_id,processed_at
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_002,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.6971; Spearman=-0.6763,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_004-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_005-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_002,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.2105,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,364.0,Lagged Pearson correlation; temporal precedence rate,Best lag=1d; precedence rate=0.3667,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.1923,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_001-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5347,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,364.0,Lagged Pearson correlation; temporal precedence rate,Best lag=1d; precedence rate=0.4532,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.2899,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_002-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.6179,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_003-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_003-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_003-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_004-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.2139,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_004-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5566,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-DIAG-kpi_005-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.7299,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_002,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.2979,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,364.0,Lagged Pearson correlation; temporal precedence rate,Best lag=1d; precedence rate=0.3772,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.6517,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_001-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5189,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,364.0,Lagged Pearson correlation; temporal precedence rate,Best lag=1d; precedence rate=0.3364,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.6517,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_002-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5049,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_003-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_003-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_003-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_004-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.6517,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_004-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ED-kpi_005-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.3377,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_002,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.3261,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.338,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_001-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5455,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.3188,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_002-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5455,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.64,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_004-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_004-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_005-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_002,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.2727,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.2887,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.4471,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,364.0,Lagged Pearson correlation; temporal precedence rate,Best lag=1d; precedence rate=0.31,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.4659,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5566,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_005-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_002,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.3036,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,363.0,Lagged Pearson correlation; temporal precedence rate,Best lag=2d; precedence rate=0.4409,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.7273,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.6033,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,363.0,Lagged Pearson correlation; temporal precedence rate,Best lag=2d; precedence rate=0.4228,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.7,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5789,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
