comparison_id,scenario_run_id_a,scenario_run_id_b,comparator_a,comparator_b,approval_package_id,episode_id,scenario_template_id,incremental_primary_kpi_change,confidence_change,warning_change,comparator_relationship,evidence_basis
COMP-SR-BL-C4EB16F780D437C5-COMP-HIGH-001-Higher Intensity-vs-Baseline,SR-BL-C4EB16F780D437C5-COMP-HIGH-001,SR-BL-C4EB16F780D437C5-COMP-BASE-001,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,EP-HOSP-001-DEPT-ICU-kpi_001-20261227,SCEN-STAFF-001,14.81481481481481,0,0.0,Incremental Benefit with Limited Additional Risk,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-5AB786BB9A210BA9-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-5AB786BB9A210BA9-COMP-CONS-002,SR-BL-5AB786BB9A210BA9-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EP-HOSP-001-DEPT-ICU-kpi_002-20260109,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-5AB786BB9A210BA9-COMP-EXP-002-Expected-vs-Conservative,SR-BL-5AB786BB9A210BA9-COMP-EXP-002,SR-BL-5AB786BB9A210BA9-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EP-HOSP-001-DEPT-ICU-kpi_002-20260109,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-5AB786BB9A210BA9-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-5AB786BB9A210BA9-COMP-HIGH-002,SR-BL-5AB786BB9A210BA9-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EP-HOSP-001-DEPT-ICU-kpi_002-20260109,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-5AB786BB9A210BA9-COMP-EXP-002-Expected-vs-Baseline,SR-BL-5AB786BB9A210BA9-COMP-EXP-002,SR-BL-5AB786BB9A210BA9-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EP-HOSP-001-DEPT-ICU-kpi_002-20260109,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-5AB786BB9A210BA9-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-5AB786BB9A210BA9-COMP-HIGH-002,SR-BL-5AB786BB9A210BA9-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EP-HOSP-001-DEPT-ICU-kpi_002-20260109,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-73F70DF48AF98D86-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-73F70DF48AF98D86-COMP-CONS-002,SR-BL-73F70DF48AF98D86-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EP-HOSP-001-DEPT-ICU-kpi_002-20260126,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-73F70DF48AF98D86-COMP-EXP-002-Expected-vs-Conservative,SR-BL-73F70DF48AF98D86-COMP-EXP-002,SR-BL-73F70DF48AF98D86-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EP-HOSP-001-DEPT-ICU-kpi_002-20260126,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-73F70DF48AF98D86-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-73F70DF48AF98D86-COMP-HIGH-002,SR-BL-73F70DF48AF98D86-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EP-HOSP-001-DEPT-ICU-kpi_002-20260126,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-73F70DF48AF98D86-COMP-EXP-002-Expected-vs-Baseline,SR-BL-73F70DF48AF98D86-COMP-EXP-002,SR-BL-73F70DF48AF98D86-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EP-HOSP-001-DEPT-ICU-kpi_002-20260126,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-73F70DF48AF98D86-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-73F70DF48AF98D86-COMP-HIGH-002,SR-BL-73F70DF48AF98D86-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EP-HOSP-001-DEPT-ICU-kpi_002-20260126,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-2CE41C509912DF71-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-2CE41C509912DF71-COMP-CONS-002,SR-BL-2CE41C509912DF71-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EP-HOSP-001-DEPT-ICU-kpi_002-20260219,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-2CE41C509912DF71-COMP-EXP-002-Expected-vs-Conservative,SR-BL-2CE41C509912DF71-COMP-EXP-002,SR-BL-2CE41C509912DF71-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EP-HOSP-001-DEPT-ICU-kpi_002-20260219,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-2CE41C509912DF71-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-2CE41C509912DF71-COMP-HIGH-002,SR-BL-2CE41C509912DF71-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EP-HOSP-001-DEPT-ICU-kpi_002-20260219,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-2CE41C509912DF71-COMP-EXP-002-Expected-vs-Baseline,SR-BL-2CE41C509912DF71-COMP-EXP-002,SR-BL-2CE41C509912DF71-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EP-HOSP-001-DEPT-ICU-kpi_002-20260219,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-2CE41C509912DF71-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-2CE41C509912DF71-COMP-HIGH-002,SR-BL-2CE41C509912DF71-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EP-HOSP-001-DEPT-ICU-kpi_002-20260219,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-CD18D51E979C42EE-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-CD18D51E979C42EE-COMP-CONS-002,SR-BL-CD18D51E979C42EE-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EP-HOSP-001-DEPT-ICU-kpi_002-20260227,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-CD18D51E979C42EE-COMP-EXP-002-Expected-vs-Conservative,SR-BL-CD18D51E979C42EE-COMP-EXP-002,SR-BL-CD18D51E979C42EE-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EP-HOSP-001-DEPT-ICU-kpi_002-20260227,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-CD18D51E979C42EE-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-CD18D51E979C42EE-COMP-HIGH-002,SR-BL-CD18D51E979C42EE-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EP-HOSP-001-DEPT-ICU-kpi_002-20260227,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-CD18D51E979C42EE-COMP-EXP-002-Expected-vs-Baseline,SR-BL-CD18D51E979C42EE-COMP-EXP-002,SR-BL-CD18D51E979C42EE-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EP-HOSP-001-DEPT-ICU-kpi_002-20260227,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-CD18D51E979C42EE-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-CD18D51E979C42EE-COMP-HIGH-002,SR-BL-CD18D51E979C42EE-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EP-HOSP-001-DEPT-ICU-kpi_002-20260227,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-AE4620047CC60360-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-AE4620047CC60360-COMP-CONS-002,SR-BL-AE4620047CC60360-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EP-HOSP-001-DEPT-ICU-kpi_002-20260305,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-AE4620047CC60360-COMP-EXP-002-Expected-vs-Conservative,SR-BL-AE4620047CC60360-COMP-EXP-002,SR-BL-AE4620047CC60360-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EP-HOSP-001-DEPT-ICU-kpi_002-20260305,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-AE4620047CC60360-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-AE4620047CC60360-COMP-HIGH-002,SR-BL-AE4620047CC60360-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EP-HOSP-001-DEPT-ICU-kpi_002-20260305,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-AE4620047CC60360-COMP-EXP-002-Expected-vs-Baseline,SR-BL-AE4620047CC60360-COMP-EXP-002,SR-BL-AE4620047CC60360-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EP-HOSP-001-DEPT-ICU-kpi_002-20260305,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-AE4620047CC60360-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-AE4620047CC60360-COMP-HIGH-002,SR-BL-AE4620047CC60360-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EP-HOSP-001-DEPT-ICU-kpi_002-20260305,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-9D66226849111836-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-9D66226849111836-COMP-CONS-002,SR-BL-9D66226849111836-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EP-HOSP-001-DEPT-ICU-kpi_002-20260315,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-9D66226849111836-COMP-EXP-002-Expected-vs-Conservative,SR-BL-9D66226849111836-COMP-EXP-002,SR-BL-9D66226849111836-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EP-HOSP-001-DEPT-ICU-kpi_002-20260315,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-9D66226849111836-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-9D66226849111836-COMP-HIGH-002,SR-BL-9D66226849111836-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EP-HOSP-001-DEPT-ICU-kpi_002-20260315,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-9D66226849111836-COMP-EXP-002-Expected-vs-Baseline,SR-BL-9D66226849111836-COMP-EXP-002,SR-BL-9D66226849111836-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EP-HOSP-001-DEPT-ICU-kpi_002-20260315,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-9D66226849111836-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-9D66226849111836-COMP-HIGH-002,SR-BL-9D66226849111836-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EP-HOSP-001-DEPT-ICU-kpi_002-20260315,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-92CC9141A6E2FEA9-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-92CC9141A6E2FEA9-COMP-CONS-002,SR-BL-92CC9141A6E2FEA9-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EP-HOSP-001-DEPT-ICU-kpi_002-20260406,SCEN-ABS-001,-9.999999999999991,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-92CC9141A6E2FEA9-COMP-EXP-002-Expected-vs-Conservative,SR-BL-92CC9141A6E2FEA9-COMP-EXP-002,SR-BL-92CC9141A6E2FEA9-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EP-HOSP-001-DEPT-ICU-kpi_002-20260406,SCEN-ABS-001,-10.000000000000009,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-92CC9141A6E2FEA9-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-92CC9141A6E2FEA9-COMP-HIGH-002,SR-BL-92CC9141A6E2FEA9-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EP-HOSP-001-DEPT-ICU-kpi_002-20260406,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-92CC9141A6E2FEA9-COMP-EXP-002-Expected-vs-Baseline,SR-BL-92CC9141A6E2FEA9-COMP-EXP-002,SR-BL-92CC9141A6E2FEA9-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EP-HOSP-001-DEPT-ICU-kpi_002-20260406,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-92CC9141A6E2FEA9-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-92CC9141A6E2FEA9-COMP-HIGH-002,SR-BL-92CC9141A6E2FEA9-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EP-HOSP-001-DEPT-ICU-kpi_002-20260406,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-9E8B3DFB3469FF88-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-9E8B3DFB3469FF88-COMP-CONS-002,SR-BL-9E8B3DFB3469FF88-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,SCEN-ABS-001,-9.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-Expected-vs-Conservative,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,SR-BL-9E8B3DFB3469FF88-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,SCEN-ABS-001,-9.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,SCEN-ABS-001,-15.000000000000007,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-Expected-vs-Baseline,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,SR-BL-9E8B3DFB3469FF88-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,SCEN-ABS-001,-19.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,SR-BL-9E8B3DFB3469FF88-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-Expected-vs-Conservative,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-Expected-vs-Baseline,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-921DC570492B5F00-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-921DC570492B5F00-COMP-CONS-002,SR-BL-921DC570492B5F00-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,SCEN-ABS-001,-9.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-921DC570492B5F00-COMP-EXP-002-Expected-vs-Conservative,SR-BL-921DC570492B5F00-COMP-EXP-002,SR-BL-921DC570492B5F00-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,SCEN-ABS-001,-10.000000000000007,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-921DC570492B5F00-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-921DC570492B5F00-COMP-HIGH-002,SR-BL-921DC570492B5F00-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,SCEN-ABS-001,-15.000000000000004,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-921DC570492B5F00-COMP-EXP-002-Expected-vs-Baseline,SR-BL-921DC570492B5F00-COMP-EXP-002,SR-BL-921DC570492B5F00-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,SCEN-ABS-001,-19.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-921DC570492B5F00-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-921DC570492B5F00-COMP-HIGH-002,SR-BL-921DC570492B5F00-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-FF4A86119C667B26-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-FF4A86119C667B26-COMP-CONS-002,SR-BL-FF4A86119C667B26-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EP-HOSP-001-DEPT-ICU-kpi_002-20260530,SCEN-ABS-001,-9.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-FF4A86119C667B26-COMP-EXP-002-Expected-vs-Conservative,SR-BL-FF4A86119C667B26-COMP-EXP-002,SR-BL-FF4A86119C667B26-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EP-HOSP-001-DEPT-ICU-kpi_002-20260530,SCEN-ABS-001,-10.000000000000007,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-FF4A86119C667B26-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-FF4A86119C667B26-COMP-HIGH-002,SR-BL-FF4A86119C667B26-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EP-HOSP-001-DEPT-ICU-kpi_002-20260530,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-FF4A86119C667B26-COMP-EXP-002-Expected-vs-Baseline,SR-BL-FF4A86119C667B26-COMP-EXP-002,SR-BL-FF4A86119C667B26-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EP-HOSP-001-DEPT-ICU-kpi_002-20260530,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-FF4A86119C667B26-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-FF4A86119C667B26-COMP-HIGH-002,SR-BL-FF4A86119C667B26-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EP-HOSP-001-DEPT-ICU-kpi_002-20260530,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-E032CADFA9E7049E-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-E032CADFA9E7049E-COMP-CONS-002,SR-BL-E032CADFA9E7049E-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,EP-HOSP-001-DEPT-ICU-kpi_002-20260615,SCEN-ABS-001,-10.000000000000004,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
